dasypus_novemcinctus ENSDNOG00000010333
choloepus_hoffmanni ENSCHOG00000011473
papio_anubis ENSPANG00000003972
theropithecus_gelada ENSTGEG00000015129
mandrillus_leucophaeus ENSMLEG00000031350
gorilla_gorilla ENSGGOG00000038864
pan_troglodytes ENSPTRG00000004231
mandrillus_leucophaeus ENSMLEG00000030529
theropithecus_gelada ENSTGEG00000015235
macaca_nemestrina ENSMNEG00000045362
chlorocebus_sabaeus ENSCSAG00000003063
rhinopithecus_roxellana ENSRROG00000039429
rhinopithecus_bieti ENSRBIG00000041555
colobus_angolensis_palliatus ENSCANG00000038428
homo_sapiens ENSG00000255221
pan_paniscus ENSPPAG00000035963
macaca_mulatta ENSMMUG00000009854
macaca_fascicularis ENSMFAG00000043576
cercocebus_atys ENSCATG00000034782
aotus_nancymaae ENSANAG00000028470
aotus_nancymaae ENSANAG00000026270
callithrix_jacchus ENSCJAG00000038168
pan_troglodytes ENSPTRG00000052161
gorilla_gorilla ENSGGOG00000002144
homo_sapiens ENSG00000204397
papio_anubis ENSPANG00000032384
mandrillus_leucophaeus ENSMLEG00000033847
rhinopithecus_bieti ENSRBIG00000041021
colobus_angolensis_palliatus ENSCANG00000034690
macaca_fascicularis ENSMFAG00000043856
cebus_capucinus_imitator ENSCCAG00000023890
callithrix_jacchus ENSCJAG00000042024
saimiri_boliviensis_boliviensis ENSSBOG00000028391
homo_sapiens ENSG00000137752
gorilla_gorilla ENSGGOG00000023820
pan_paniscus ENSPPAG00000030163
pan_troglodytes ENSPTRG00000048268
pongo_abelii ENSPPYG00000003826
nomascus_leucogenys ENSNLEG00000007200
macaca_fascicularis ENSMFAG00000001158
macaca_mulatta ENSMMUG00000009852
macaca_nemestrina ENSMNEG00000007166
mandrillus_leucophaeus ENSMLEG00000035712
cercocebus_atys ENSCATG00000031081
papio_anubis ENSPANG00000007465
theropithecus_gelada ENSTGEG00000015106
chlorocebus_sabaeus ENSCSAG00000003073
piliocolobus_tephrosceles ENSPTEG00000030729
colobus_angolensis_palliatus ENSCANG00000035818
rhinopithecus_roxellana ENSRROG00000042151
rhinopithecus_bieti ENSRBIG00000039592
macaca_fascicularis ENSMFAG00000039181
chlorocebus_sabaeus ENSCSAG00000003066
pan_paniscus ENSPPAG00000042935
saimiri_boliviensis_boliviensis ENSSBOG00000021781
cebus_capucinus_imitator ENSCCAG00000024150
callithrix_jacchus ENSCJAG00000009842
aotus_nancymaae ENSANAG00000032743
carlito_syrichta ENSTSYG00000030707
prolemur_simus ENSPSMG00000005998
microcebus_murinus ENSMICG00000001846
prolemur_simus ENSPSMG00000005252
prolemur_simus ENSPSMG00000006077
propithecus_coquereli ENSPCOG00000028357
carlito_syrichta ENSTSYG00000009588
castor_canadensis ENSCCNG00000011191
dipodomys_ordii ENSDORG00000016257
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025888
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032863
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031743
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014622
rattus_norvegicus ENSRNOG00000007372
meriones_unguiculatus ENSMUGG00000021333
cricetulus_griseus_crigri_1.0 ENSCGRG00000000732
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009135
cricetulus_griseus_crigri-picr ENSCGRG00015001944
mesocricetus_auratus ENSMAUG00000010193
microtus_ochrogaster ENSMOCG00000019444
peromyscus_maniculatus_bairdii ENSPEMG00000008389
peromyscus_maniculatus_bairdii ENSPEMG00000026130
nannospalax_galili ENSNGAG00000014802
jaculus_jaculus ENSJJAG00000012485
chinchilla_lanigera ENSCLAG00000015719
octodon_degus ENSODEG00000013241
cavia_porcellus ENSCPOG00000026333
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000196
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002269
fukomys_damarensis ENSFDAG00000005403
urocitellus_parryii ENSUPAG00010019990
ictidomys_tridecemlineatus ENSSTOG00000007964
marmota_marmota_marmota ENSMMMG00000001523
spermophilus_dauricus ENSSDAG00000022929
oryctolagus_cuniculus ENSOCUG00000001103
ochotona_princeps ENSOPRG00000005009
tupaia_belangeri ENSTBEG00000011145
bos_mutus ENSBMUG00000010120
bos_taurus ENSBTAG00000050239
bison_bison_bison ENSBBBG00000022310
capra_hircus ENSCHIG00000013458
tursiops_truncatus ENSTTRG00000014276
sus_scrofa ENSSSCG00000028711
erinaceus_europaeus ENSEEUG00000002003
pteropus_vampyrus ENSPVAG00000013633
vicugna_pacos ENSVPAG00000009300
myotis_lucifugus ENSMLUG00000007716
equus_asinus_asinus ENSEASG00005011029
equus_caballus ENSECAG00000024367
neovison_vison ENSNVIG00000022469
loxodonta_africana ENSLAFG00000016444
sarcophilus_harrisii ENSSHAG00000002417
