anas_platyrhynchos_platyrhynchos ENSAPLG00000003848
anser_brachyrhynchus ENSABRG00000002124
meleagris_gallopavo ENSMGAG00000010096
coturnix_japonica ENSCJPG00005017454
gallus_gallus ENSGALG00000046992
numida_meleagris ENSNMEG00000021690
calidris_pygmaea ENSCPGG00000017677
lonchura_striata_domestica ENSLSDG00000001292
lepidothrix_coronata ENSLCOG00000007460
manacus_vitellinus ENSMVIG00005009325
parus_major ENSPMJG00000008337
cyanistes_caeruleus ENSCCEG00000020852
ficedula_albicollis ENSFALG00000004704
taeniopygia_guttata ENSTGUG00000003404
calidris_pugnax ENSCPUG00000009545
melopsittacus_undulatus ENSMUNG00000004904
apteryx_haastii ENSAHAG00000006032
apteryx_owenii ENSAOWG00000013761
apteryx_rowi ENSARWG00000014774
dromaius_novaehollandiae ENSDNVG00000006561
nothoprocta_perdicaria ENSNPEG00000016190
gopherus_agassizii ENSGAGG00000006880
pelodiscus_sinensis ENSPSIG00000007725
salvator_merianae ENSSMRG00000014024
chrysemys_picta_bellii ENSCPBG00000000148
sphenodon_punctatus ENSSPUG00000009207
phascolarctos_cinereus ENSPCIG00000020648
notamacropus_eugenii ENSMEUG00000003982
sarcophilus_harrisii ENSSHAG00000009912
monodelphis_domestica ENSMODG00000016708
propithecus_coquereli ENSPCOG00000021094
microcebus_murinus ENSMICG00000026962
prolemur_simus ENSPSMG00000022276
otolemur_garnettii ENSOGAG00000005409
callithrix_jacchus ENSCJAG00000011979
callithrix_jacchus ENSCJAG00000040210
cebus_capucinus_imitator ENSCCAG00000031474
aotus_nancymaae ENSANAG00000031796
homo_sapiens ENSG00000172366
pan_troglodytes ENSPTRG00000007548
gorilla_gorilla ENSGGOG00000013784
pongo_abelii ENSPPYG00000006917
nomascus_leucogenys ENSNLEG00000008117
papio_anubis ENSPANG00000025192
chlorocebus_sabaeus ENSCSAG00000012619
macaca_fascicularis ENSMFAG00000037517
macaca_nemestrina ENSMNEG00000041641
theropithecus_gelada ENSTGEG00000007398
cercocebus_atys ENSCATG00000038950
piliocolobus_tephrosceles ENSPTEG00000004248
equus_asinus_asinus ENSEASG00005018222
equus_caballus ENSECAG00000030865
pteropus_vampyrus ENSPVAG00000013076
felis_catus ENSFCAG00000008309
panthera_pardus ENSPPRG00000004950
canis_lupus_dingo ENSCAFG00020009056
sus_scrofa ENSSSCG00000007995
tursiops_truncatus ENSTTRG00000016036
bison_bison_bison ENSBBBG00000025206
bos_mutus ENSBMUG00000024037
bos_taurus ENSBTAG00000045857
capra_hircus ENSCHIG00000017170
ovis_aries ENSOARG00000012750
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007437
fukomys_damarensis ENSFDAG00000008794
spermophilus_dauricus ENSSDAG00000018908
dipodomys_ordii ENSDORG00000027369
mandrillus_leucophaeus ENSMLEG00000030969
carlito_syrichta ENSTSYG00000026114
saimiri_boliviensis_boliviensis ENSSBOG00000035885
callithrix_jacchus ENSCJAG00000048445
rhinopithecus_bieti ENSRBIG00000039875
pan_paniscus ENSPPAG00000036851
panthera_pardus ENSPPRG00000005090
panthera_tigris_altaica ENSPTIG00000019142
mustela_putorius_furo ENSMPUG00000015989
vulpes_vulpes ENSVVUG00000013294
ailuropoda_melanoleuca ENSAMEG00000007129
myotis_lucifugus ENSMLUG00000024694
mus_spicilegus ENSMSIG00000013340
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022171
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025732
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021260
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023578
rattus_norvegicus ENSRNOG00000020029
meriones_unguiculatus ENSMUGG00000014724
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017677
cricetulus_griseus_crigri-picr ENSCGRG00015018450
cricetulus_griseus_crigri_1.0 ENSCGRG00000018302
mesocricetus_auratus ENSMAUG00000017047
microtus_ochrogaster ENSMOCG00000001976
microtus_ochrogaster ENSMOCG00000015169
peromyscus_maniculatus_bairdii ENSPEMG00000006319
nannospalax_galili ENSNGAG00000014793
jaculus_jaculus ENSJJAG00000011147
ictidomys_tridecemlineatus ENSSTOG00000003869
urocitellus_parryii ENSUPAG00010013349
marmota_marmota_marmota ENSMMMG00000018355
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006641
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021117
chinchilla_lanigera ENSCLAG00000015991
octodon_degus ENSODEG00000015212
cavia_porcellus ENSCPOG00000002382
castor_canadensis ENSCCNG00000016011
loxodonta_africana ENSLAFG00000009874
procavia_capensis ENSPCAG00000015922
dasypus_novemcinctus ENSDNOG00000046313
xenopus_tropicalis ENSXETG00000020259
latimeria_chalumnae ENSLACG00000022296
paramormyrops_kingsleyae ENSPKIG00000006803
scleropages_formosus ENSSFOG00015009497
labrus_bergylta ENSLBEG00000026979
mola_mola ENSMMOG00000013941
monopterus_albus ENSMALG00000004526
mastacembelus_armatus ENSMAMG00000023328
seriola_dumerili ENSSDUG00000010491
seriola_lalandi_dorsalis ENSSLDG00000022238
scophthalmus_maximus ENSSMAG00000016043
stegastes_partitus ENSSPAG00000019397
