poecilia_formosa ENSPFOG00000009777
poecilia_latipinna ENSPLAG00000012054
poecilia_mexicana ENSPMEG00000004416
poecilia_reticulata ENSPREG00000004490
gambusia_affinis ENSGAFG00000011356
xiphophorus_maculatus ENSXMAG00000024196
xiphophorus_couchianus ENSXCOG00000001866
fundulus_heteroclitus ENSFHEG00000015063
cyprinodon_variegatus ENSCVAG00000013478
kryptolebias_marmoratus ENSKMAG00000005480
oryzias_latipes_asm223471v1 ENSORLG00020000878
oryzias_latipes_asm223469v1 ENSORLG00015005108
oryzias_latipes_asm223467v1 ENSORLG00000010533
oryzias_melastigma ENSOMEG00000009829
cynoglossus_semilaevis ENSCSEG00000010384
takifugu_rubripes ENSTRUG00000012465
tetraodon_nigroviridis ENSTNIG00000006948
mola_mola ENSMMOG00000001330
mastacembelus_armatus ENSMAMG00000001203
monopterus_albus ENSMALG00000007004
anabas_testudineus ENSATEG00000000039
seriola_dumerili ENSSDUG00000007906
seriola_lalandi_dorsalis ENSSLDG00000020253
scophthalmus_maximus ENSSMAG00000009521
astatotilapia_calliptera ENSACLG00000012772
haplochromis_burtoni ENSHBUG00000014601
maylandia_zebra ENSMZEG00005009876
pundamilia_nyererei ENSPNYG00000020613
neolamprologus_brichardi ENSNBRG00000006166
oreochromis_niloticus ENSONIG00000018611
amphilophus_citrinellus ENSACIG00000019594
gasterosteus_aculeatus ENSGACG00000016172
amphiprion_percula ENSAPEG00000002672
amphiprion_ocellaris ENSAOCG00000024698
acanthochromis_polyacanthus ENSAPOG00000016399
stegastes_partitus ENSSPAG00000003816
labrus_bergylta ENSLBEG00000010588
hippocampus_comes ENSHCOG00000004891
periophthalmus_magnuspinnatus ENSPMGG00000009059
gadus_morhua ENSGMOG00000011859
esox_lucius ENSELUG00000001428
pygocentrus_nattereri ENSPNAG00000018184
astyanax_mexicanus ENSAMXG00000033041
ictalurus_punctatus ENSIPUG00000010888
danio_rerio ENSDARG00000058734
scleropages_formosus ENSSFOG00015013841
paramormyrops_kingsleyae ENSPKIG00000005079
scleropages_formosus ENSSFOG00015022297
paramormyrops_kingsleyae ENSPKIG00000011147
lepisosteus_oculatus ENSLOCG00000006005
salvator_merianae ENSSMRG00000019472
phascolarctos_cinereus ENSPCIG00000027561
notamacropus_eugenii ENSMEUG00000006820
sarcophilus_harrisii ENSSHAG00000018734
monodelphis_domestica ENSMODG00000002382
pan_paniscus ENSPPAG00000036271
pan_troglodytes ENSPTRG00000044336
gorilla_gorilla ENSGGOG00000022145
nomascus_leucogenys ENSNLEG00000032253
macaca_nemestrina ENSMNEG00000035930
macaca_fascicularis ENSMFAG00000000817
macaca_mulatta ENSMMUG00000012717
cercocebus_atys ENSCATG00000042089
papio_anubis ENSPANG00000034256
rhinopithecus_bieti ENSRBIG00000035073
rhinopithecus_roxellana ENSRROG00000030586
colobus_angolensis_palliatus ENSCANG00000034873
saimiri_boliviensis_boliviensis ENSSBOG00000035406
rattus_norvegicus ENSRNOG00000017194
rattus_norvegicus ENSRNOG00000017695
jaculus_jaculus ENSJJAG00000020138
dipodomys_ordii ENSDORG00000008975
cricetulus_griseus_crigri-picr ENSCGRG00015024883
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019611
cricetulus_griseus_crigri_1.0 ENSCGRG00000003612
cricetulus_griseus_crigri-picr ENSCGRG00015008748
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022032
