gasterosteus_aculeatus ENSGACG00000003686
mola_mola ENSMMOG00000018024
labrus_bergylta ENSLBEG00000023818
takifugu_rubripes ENSTRUG00000012223
tetraodon_nigroviridis ENSTNIG00000013311
cynoglossus_semilaevis ENSCSEG00000013384
seriola_dumerili ENSSDUG00000006567
seriola_lalandi_dorsalis ENSSLDG00000011511
scophthalmus_maximus ENSSMAG00000010648
mastacembelus_armatus ENSMAMG00000004649
monopterus_albus ENSMALG00000013197
anabas_testudineus ENSATEG00000024863
fundulus_heteroclitus ENSFHEG00000018879
cyprinodon_variegatus ENSCVAG00000008084
xiphophorus_maculatus ENSXMAG00000002590
xiphophorus_couchianus ENSXCOG00000017074
gambusia_affinis ENSGAFG00000009984
poecilia_formosa ENSPFOG00000010395
poecilia_mexicana ENSPMEG00000006022
poecilia_latipinna ENSPLAG00000014087
poecilia_reticulata ENSPREG00000011475
kryptolebias_marmoratus ENSKMAG00000000418
oryzias_melastigma ENSOMEG00000001023
amphiprion_percula ENSAPEG00000006733
amphiprion_ocellaris ENSAOCG00000005371
acanthochromis_polyacanthus ENSAPOG00000013179
stegastes_partitus ENSSPAG00000014361
astatotilapia_calliptera ENSACLG00000009210
pundamilia_nyererei ENSPNYG00000005376
haplochromis_burtoni ENSHBUG00000020279
maylandia_zebra ENSMZEG00005025408
neolamprologus_brichardi ENSNBRG00000003246
oreochromis_niloticus ENSONIG00000006884
amphilophus_citrinellus ENSACIG00000004785
oryzias_latipes_asm223471v1 ENSORLG00020022361
oryzias_latipes_asm223469v1 ENSORLG00015013866
oryzias_latipes_asm223467v1 ENSORLG00000002558
oryzias_melastigma ENSOMEG00000017644
acanthochromis_polyacanthus ENSAPOG00000008493
hippocampus_comes ENSHCOG00000020817
periophthalmus_magnuspinnatus ENSPMGG00000022821
gadus_morhua ENSGMOG00000013513
esox_lucius ENSELUG00000003693
pygocentrus_nattereri ENSPNAG00000020693
astyanax_mexicanus ENSAMXG00000000217
ictalurus_punctatus ENSIPUG00000011126
danio_rerio ENSDARG00000058319
scleropages_formosus ENSSFOG00015006465
paramormyrops_kingsleyae ENSPKIG00000017067
lepisosteus_oculatus ENSLOCG00000009631
phascolarctos_cinereus ENSPCIG00000022220
notamacropus_eugenii ENSMEUG00000003116
sarcophilus_harrisii ENSSHAG00000010084
monodelphis_domestica ENSMODG00000021424
dasypus_novemcinctus ENSDNOG00000005631
choloepus_hoffmanni ENSCHOG00000010027
loxodonta_africana ENSLAFG00000030717
procavia_capensis ENSPCAG00000003251
echinops_telfairi ENSETEG00000017462
prolemur_simus ENSPSMG00000011836
propithecus_coquereli ENSPCOG00000024636
microcebus_murinus ENSMICG00000026464
otolemur_garnettii ENSOGAG00000010013
pan_troglodytes ENSPTRG00000009882
pan_paniscus ENSPPAG00000031163
gorilla_gorilla ENSGGOG00000008528
homo_sapiens ENSG00000101624
pongo_abelii ENSPPYG00000008985
nomascus_leucogenys ENSNLEG00000009033
rhinopithecus_roxellana ENSRROG00000023705
rhinopithecus_bieti ENSRBIG00000032696
piliocolobus_tephrosceles ENSPTEG00000028945
colobus_angolensis_palliatus ENSCANG00000024652
mandrillus_leucophaeus ENSMLEG00000018531
cercocebus_atys ENSCATG00000003650
papio_anubis ENSPANG00000022968
theropithecus_gelada ENSTGEG00000008938
chlorocebus_sabaeus ENSCSAG00000017500
macaca_nemestrina ENSMNEG00000028570
macaca_fascicularis ENSMFAG00000045482
callithrix_jacchus ENSCJAG00000005028
saimiri_boliviensis_boliviensis ENSSBOG00000021036
cebus_capucinus_imitator ENSCCAG00000019889
aotus_nancymaae ENSANAG00000034689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012294
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004772
fukomys_damarensis ENSFDAG00000018040
cavia_porcellus ENSCPOG00000006979
cavia_aperea ENSCAPG00000006811
chinchilla_lanigera ENSCLAG00000010043
octodon_degus ENSODEG00000000322
jaculus_jaculus ENSJJAG00000021669
oryctolagus_cuniculus ENSOCUG00000005079
ochotona_princeps ENSOPRG00000007912
cricetulus_griseus_crigri-picr ENSCGRG00015017267
cricetulus_griseus_crigri_1.0 ENSCGRG00000017694
mesocricetus_auratus ENSMAUG00000011313
microtus_ochrogaster ENSMOCG00000000923
peromyscus_maniculatus_bairdii ENSPEMG00000020747
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023283
mus_spicilegus ENSMSIG00000020049
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073542
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022371
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019100
rattus_norvegicus ENSRNOG00000021918
dipodomys_ordii ENSDORG00000010460
