ciona_intestinalis ENSCING00000015867
ciona_savignyi ENSCSAVG00000004343
apteryx_haastii ENSAHAG00000006069
apteryx_owenii ENSAOWG00000017662
apteryx_rowi ENSARWG00000005185
dromaius_novaehollandiae ENSDNVG00000006717
nothoprocta_perdicaria ENSNPEG00000001566
calidris_pygmaea ENSCPGG00000018571
calidris_pugnax ENSCPUG00000006410
melopsittacus_undulatus ENSMUNG00000010077
taeniopygia_guttata ENSTGUG00000004266
taeniopygia_guttata ENSTGUG00000014960
lonchura_striata_domestica ENSLSDG00000011704
serinus_canaria ENSSCAG00000005922
parus_major ENSPMJG00000018953
cyanistes_caeruleus ENSCCEG00000003825
ficedula_albicollis ENSFALG00000009775
junco_hyemalis ENSJHYG00000014263
zonotrichia_albicollis ENSZALG00000010551
lepidothrix_coronata ENSLCOG00000006276
manacus_vitellinus ENSMVIG00005009819
anser_brachyrhynchus ENSABRG00000010352
anas_platyrhynchos_platyrhynchos ENSAPLG00000015794
meleagris_gallopavo ENSMGAG00000003183
coturnix_japonica ENSCJPG00005009319
gallus_gallus ENSGALG00000032280
numida_meleagris ENSNMEG00000014587
crocodylus_porosus ENSCPRG00005006247
gopherus_agassizii ENSGAGG00000013434
chelonoidis_abingdonii ENSCABG00000011290
chrysemys_picta_bellii ENSCPBG00000027744
pelodiscus_sinensis ENSPSIG00000006546
sphenodon_punctatus ENSSPUG00000010536
pogona_vitticeps ENSPVIG00000023351
anolis_carolinensis ENSACAG00000015448
notechis_scutatus ENSNSUG00000008137
salvator_merianae ENSSMRG00000017576
ursus_maritimus ENSUMAG00000013246
ursus_americanus ENSUAMG00000012176
ailuropoda_melanoleuca ENSAMEG00000006054
neovison_vison ENSNVIG00000019029
mustela_putorius_furo ENSMPUG00000011090
canis_lupus_dingo ENSCAFG00020016511
canis_lupus_familiaris ENSCAFG00000015552
vulpes_vulpes ENSVVUG00000027428
panthera_pardus ENSPPRG00000011767
panthera_tigris_altaica ENSPTIG00000014063
felis_catus ENSFCAG00000025780
oryctolagus_cuniculus ENSOCUG00000004787
ochotona_princeps ENSOPRG00000013112
pan_paniscus ENSPPAG00000029496
pan_troglodytes ENSPTRG00000008629
homo_sapiens ENSG00000108559
gorilla_gorilla ENSGGOG00000002734
pongo_abelii ENSPPYG00000007867
nomascus_leucogenys ENSNLEG00000009043
rhinopithecus_bieti ENSRBIG00000043260
rhinopithecus_roxellana ENSRROG00000043571
piliocolobus_tephrosceles ENSPTEG00000020389
colobus_angolensis_palliatus ENSCANG00000035064
theropithecus_gelada ENSTGEG00000020498
papio_anubis ENSPANG00000024295
macaca_fascicularis ENSMFAG00000036967
macaca_mulatta ENSMMUG00000010467
macaca_nemestrina ENSMNEG00000040349
mandrillus_leucophaeus ENSMLEG00000040540
cercocebus_atys ENSCATG00000035026
chlorocebus_sabaeus ENSCSAG00000012818
saimiri_boliviensis_boliviensis ENSSBOG00000032719
cebus_capucinus_imitator ENSCCAG00000025459
callithrix_jacchus ENSCJAG00000011424
aotus_nancymaae ENSANAG00000032703
carlito_syrichta ENSTSYG00000005391
microcebus_murinus ENSMICG00000012678
propithecus_coquereli ENSPCOG00000014919
prolemur_simus ENSPSMG00000020024
otolemur_garnettii ENSOGAG00000001608
tupaia_belangeri ENSTBEG00000006037
chinchilla_lanigera ENSCLAG00000012899
octodon_degus ENSODEG00000017074
cavia_porcellus ENSCPOG00000003668
cavia_aperea ENSCAPG00000007885
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005819
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000868
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019166
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001648
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017212
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012891
fukomys_damarensis ENSFDAG00000020992
spermophilus_dauricus ENSSDAG00000003131
urocitellus_parryii ENSUPAG00010019368
ictidomys_tridecemlineatus ENSSTOG00000003253
marmota_marmota_marmota ENSMMMG00000018531
castor_canadensis ENSCCNG00000001004
dipodomys_ordii ENSDORG00000007462
cricetulus_griseus_crigri-picr ENSCGRG00015003438
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012336
cricetulus_griseus_crigri_1.0 ENSCGRG00000009377
mesocricetus_auratus ENSMAUG00000021416
peromyscus_maniculatus_bairdii ENSPEMG00000011563
microtus_ochrogaster ENSMOCG00000003415
mus_spicilegus ENSMSIG00000024246
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040667
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017490
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016654
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017785
rattus_norvegicus ENSRNOG00000006126
meriones_unguiculatus ENSMUGG00000006650
nannospalax_galili ENSNGAG00000011975
jaculus_jaculus ENSJJAG00000021285
bos_mutus ENSBMUG00000005873
bos_taurus ENSBTAG00000011507
bison_bison_bison ENSBBBG00000008743
ovis_aries ENSOARG00000003688
capra_hircus ENSCHIG00000023339
capra_hircus ENSCHIG00000007985
tursiops_truncatus ENSTTRG00000014740
sus_scrofa ENSSSCG00000033706
vicugna_pacos ENSVPAG00000012524
equus_asinus_asinus ENSEASG00005015366
equus_caballus ENSECAG00000012800
pteropus_vampyrus ENSPVAG00000002460
myotis_lucifugus ENSMLUG00000014421
erinaceus_europaeus ENSEEUG00000007102
sorex_araneus ENSSARG00000009746
dasypus_novemcinctus ENSDNOG00000008839
choloepus_hoffmanni ENSCHOG00000008678
loxodonta_africana ENSLAFG00000023359
procavia_capensis ENSPCAG00000005979
notamacropus_eugenii ENSMEUG00000013092
phascolarctos_cinereus ENSPCIG00000020147
sarcophilus_harrisii ENSSHAG00000001521
ornithorhynchus_anatinus ENSOANG00000031876
xenopus_tropicalis ENSXETG00000021359
latimeria_chalumnae ENSLACG00000018231
mola_mola ENSMMOG00000001880
takifugu_rubripes ENSTRUG00000024530
periophthalmus_magnuspinnatus ENSPMGG00000016028
oryzias_latipes_asm223471v1 ENSORLG00020017029
oryzias_latipes_asm223467v1 ENSORLG00000002248
oryzias_latipes_asm223469v1 ENSORLG00015005704
oryzias_melastigma ENSOMEG00000001265
amphiprion_ocellaris ENSAOCG00000006396
amphiprion_percula ENSAPEG00000013914
acanthochromis_polyacanthus ENSAPOG00000012689
stegastes_partitus ENSSPAG00000018157
