loxodonta_africana ENSLAFG00000017884
procavia_capensis ENSPCAG00000000071
echinops_telfairi ENSETEG00000019233
dasypus_novemcinctus ENSDNOG00000034616
vicugna_pacos ENSVPAG00000002048
sus_scrofa ENSSSCG00000034774
capra_hircus ENSCHIG00000013310
ovis_aries ENSOARG00000004040
bos_taurus ENSBTAG00000009046
bos_mutus ENSBMUG00000026304
bison_bison_bison ENSBBBG00000017619
tursiops_truncatus ENSTTRG00000005534
erinaceus_europaeus ENSEEUG00000012843
myotis_lucifugus ENSMLUG00000011244
equus_caballus ENSECAG00000022374
equus_asinus_asinus ENSEASG00005014665
pteropus_vampyrus ENSPVAG00000010556
ursus_americanus ENSUAMG00000024153
ursus_maritimus ENSUMAG00000011037
ailuropoda_melanoleuca ENSAMEG00000015253
mustela_putorius_furo ENSMPUG00000012586
neovison_vison ENSNVIG00000000662
canis_lupus_dingo ENSCAFG00020017660
canis_lupus_familiaris ENSCAFG00000017092
vulpes_vulpes ENSVVUG00000026010
panthera_pardus ENSPPRG00000002637
panthera_tigris_altaica ENSPTIG00000007485
felis_catus ENSFCAG00000014172
pan_paniscus ENSPPAG00000028657
pan_troglodytes ENSPTRG00000007985
gorilla_gorilla ENSGGOG00000012924
homo_sapiens ENSG00000149922
pongo_abelii ENSPPYG00000007242
nomascus_leucogenys ENSNLEG00000002044
rhinopithecus_bieti ENSRBIG00000038819
piliocolobus_tephrosceles ENSPTEG00000024104
rhinopithecus_roxellana ENSRROG00000031276
colobus_angolensis_palliatus ENSCANG00000040550
cercocebus_atys ENSCATG00000002220
papio_anubis ENSPANG00000000556
theropithecus_gelada ENSTGEG00000014350
macaca_fascicularis ENSMFAG00000001085
macaca_nemestrina ENSMNEG00000045471
macaca_mulatta ENSMMUG00000000981
chlorocebus_sabaeus ENSCSAG00000006175
mandrillus_leucophaeus ENSMLEG00000034289
saimiri_boliviensis_boliviensis ENSSBOG00000028392
cebus_capucinus_imitator ENSCCAG00000026338
callithrix_jacchus ENSCJAG00000035904
aotus_nancymaae ENSANAG00000021181
carlito_syrichta ENSTSYG00000030769
propithecus_coquereli ENSPCOG00000026028
microcebus_murinus ENSMICG00000009134
