sarcophilus_harrisii ENSSHAG00000017355
monodelphis_domestica ENSMODG00000006791
notamacropus_eugenii ENSMEUG00000007321
ornithorhynchus_anatinus ENSOANG00000031692
ornithorhynchus_anatinus ENSOANG00000028549
ornithorhynchus_anatinus ENSOANG00000002344
ornithorhynchus_anatinus ENSOANG00000030683
xiphophorus_couchianus ENSXCOG00000000182
xiphophorus_couchianus ENSXCOG00000000172
poecilia_reticulata ENSPREG00000018462
scophthalmus_maximus ENSSMAG00000006541
mola_mola ENSMMOG00000007804
ictalurus_punctatus ENSIPUG00000015078
xenopus_tropicalis ENSXETG00000018272
takifugu_rubripes ENSTRUG00000014925
tetraodon_nigroviridis ENSTNIG00000018794
oryzias_latipes_asm223471v1 ENSORLG00020007649
oryzias_latipes_asm223469v1 ENSORLG00015009386
oryzias_latipes_asm223467v1 ENSORLG00000019694
oryzias_melastigma ENSOMEG00000019766
cynoglossus_semilaevis ENSCSEG00000010918
seriola_dumerili ENSSDUG00000017868
seriola_lalandi_dorsalis ENSSLDG00000021395
anabas_testudineus ENSATEG00000016726
fundulus_heteroclitus ENSFHEG00000010073
cyprinodon_variegatus ENSCVAG00000000628
gambusia_affinis ENSGAFG00000014505
xiphophorus_maculatus ENSXMAG00000009782
poecilia_mexicana ENSPMEG00000005292
poecilia_formosa ENSPFOG00000009345
poecilia_latipinna ENSPLAG00000021180
kryptolebias_marmoratus ENSKMAG00000021189
maylandia_zebra ENSMZEG00005015041
astatotilapia_calliptera ENSACLG00000009449
pundamilia_nyererei ENSPNYG00000019728
haplochromis_burtoni ENSHBUG00000015356
neolamprologus_brichardi ENSNBRG00000009698
oreochromis_niloticus ENSONIG00000007889
amphilophus_citrinellus ENSACIG00000017912
amphiprion_percula ENSAPEG00000000171
amphiprion_ocellaris ENSAOCG00000016353
acanthochromis_polyacanthus ENSAPOG00000009407
hippocampus_comes ENSHCOG00000007493
gasterosteus_aculeatus ENSGACG00000017343
periophthalmus_magnuspinnatus ENSPMGG00000016083
gadus_morhua ENSGMOG00000011350
esox_lucius ENSELUG00000018933
labrus_bergylta ENSLBEG00000025461
pygocentrus_nattereri ENSPNAG00000005639
astyanax_mexicanus ENSAMXG00000021582
ictalurus_punctatus ENSIPUG00000015313
danio_rerio ENSDARG00000068460
paramormyrops_kingsleyae ENSPKIG00000002227
scleropages_formosus ENSSFOG00015001466
lepisosteus_oculatus ENSLOCG00000002110
scleropages_formosus ENSSFOG00015001448
latimeria_chalumnae ENSLACG00000015455
anser_brachyrhynchus ENSABRG00000017284
anas_platyrhynchos_platyrhynchos ENSAPLG00000008072
gallus_gallus ENSGALG00000048626
gallus_gallus ENSGALG00000049578
meleagris_gallopavo ENSMGAG00000007138
meleagris_gallopavo ENSMGAG00000017195
coturnix_japonica ENSCJPG00005010752
numida_meleagris ENSNMEG00000010623
lepidothrix_coronata ENSLCOG00000013921
manacus_vitellinus ENSMVIG00005011069
lonchura_striata_domestica ENSLSDG00000007603
taeniopygia_guttata ENSTGUG00000008789
