homo_sapiens ENSG00000142065
gorilla_gorilla ENSGGOG00000013664
pan_paniscus ENSPPAG00000040129
pongo_abelii ENSPPYG00000010535
nomascus_leucogenys ENSNLEG00000032209
macaca_fascicularis ENSMFAG00000037861
macaca_mulatta ENSMMUG00000021686
macaca_nemestrina ENSMNEG00000025988
mandrillus_leucophaeus ENSMLEG00000031566
cercocebus_atys ENSCATG00000033008
papio_anubis ENSPANG00000030210
chlorocebus_sabaeus ENSCSAG00000004219
theropithecus_gelada ENSTGEG00000007753
rhinopithecus_roxellana ENSRROG00000036133
rhinopithecus_bieti ENSRBIG00000037711
piliocolobus_tephrosceles ENSPTEG00000017540
colobus_angolensis_palliatus ENSCANG00000030950
saimiri_boliviensis_boliviensis ENSSBOG00000014225
callithrix_jacchus ENSCJAG00000033866
cebus_capucinus_imitator ENSCCAG00000036925
aotus_nancymaae ENSANAG00000029036
carlito_syrichta ENSTSYG00000036529
prolemur_simus ENSPSMG00000001845
microcebus_murinus ENSMICG00000006316
propithecus_coquereli ENSPCOG00000017298
otolemur_garnettii ENSOGAG00000008384
tupaia_belangeri ENSTBEG00000010678
dipodomys_ordii ENSDORG00000013008
castor_canadensis ENSCCNG00000030652
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015391
cricetulus_griseus_crigri_1.0 ENSCGRG00000000503
cricetulus_griseus_crigri-picr ENSCGRG00015011317
mesocricetus_auratus ENSMAUG00000003104
peromyscus_maniculatus_bairdii ENSPEMG00000018916
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030592
mus_spicilegus ENSMSIG00000003934
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053985
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029496
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012730
rattus_norvegicus ENSRNOG00000030932
rattus_norvegicus ENSRNOG00000047379
nannospalax_galili ENSNGAG00000014558
jaculus_jaculus ENSJJAG00000001077
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000875
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015653
fukomys_damarensis ENSFDAG00000019186
cavia_porcellus ENSCPOG00000033217
cavia_aperea ENSCAPG00000014023
chinchilla_lanigera ENSCLAG00000013580
octodon_degus ENSODEG00000000143
octodon_degus ENSODEG00000015079
marmota_marmota_marmota ENSMMMG00000004449
marmota_marmota_marmota ENSMMMG00000004453
ictidomys_tridecemlineatus ENSSTOG00000020595
spermophilus_dauricus ENSSDAG00000005506
oryctolagus_cuniculus ENSOCUG00000017838
ochotona_princeps ENSOPRG00000015315
pan_troglodytes ENSPTRG00000050339
callithrix_jacchus ENSCJAG00000038516
urocitellus_parryii ENSUPAG00010019378
urocitellus_parryii ENSUPAG00010019374
meriones_unguiculatus ENSMUGG00000012135
neovison_vison ENSNVIG00000015894
canis_lupus_dingo ENSCAFG00020018079
equus_caballus ENSECAG00000021751
equus_asinus_asinus ENSEASG00005002301
pteropus_vampyrus ENSPVAG00000003062
capra_hircus ENSCHIG00000021469
ovis_aries ENSOARG00000005340
bos_taurus ENSBTAG00000053679
bos_mutus ENSBMUG00000019149
bison_bison_bison ENSBBBG00000022024
tursiops_truncatus ENSTTRG00000013703
vicugna_pacos ENSVPAG00000008943
sus_scrofa ENSSSCG00000032673
ursus_americanus ENSUAMG00000018950
ursus_maritimus ENSUMAG00000020880
ailuropoda_melanoleuca ENSAMEG00000003587
mustela_putorius_furo ENSMPUG00000005539
canis_lupus_familiaris ENSCAFG00000029949
canis_lupus_dingo ENSCAFG00020018077
vulpes_vulpes ENSVVUG00000013547
panthera_pardus ENSPPRG00000024246
panthera_tigris_altaica ENSPTIG00000006305
felis_catus ENSFCAG00000039975
sorex_araneus ENSSARG00000003380
erinaceus_europaeus ENSEEUG00000012396
loxodonta_africana ENSLAFG00000013621
echinops_telfairi ENSETEG00000007463
choloepus_hoffmanni ENSCHOG00000002471
dasypus_novemcinctus ENSDNOG00000005338
