equus_caballus ENSECAG00000032072
equus_asinus_asinus ENSEASG00005004154
panthera_pardus ENSPPRG00000014502
pan_troglodytes ENSPTRG00000043674
nomascus_leucogenys ENSNLEG00000029633
piliocolobus_tephrosceles ENSPTEG00000008348
rhinopithecus_roxellana ENSRROG00000014074
macaca_nemestrina ENSMNEG00000011383
macaca_fascicularis ENSMFAG00000022366
macaca_mulatta ENSMMUG00000041331
mandrillus_leucophaeus ENSMLEG00000016267
sus_scrofa ENSSSCG00000032295
cricetulus_griseus_crigri-picr ENSCGRG00015021540
peromyscus_maniculatus_bairdii ENSPEMG00000029888
anser_brachyrhynchus ENSABRG00000003752
anas_platyrhynchos_platyrhynchos ENSAPLG00000016671
gallus_gallus ENSGALG00000047589
cyanistes_caeruleus ENSCCEG00000020986
calidris_pugnax ENSCPUG00000013717
crocodylus_porosus ENSCPRG00005001798
paramormyrops_kingsleyae ENSPKIG00000021516
