myotis_lucifugus ENSMLUG00000003112
pteropus_vampyrus ENSPVAG00000008860
tursiops_truncatus ENSTTRG00000015947
sus_scrofa ENSSSCG00000009425
vicugna_pacos ENSVPAG00000005261
ovis_aries ENSOARG00000007534
capra_hircus ENSCHIG00000023585
bos_mutus ENSBMUG00000007815
bos_taurus ENSBTAG00000016691
bison_bison_bison ENSBBBG00000023676
ursus_americanus ENSUAMG00000001363
ursus_maritimus ENSUMAG00000016088
ailuropoda_melanoleuca ENSAMEG00000012983
neovison_vison ENSNVIG00000000984
mustela_putorius_furo ENSMPUG00000001681
canis_lupus_familiaris ENSCAFG00000004602
canis_lupus_dingo ENSCAFG00020018765
vulpes_vulpes ENSVVUG00000028475
panthera_pardus ENSPPRG00000014453
panthera_tigris_altaica ENSPTIG00000016230
felis_catus ENSFCAG00000043479
erinaceus_europaeus ENSEEUG00000004751
sorex_araneus ENSSARG00000001831
equus_asinus_asinus ENSEASG00005017025
equus_caballus ENSECAG00000018885
chinchilla_lanigera ENSCLAG00000001645
octodon_degus ENSODEG00000005776
cavia_porcellus ENSCPOG00000011253
cavia_aperea ENSCAPG00000018028
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001314
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019316
fukomys_damarensis ENSFDAG00000010703
castor_canadensis ENSCCNG00000004001
marmota_marmota_marmota ENSMMMG00000023463
spermophilus_dauricus ENSSDAG00000008204
ictidomys_tridecemlineatus ENSSTOG00000011506
urocitellus_parryii ENSUPAG00010003997
nannospalax_galili ENSNGAG00000023659
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020421
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019525
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044350
mus_spicilegus ENSMSIG00000021816
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030543
rattus_norvegicus ENSRNOG00000022094
meriones_unguiculatus ENSMUGG00000004451
cricetulus_griseus_crigri_1.0 ENSCGRG00000005217
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020034
cricetulus_griseus_crigri-picr ENSCGRG00015002835
mesocricetus_auratus ENSMAUG00000018912
microtus_ochrogaster ENSMOCG00000011112
peromyscus_maniculatus_bairdii ENSPEMG00000011166
jaculus_jaculus ENSJJAG00000021351
dipodomys_ordii ENSDORG00000015240
oryctolagus_cuniculus ENSOCUG00000016531
ochotona_princeps ENSOPRG00000013275
pan_paniscus ENSPPAG00000034545
pan_troglodytes ENSPTRG00000005834
homo_sapiens ENSG00000281883
homo_sapiens ENSG00000179630
gorilla_gorilla ENSGGOG00000008935
pongo_abelii ENSPPYG00000005327
nomascus_leucogenys ENSNLEG00000001935
macaca_nemestrina ENSMNEG00000045105
macaca_fascicularis ENSMFAG00000032425
macaca_mulatta ENSMMUG00000011308
cercocebus_atys ENSCATG00000038160
papio_anubis ENSPANG00000009474
theropithecus_gelada ENSTGEG00000001729
mandrillus_leucophaeus ENSMLEG00000035433
chlorocebus_sabaeus ENSCSAG00000017785
colobus_angolensis_palliatus ENSCANG00000016014
piliocolobus_tephrosceles ENSPTEG00000027048
rhinopithecus_bieti ENSRBIG00000042070
rhinopithecus_roxellana ENSRROG00000039830
cebus_capucinus_imitator ENSCCAG00000036612
saimiri_boliviensis_boliviensis ENSSBOG00000032664
callithrix_jacchus ENSCJAG00000017549
aotus_nancymaae ENSANAG00000023681
carlito_syrichta ENSTSYG00000001366
prolemur_simus ENSPSMG00000006587
propithecus_coquereli ENSPCOG00000006882
microcebus_murinus ENSMICG00000030834
otolemur_garnettii ENSOGAG00000011707
tupaia_belangeri ENSTBEG00000002790
loxodonta_africana ENSLAFG00000016028
procavia_capensis ENSPCAG00000002648
echinops_telfairi ENSETEG00000008509
choloepus_hoffmanni ENSCHOG00000010571
dasypus_novemcinctus ENSDNOG00000001688
phascolarctos_cinereus ENSPCIG00000015015
notamacropus_eugenii ENSMEUG00000011410
sarcophilus_harrisii ENSSHAG00000015643
monodelphis_domestica ENSMODG00000014893
ornithorhynchus_anatinus ENSOANG00000015595
anser_brachyrhynchus ENSABRG00000004118
anas_platyrhynchos_platyrhynchos ENSAPLG00000005165
meleagris_gallopavo ENSMGAG00000017353
meleagris_gallopavo ENSMGAG00000014983
gallus_gallus ENSGALG00000016969
coturnix_japonica ENSCJPG00005019718
numida_meleagris ENSNMEG00000006839
lonchura_striata_domestica ENSLSDG00000013508
taeniopygia_guttata ENSTGUG00000012353
serinus_canaria ENSSCAG00000013774
zonotrichia_albicollis ENSZALG00000000435
junco_hyemalis ENSJHYG00000016508
ficedula_albicollis ENSFALG00000008143
cyanistes_caeruleus ENSCCEG00000009404
parus_major ENSPMJG00000014889
lepidothrix_coronata ENSLCOG00000006751
manacus_vitellinus ENSMVIG00005007376
melopsittacus_undulatus ENSMUNG00000013047
calidris_pygmaea ENSCPGG00000007314
calidris_pugnax ENSCPUG00000012847
apteryx_haastii ENSAHAG00000006491
apteryx_owenii ENSAOWG00000012476
apteryx_rowi ENSARWG00000016380
dromaius_novaehollandiae ENSDNVG00000013218
nothoprocta_perdicaria ENSNPEG00000006668
crocodylus_porosus ENSCPRG00005001487
chelonoidis_abingdonii ENSCABG00000019582
gopherus_agassizii ENSGAGG00000001005
chrysemys_picta_bellii ENSCPBG00000008044
pelodiscus_sinensis ENSPSIG00000007488
anolis_carolinensis ENSACAG00000006411
pogona_vitticeps ENSPVIG00000008375
notechis_scutatus ENSNSUG00000008452
salvator_merianae ENSSMRG00000022802
sphenodon_punctatus ENSSPUG00000016033
xenopus_tropicalis ENSXETG00000014775
latimeria_chalumnae ENSLACG00000007803
pygocentrus_nattereri ENSPNAG00000017199
astyanax_mexicanus ENSAMXG00000017971
ictalurus_punctatus ENSIPUG00000022265
danio_rerio ENSDARG00000076914
tetraodon_nigroviridis ENSTNIG00000019385
takifugu_rubripes ENSTRUG00000000109
mola_mola ENSMMOG00000019090
gasterosteus_aculeatus ENSGACG00000000269
labrus_bergylta ENSLBEG00000023985
amphiprion_percula ENSAPEG00000019053
amphiprion_ocellaris ENSAOCG00000004935
