calidris_pygmaea ENSCPGG00000018518
calidris_pugnax ENSCPUG00000011025
melopsittacus_undulatus ENSMUNG00000016411
lepidothrix_coronata ENSLCOG00000012529
manacus_vitellinus ENSMVIG00005013806
cyanistes_caeruleus ENSCCEG00000004057
parus_major ENSPMJG00000013707
ficedula_albicollis ENSFALG00000002781
serinus_canaria ENSSCAG00000008520
taeniopygia_guttata ENSTGUG00000008090
lonchura_striata_domestica ENSLSDG00000004622
junco_hyemalis ENSJHYG00000006456
zonotrichia_albicollis ENSZALG00000004657
anas_platyrhynchos_platyrhynchos ENSAPLG00000007421
anser_brachyrhynchus ENSABRG00000002750
coturnix_japonica ENSCJPG00005015229
meleagris_gallopavo ENSMGAG00000008572
gallus_gallus ENSGALG00000000657
numida_meleagris ENSNMEG00000005448
apteryx_owenii ENSAOWG00000000586
apteryx_haastii ENSAHAG00000012339
apteryx_rowi ENSARWG00000008386
dromaius_novaehollandiae ENSDNVG00000004534
nothoprocta_perdicaria ENSNPEG00000005263
crocodylus_porosus ENSCPRG00005008469
gopherus_agassizii ENSGAGG00000000272
chelonoidis_abingdonii ENSCABG00000012885
chrysemys_picta_bellii ENSCPBG00000027045
pelodiscus_sinensis ENSPSIG00000011530
sphenodon_punctatus ENSSPUG00000005832
phascolarctos_cinereus ENSPCIG00000012775
notamacropus_eugenii ENSMEUG00000003773
sarcophilus_harrisii ENSSHAG00000013733
monodelphis_domestica ENSMODG00000002766
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011697
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010709
fukomys_damarensis ENSFDAG00000004766
cavia_aperea ENSCAPG00000003759
cavia_porcellus ENSCPOG00000003717
chinchilla_lanigera ENSCLAG00000004753
octodon_degus ENSODEG00000001782
octodon_degus ENSODEG00000016696
ictidomys_tridecemlineatus ENSSTOG00000012882
urocitellus_parryii ENSUPAG00010023744
marmota_marmota_marmota ENSMMMG00000014178
castor_canadensis ENSCCNG00000030917
dipodomys_ordii ENSDORG00000011208
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014210
cricetulus_griseus_crigri_1.0 ENSCGRG00000002549
cricetulus_griseus_crigri-picr ENSCGRG00015009405
mesocricetus_auratus ENSMAUG00000000745
peromyscus_maniculatus_bairdii ENSPEMG00000010036
microtus_ochrogaster ENSMOCG00000009801
