gallus_gallus ENSGALG00000011609
calidris_pygmaea ENSCPGG00000008654
ornithorhynchus_anatinus ENSOANG00000007398
poecilia_mexicana ENSPMEG00000017152
poecilia_latipinna ENSPLAG00000020961
amphiprion_ocellaris ENSAOCG00000014007
tetraodon_nigroviridis ENSTNIG00000010453
ailuropoda_melanoleuca ENSAMEG00000002716
loxodonta_africana ENSLAFG00000027707
ornithorhynchus_anatinus ENSOANG00000014571
latimeria_chalumnae ENSLACG00000009924
poecilia_reticulata ENSPREG00000022592
poecilia_latipinna ENSPLAG00000019592
neolamprologus_brichardi ENSNBRG00000010937
amphiprion_ocellaris ENSAOCG00000001753
acanthochromis_polyacanthus ENSAPOG00000003111
tetraodon_nigroviridis ENSTNIG00000012661
fundulus_heteroclitus ENSFHEG00000008379
poecilia_formosa ENSPFOG00000022730
amphiprion_ocellaris ENSAOCG00000001630
tetraodon_nigroviridis ENSTNIG00000008361
periophthalmus_magnuspinnatus ENSPMGG00000015737
astyanax_mexicanus ENSAMXG00000005431
drosophila_melanogaster FBgn0264711
