takifugu_rubripes ENSTRUG00000020633
tetraodon_nigroviridis ENSTNIG00000011457
gasterosteus_aculeatus ENSGACG00000013548
xiphophorus_maculatus ENSXMAG00000004014
gambusia_affinis ENSGAFG00000011844
poecilia_latipinna ENSPLAG00000020989
poecilia_reticulata ENSPREG00000015586
poecilia_mexicana ENSPMEG00000021947
poecilia_formosa ENSPFOG00000006655
cyprinodon_variegatus ENSCVAG00000012806
fundulus_heteroclitus ENSFHEG00000004891
kryptolebias_marmoratus ENSKMAG00000006854
cynoglossus_semilaevis ENSCSEG00000013400
cynoglossus_semilaevis ENSCSEG00000010539
amphiprion_percula ENSAPEG00000001130
amphiprion_ocellaris ENSAOCG00000005934
acanthochromis_polyacanthus ENSAPOG00000007363
stegastes_partitus ENSSPAG00000008400
maylandia_zebra ENSMZEG00005002918
astatotilapia_calliptera ENSACLG00000000807
pundamilia_nyererei ENSPNYG00000007156
haplochromis_burtoni ENSHBUG00000001416
oreochromis_niloticus ENSONIG00000015990
neolamprologus_brichardi ENSNBRG00000011200
amphilophus_citrinellus ENSACIG00000011137
anabas_testudineus ENSATEG00000013281
labrus_bergylta ENSLBEG00000001618
seriola_dumerili ENSSDUG00000004950
seriola_lalandi_dorsalis ENSSLDG00000013395
scophthalmus_maximus ENSSMAG00000000660
oryzias_latipes_asm223469v1 ENSORLG00015010042
oryzias_latipes_asm223467v1 ENSORLG00000028885
oryzias_latipes_asm223471v1 ENSORLG00020020124
oryzias_melastigma ENSOMEG00000022306
mola_mola ENSMMOG00000012854
monopterus_albus ENSMALG00000003479
mastacembelus_armatus ENSMAMG00000020222
hippocampus_comes ENSHCOG00000006056
periophthalmus_magnuspinnatus ENSPMGG00000007380
gadus_morhua ENSGMOG00000017688
esox_lucius ENSELUG00000023972
astyanax_mexicanus ENSAMXG00000039865
pygocentrus_nattereri ENSPNAG00000000389
ictalurus_punctatus ENSIPUG00000024622
danio_rerio ENSDARG00000058425
pygocentrus_nattereri ENSPNAG00000014046
astyanax_mexicanus ENSAMXG00000040604
ictalurus_punctatus ENSIPUG00000011489
scleropages_formosus ENSSFOG00015014744
scleropages_formosus ENSSFOG00015006076
paramormyrops_kingsleyae ENSPKIG00000025079
lepisosteus_oculatus ENSLOCG00000001637
paramormyrops_kingsleyae ENSPKIG00000016213
anolis_carolinensis ENSACAG00000003643
pogona_vitticeps ENSPVIG00000017313
notechis_scutatus ENSNSUG00000019688
salvator_merianae ENSSMRG00000018066
gopherus_agassizii ENSGAGG00000017207
chrysemys_picta_bellii ENSCPBG00000012631
chelonoidis_abingdonii ENSCABG00000013980
pelodiscus_sinensis ENSPSIG00000017335
pelodiscus_sinensis ENSPSIG00000006286
crocodylus_porosus ENSCPRG00005005615
coturnix_japonica ENSCJPG00005014309
gallus_gallus ENSGALG00000007308
numida_meleagris ENSNMEG00000022614
anser_brachyrhynchus ENSABRG00000017725
junco_hyemalis ENSJHYG00000012438
taeniopygia_guttata ENSTGUG00000009359
lepidothrix_coronata ENSLCOG00000015320
calidris_pygmaea ENSCPGG00000019174
meleagris_gallopavo ENSMGAG00000008922
anas_platyrhynchos_platyrhynchos ENSAPLG00000029700
cyanistes_caeruleus ENSCCEG00000021595
parus_major ENSPMJG00000017351
ficedula_albicollis ENSFALG00000007652
