meleagris_gallopavo ENSMGAG00000017127
junco_hyemalis ENSJHYG00000002588
nothoprocta_perdicaria ENSNPEG00000013913
salvator_merianae ENSSMRG00000003414
notechis_scutatus ENSNSUG00000018240
cricetulus_griseus_crigri-picr ENSCGRG00015002420
cricetulus_griseus_crigri_1.0 ENSCGRG00000008414
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020670
microtus_ochrogaster ENSMOCG00000000425
cricetulus_griseus_crigri_1.0 ENSCGRG00000014615
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009656
cricetulus_griseus_crigri-picr ENSCGRG00015019172
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034597
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034596
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000089996
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000072955
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000089768
mus_spicilegus ENSMSIG00000007840
rattus_norvegicus ENSRNOG00000037661
ochotona_princeps ENSOPRG00000000131
prolemur_simus ENSPSMG00000021278
equus_caballus ENSECAG00000038071
equus_asinus_asinus ENSEASG00005002979
erinaceus_europaeus ENSEEUG00000010457
erinaceus_europaeus ENSEEUG00000013402
erinaceus_europaeus ENSEEUG00000015071
pteropus_vampyrus ENSPVAG00000010523
canis_lupus_familiaris ENSCAFG00000031113
tursiops_truncatus ENSTTRG00000013666
macaca_mulatta ENSMMUG00000015878
papio_anubis ENSPANG00000034252
aotus_nancymaae ENSANAG00000025935
propithecus_coquereli ENSPCOG00000020990
nomascus_leucogenys ENSNLEG00000013624
panthera_tigris_altaica ENSPTIG00000018445
procavia_capensis ENSPCAG00000007395
paramormyrops_kingsleyae ENSPKIG00000003653
