labrus_bergylta ENSLBEG00000020921
gasterosteus_aculeatus ENSGACG00000003863
mola_mola ENSMMOG00000020062
scophthalmus_maximus ENSSMAG00000017665
cynoglossus_semilaevis ENSCSEG00000009542
seriola_dumerili ENSSDUG00000003624
seriola_lalandi_dorsalis ENSSLDG00000000267
anabas_testudineus ENSATEG00000013144
poecilia_formosa ENSPFOG00000003031
poecilia_mexicana ENSPMEG00000004469
poecilia_reticulata ENSPREG00000001482
xiphophorus_maculatus ENSXMAG00000004342
gambusia_affinis ENSGAFG00000000348
cyprinodon_variegatus ENSCVAG00000016100
fundulus_heteroclitus ENSFHEG00000020861
kryptolebias_marmoratus ENSKMAG00000017916
oryzias_latipes_asm223467v1 ENSORLG00000017849
oryzias_latipes_asm223471v1 ENSORLG00020017242
oryzias_latipes_asm223469v1 ENSORLG00015011527
oryzias_melastigma ENSOMEG00000007151
astatotilapia_calliptera ENSACLG00000005897
maylandia_zebra ENSMZEG00005002363
haplochromis_burtoni ENSHBUG00000022832
pundamilia_nyererei ENSPNYG00000011948
neolamprologus_brichardi ENSNBRG00000008457
oreochromis_niloticus ENSONIG00000016027
amphilophus_citrinellus ENSACIG00000017836
amphiprion_ocellaris ENSAOCG00000013166
amphiprion_percula ENSAPEG00000024230
acanthochromis_polyacanthus ENSAPOG00000001938
stegastes_partitus ENSSPAG00000007649
periophthalmus_magnuspinnatus ENSPMGG00000005063
takifugu_rubripes ENSTRUG00000009477
tetraodon_nigroviridis ENSTNIG00000013954
hippocampus_comes ENSHCOG00000004215
gadus_morhua ENSGMOG00000011422
esox_lucius ENSELUG00000005404
poecilia_reticulata ENSPREG00000021996
paramormyrops_kingsleyae ENSPKIG00000009671
scleropages_formosus ENSSFOG00015020099
astyanax_mexicanus ENSAMXG00000037624
pygocentrus_nattereri ENSPNAG00000013273
ictalurus_punctatus ENSIPUG00000002631
danio_rerio ENSDARG00000053222
esox_lucius ENSELUG00000018654
eptatretus_burgeri ENSEBUG00000015674
xiphophorus_maculatus ENSXMAG00000016891
xiphophorus_couchianus ENSXCOG00000020814
gambusia_affinis ENSGAFG00000015187
poecilia_mexicana ENSPMEG00000006982
poecilia_formosa ENSPFOG00000013252
poecilia_latipinna ENSPLAG00000021554
poecilia_reticulata ENSPREG00000007903
cyprinodon_variegatus ENSCVAG00000009208
kryptolebias_marmoratus ENSKMAG00000004225
oryzias_latipes_asm223467v1 ENSORLG00000003855
oryzias_latipes_asm223471v1 ENSORLG00020015376
oryzias_latipes_asm223469v1 ENSORLG00015008238
cynoglossus_semilaevis ENSCSEG00000015274
hippocampus_comes ENSHCOG00000011254
gadus_morhua ENSGMOG00000010137
esox_lucius ENSELUG00000008439
astyanax_mexicanus ENSAMXG00000038887
xiphophorus_couchianus ENSXCOG00000002924
xiphophorus_maculatus ENSXMAG00000005184
gambusia_affinis ENSGAFG00000020018
poecilia_formosa ENSPFOG00000005399
poecilia_latipinna ENSPLAG00000008635
poecilia_mexicana ENSPMEG00000005863
poecilia_reticulata ENSPREG00000017094
fundulus_heteroclitus ENSFHEG00000014878
oryzias_melastigma ENSOMEG00000016721
pundamilia_nyererei ENSPNYG00000020137
maylandia_zebra ENSMZEG00005007582
haplochromis_burtoni ENSHBUG00000003012
oreochromis_niloticus ENSONIG00000011963
amphilophus_citrinellus ENSACIG00000024446
seriola_lalandi_dorsalis ENSSLDG00000007628
seriola_dumerili ENSSDUG00000018000
mastacembelus_armatus ENSMAMG00000023394
mola_mola ENSMMOG00000009855
takifugu_rubripes ENSTRUG00000022597
hippocampus_comes ENSHCOG00000010254
ictalurus_punctatus ENSIPUG00000018243
kryptolebias_marmoratus ENSKMAG00000011147
poecilia_latipinna ENSPLAG00000008602
pundamilia_nyererei ENSPNYG00000020126
maylandia_zebra ENSMZEG00005007562
neolamprologus_brichardi ENSNBRG00000019477
hippocampus_comes ENSHCOG00000010236
cynoglossus_semilaevis ENSCSEG00000016536
paramormyrops_kingsleyae ENSPKIG00000006003
eptatretus_burgeri ENSEBUG00000005069
eptatretus_burgeri ENSEBUG00000010831
eptatretus_burgeri ENSEBUG00000010366
