lonchura_striata_domestica ENSLSDG00000008632
taeniopygia_guttata ENSTGUG00000006019
serinus_canaria ENSSCAG00000003124
junco_hyemalis ENSJHYG00000007711
zonotrichia_albicollis ENSZALG00000013326
ficedula_albicollis ENSFALG00000006813
cyanistes_caeruleus ENSCCEG00000019831
parus_major ENSPMJG00000015461
lepidothrix_coronata ENSLCOG00000001878
manacus_vitellinus ENSMVIG00005015524
melopsittacus_undulatus ENSMUNG00000008081
calidris_pygmaea ENSCPGG00000012413
calidris_pugnax ENSCPUG00000009801
anser_brachyrhynchus ENSABRG00000000812
anas_platyrhynchos_platyrhynchos ENSAPLG00000011604
meleagris_gallopavo ENSMGAG00000002110
meleagris_gallopavo ENSMGAG00000001645
coturnix_japonica ENSCJPG00005012642
gallus_gallus ENSGALG00000002314
numida_meleagris ENSNMEG00000013950
apteryx_haastii ENSAHAG00000003575
apteryx_owenii ENSAOWG00000017132
apteryx_rowi ENSARWG00000005715
dromaius_novaehollandiae ENSDNVG00000002826
nothoprocta_perdicaria ENSNPEG00000015166
crocodylus_porosus ENSCPRG00005010287
gopherus_agassizii ENSGAGG00000022701
chelonoidis_abingdonii ENSCABG00000017068
chrysemys_picta_bellii ENSCPBG00000007729
pelodiscus_sinensis ENSPSIG00000003557
pogona_vitticeps ENSPVIG00000006779
anolis_carolinensis ENSACAG00000015407
notechis_scutatus ENSNSUG00000012701
salvator_merianae ENSSMRG00000007642
sphenodon_punctatus ENSSPUG00000003564
ornithorhynchus_anatinus ENSOANG00000015152
ornithorhynchus_anatinus ENSOANG00000007464
ornithorhynchus_anatinus ENSOANG00000021768
phascolarctos_cinereus ENSPCIG00000016322
notamacropus_eugenii ENSMEUG00000008598
sarcophilus_harrisii ENSSHAG00000007398
monodelphis_domestica ENSMODG00000001715
capra_hircus ENSCHIG00000000107
ovis_aries ENSOARG00000010505
bos_mutus ENSBMUG00000025410
bos_taurus ENSBTAG00000001231
bison_bison_bison ENSBBBG00000010458
tursiops_truncatus ENSTTRG00000015069
sus_scrofa ENSSSCG00000010348
ursus_americanus ENSUAMG00000007001
ursus_maritimus ENSUMAG00000014204
ailuropoda_melanoleuca ENSAMEG00000009794
neovison_vison ENSNVIG00000004497
mustela_putorius_furo ENSMPUG00000008527
canis_lupus_dingo ENSCAFG00020013821
canis_lupus_familiaris ENSCAFG00000015908
vulpes_vulpes ENSVVUG00000025648
panthera_pardus ENSPPRG00000014914
panthera_tigris_altaica ENSPTIG00000017365
felis_catus ENSFCAG00000001649
pteropus_vampyrus ENSPVAG00000004636
equus_caballus ENSECAG00000009475
equus_asinus_asinus ENSEASG00005019661
sorex_araneus ENSSARG00000010148
papio_anubis ENSPANG00000022602
theropithecus_gelada ENSTGEG00000016210
mandrillus_leucophaeus ENSMLEG00000016503
cercocebus_atys ENSCATG00000029487
macaca_fascicularis ENSMFAG00000001885
macaca_nemestrina ENSMNEG00000032695
macaca_mulatta ENSMMUG00000000658
chlorocebus_sabaeus ENSCSAG00000009566
colobus_angolensis_palliatus ENSCANG00000033350
piliocolobus_tephrosceles ENSPTEG00000001228
rhinopithecus_roxellana ENSRROG00000042213
rhinopithecus_bieti ENSRBIG00000037935
pan_troglodytes ENSPTRG00000002693
pan_paniscus ENSPPAG00000011798
homo_sapiens ENSG00000148600
gorilla_gorilla ENSGGOG00000012764
pongo_abelii ENSPPYG00000002278
nomascus_leucogenys ENSNLEG00000010912
cebus_capucinus_imitator ENSCCAG00000020891
saimiri_boliviensis_boliviensis ENSSBOG00000027706
aotus_nancymaae ENSANAG00000037610
carlito_syrichta ENSTSYG00000006528
propithecus_coquereli ENSPCOG00000017656
microcebus_murinus ENSMICG00000011634
prolemur_simus ENSPSMG00000005341
otolemur_garnettii ENSOGAG00000012125
tupaia_belangeri ENSTBEG00000016578
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012222
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018414
fukomys_damarensis ENSFDAG00000007635
chinchilla_lanigera ENSCLAG00000000482
octodon_degus ENSODEG00000010766
cavia_porcellus ENSCPOG00000005235
cavia_aperea ENSCAPG00000017002
urocitellus_parryii ENSUPAG00010006210
ictidomys_tridecemlineatus ENSSTOG00000010335
spermophilus_dauricus ENSSDAG00000013470
marmota_marmota_marmota ENSMMMG00000011089
mus_spicilegus ENSMSIG00000013719
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020019
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021803
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019133
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030149
rattus_norvegicus ENSRNOG00000013330
meriones_unguiculatus ENSMUGG00000021963
peromyscus_maniculatus_bairdii ENSPEMG00000012705
microtus_ochrogaster ENSMOCG00000014840
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012932
cricetulus_griseus_crigri-picr ENSCGRG00015017776
cricetulus_griseus_crigri_1.0 ENSCGRG00000004374
mesocricetus_auratus ENSMAUG00000003853
nannospalax_galili ENSNGAG00000008468
jaculus_jaculus ENSJJAG00000019113
castor_canadensis ENSCCNG00000007687
dipodomys_ordii ENSDORG00000001114
oryctolagus_cuniculus ENSOCUG00000006105
ochotona_princeps ENSOPRG00000002896
loxodonta_africana ENSLAFG00000014034
procavia_capensis ENSPCAG00000000727
echinops_telfairi ENSETEG00000002810
myotis_lucifugus ENSMLUG00000015917
dasypus_novemcinctus ENSDNOG00000038035
erinaceus_europaeus ENSEEUG00000009528
xenopus_tropicalis ENSXETG00000005632
latimeria_chalumnae ENSLACG00000014137
mola_mola ENSMMOG00000013748
gasterosteus_aculeatus ENSGACG00000002462
labrus_bergylta ENSLBEG00000008573
mastacembelus_armatus ENSMAMG00000019326
monopterus_albus ENSMALG00000002231
anabas_testudineus ENSATEG00000000330
scophthalmus_maximus ENSSMAG00000002468
cynoglossus_semilaevis ENSCSEG00000017405
seriola_lalandi_dorsalis ENSSLDG00000024408
seriola_dumerili ENSSDUG00000019179
xiphophorus_maculatus ENSXMAG00000014849
xiphophorus_couchianus ENSXCOG00000006233
gambusia_affinis ENSGAFG00000004305
poecilia_formosa ENSPFOG00000003276
poecilia_reticulata ENSPREG00000001333
cyprinodon_variegatus ENSCVAG00000007313
fundulus_heteroclitus ENSFHEG00000011996
kryptolebias_marmoratus ENSKMAG00000014173
oryzias_latipes_asm223469v1 ENSORLG00015005745
oryzias_latipes_asm223467v1 ENSORLG00000009394
oryzias_latipes_asm223471v1 ENSORLG00020006514
oryzias_melastigma ENSOMEG00000011565
maylandia_zebra ENSMZEG00005001218
astatotilapia_calliptera ENSACLG00000004438
