astyanax_mexicanus ENSAMXG00000008954
pygocentrus_nattereri ENSPNAG00000018246
ictalurus_punctatus ENSIPUG00000011192
danio_rerio ENSDARG00000076509
esox_lucius ENSELUG00000005928
amphiprion_percula ENSAPEG00000018714
amphiprion_ocellaris ENSAOCG00000007295
acanthochromis_polyacanthus ENSAPOG00000023553
stegastes_partitus ENSSPAG00000013386
oreochromis_niloticus ENSONIG00000017290
astatotilapia_calliptera ENSACLG00000009919
poecilia_mexicana ENSPMEG00000005160
poecilia_formosa ENSPFOG00000008969
poecilia_reticulata ENSPREG00000021862
poecilia_latipinna ENSPLAG00000017210
xiphophorus_couchianus ENSXCOG00000012668
xiphophorus_maculatus ENSXMAG00000014031
gambusia_affinis ENSGAFG00000016932
cyprinodon_variegatus ENSCVAG00000000779
kryptolebias_marmoratus ENSKMAG00000010677
oryzias_latipes_asm223469v1 ENSORLG00015003222
oryzias_latipes_asm223467v1 ENSORLG00000005266
oryzias_latipes_asm223471v1 ENSORLG00020006647
oryzias_melastigma ENSOMEG00000018915
takifugu_rubripes ENSTRUG00000004740
tetraodon_nigroviridis ENSTNIG00000011210
gasterosteus_aculeatus ENSGACG00000004639
seriola_dumerili ENSSDUG00000006060
seriola_lalandi_dorsalis ENSSLDG00000024485
cynoglossus_semilaevis ENSCSEG00000006147
monopterus_albus ENSMALG00000018266
anabas_testudineus ENSATEG00000020416
hippocampus_comes ENSHCOG00000006425
gadus_morhua ENSGMOG00000001823
scleropages_formosus ENSSFOG00015024204
paramormyrops_kingsleyae ENSPKIG00000012166
lepisosteus_oculatus ENSLOCG00000009106
tupaia_belangeri ENSTBEG00000006081
dipodomys_ordii ENSDORG00000026897
propithecus_coquereli ENSPCOG00000022076
prolemur_simus ENSPSMG00000002083
microcebus_murinus ENSMICG00000009931
otolemur_garnettii ENSOGAG00000017118
pan_troglodytes ENSPTRG00000012436
gorilla_gorilla ENSGGOG00000004723
homo_sapiens ENSG00000144231
pongo_abelii ENSPPYG00000012759
nomascus_leucogenys ENSNLEG00000027191
rhinopithecus_bieti ENSRBIG00000039326
rhinopithecus_roxellana ENSRROG00000023289
piliocolobus_tephrosceles ENSPTEG00000021617
colobus_angolensis_palliatus ENSCANG00000043665
macaca_fascicularis ENSMFAG00000031937
macaca_nemestrina ENSMNEG00000035505
macaca_mulatta ENSMMUG00000001989
mandrillus_leucophaeus ENSMLEG00000035827
papio_anubis ENSPANG00000018602
theropithecus_gelada ENSTGEG00000028930
chlorocebus_sabaeus ENSCSAG00000016861
cercocebus_atys ENSCATG00000036749
callithrix_jacchus ENSCJAG00000042216
callithrix_jacchus ENSCJAG00000021814
cebus_capucinus_imitator ENSCCAG00000037709
aotus_nancymaae ENSANAG00000019959
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013608
cricetulus_griseus_crigri-picr ENSCGRG00015023768
cricetulus_griseus_crigri_1.0 ENSCGRG00000012624
mesocricetus_auratus ENSMAUG00000014518
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024258
mus_spicilegus ENSMSIG00000031891
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022977
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022066
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018800
rattus_norvegicus ENSRNOG00000016231
peromyscus_maniculatus_bairdii ENSPEMG00000018244
microtus_ochrogaster ENSMOCG00000019367
meriones_unguiculatus ENSMUGG00000011390
meriones_unguiculatus ENSMUGG00000011248
meriones_unguiculatus ENSMUGG00000026856
nannospalax_galili ENSNGAG00000014862
jaculus_jaculus ENSJJAG00000000783
jaculus_jaculus ENSJJAG00000005723
jaculus_jaculus ENSJJAG00000015053
oryctolagus_cuniculus ENSOCUG00000023403
oryctolagus_cuniculus ENSOCUG00000021449
carlito_syrichta ENSTSYG00000036021
chinchilla_lanigera ENSCLAG00000004449
cavia_porcellus ENSCPOG00000002571
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016570
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013785
fukomys_damarensis ENSFDAG00000007217
octodon_degus ENSODEG00000005262
spermophilus_dauricus ENSSDAG00000016748
urocitellus_parryii ENSUPAG00010005872
ictidomys_tridecemlineatus ENSSTOG00000023329
marmota_marmota_marmota ENSMMMG00000020710
castor_canadensis ENSCCNG00000008432
ursus_americanus ENSUAMG00000024374
ursus_maritimus ENSUMAG00000008280
ailuropoda_melanoleuca ENSAMEG00000011746
mustela_putorius_furo ENSMPUG00000016685
canis_lupus_familiaris ENSCAFG00000004311
canis_lupus_dingo ENSCAFG00020003617
vulpes_vulpes ENSVVUG00000008616
panthera_tigris_altaica ENSPTIG00000018618
panthera_pardus ENSPPRG00000020222
felis_catus ENSFCAG00000027816
pteropus_vampyrus ENSPVAG00000004002
equus_caballus ENSECAG00000000556
equus_asinus_asinus ENSEASG00005007103
ovis_aries ENSOARG00000015995
capra_hircus ENSCHIG00000025995
bos_taurus ENSBTAG00000053244
bos_mutus ENSBMUG00000023239
bison_bison_bison ENSBBBG00000005804
tursiops_truncatus ENSTTRG00000010055
sus_scrofa ENSSSCG00000039230
myotis_lucifugus ENSMLUG00000006862
