sarcophilus_harrisii ENSSHAG00000006889
monodelphis_domestica ENSMODG00000010514
ailuropoda_melanoleuca ENSAMEG00000006016
ursus_americanus ENSUAMG00000027814
vulpes_vulpes ENSVVUG00000009580
canis_lupus_familiaris ENSCAFG00000032656
felis_catus ENSFCAG00000011550
bos_taurus ENSBTAG00000000658
myotis_lucifugus ENSMLUG00000006878
jaculus_jaculus ENSJJAG00000014076
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019924
chinchilla_lanigera ENSCLAG00000012513
cavia_porcellus ENSCPOG00000027308
oryctolagus_cuniculus ENSOCUG00000003893
microcebus_murinus ENSMICG00000015624
otolemur_garnettii ENSOGAG00000007420
homo_sapiens ENSG00000179698
gorilla_gorilla ENSGGOG00000002376
nomascus_leucogenys ENSNLEG00000010497
mandrillus_leucophaeus ENSMLEG00000040562
cercocebus_atys ENSCATG00000009710
papio_anubis ENSPANG00000023189
macaca_fascicularis ENSMFAG00000028779
macaca_nemestrina ENSMNEG00000045232
chlorocebus_sabaeus ENSCSAG00000008737
colobus_angolensis_palliatus ENSCANG00000028749
rhinopithecus_bieti ENSRBIG00000002514
loxodonta_africana ENSLAFG00000025651
