castor_canadensis ENSCCNG00000006080
dipodomys_ordii ENSDORG00000001896
mus_spicilegus ENSMSIG00000014416
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024513
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035000
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023591
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025042
meriones_unguiculatus ENSMUGG00000013566
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011282
cricetulus_griseus_crigri_1.0 ENSCGRG00000011614
cricetulus_griseus_crigri-picr ENSCGRG00015008203
mesocricetus_auratus ENSMAUG00000002786
microtus_ochrogaster ENSMOCG00000016136
peromyscus_maniculatus_bairdii ENSPEMG00000002168
nannospalax_galili ENSNGAG00000024181
jaculus_jaculus ENSJJAG00000006583
cavia_porcellus ENSCPOG00000035727
octodon_degus ENSODEG00000013321
chinchilla_lanigera ENSCLAG00000002709
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013383
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001829
fukomys_damarensis ENSFDAG00000006605
ictidomys_tridecemlineatus ENSSTOG00000004878
urocitellus_parryii ENSUPAG00010010955
spermophilus_dauricus ENSSDAG00000020852
marmota_marmota_marmota ENSMMMG00000022753
oryctolagus_cuniculus ENSOCUG00000011445
tupaia_belangeri ENSTBEG00000004780
pan_troglodytes ENSPTRG00000024079
pan_paniscus ENSPPAG00000042565
homo_sapiens ENSG00000197635
gorilla_gorilla ENSGGOG00000005778
pongo_abelii ENSPPYG00000012884
nomascus_leucogenys ENSNLEG00000002355
cercocebus_atys ENSCATG00000029276
papio_anubis ENSPANG00000018066
theropithecus_gelada ENSTGEG00000011889
macaca_mulatta ENSMMUG00000008387
macaca_fascicularis ENSMFAG00000041945
macaca_nemestrina ENSMNEG00000036445
mandrillus_leucophaeus ENSMLEG00000021112
chlorocebus_sabaeus ENSCSAG00000015640
colobus_angolensis_palliatus ENSCANG00000030711
piliocolobus_tephrosceles ENSPTEG00000032181
rhinopithecus_roxellana ENSRROG00000044466
rhinopithecus_bieti ENSRBIG00000043918
saimiri_boliviensis_boliviensis ENSSBOG00000033995
cebus_capucinus_imitator ENSCCAG00000037295
callithrix_jacchus ENSCJAG00000005739
aotus_nancymaae ENSANAG00000037927
carlito_syrichta ENSTSYG00000001960
propithecus_coquereli ENSPCOG00000028458
prolemur_simus ENSPSMG00000014279
microcebus_murinus ENSMICG00000007707
otolemur_garnettii ENSOGAG00000012601
ovis_aries ENSOARG00000006454
capra_hircus ENSCHIG00000021048
bos_mutus ENSBMUG00000017564
bos_taurus ENSBTAG00000048246
bison_bison_bison ENSBBBG00000007218
vicugna_pacos ENSVPAG00000010817
ursus_americanus ENSUAMG00000015764
ursus_maritimus ENSUMAG00000009096
ailuropoda_melanoleuca ENSAMEG00000005330
neovison_vison ENSNVIG00000006836
mustela_putorius_furo ENSMPUG00000000555
canis_lupus_dingo ENSCAFG00020004680
canis_lupus_familiaris ENSCAFG00000025002
vulpes_vulpes ENSVVUG00000018592
panthera_pardus ENSPPRG00000022728
panthera_tigris_altaica ENSPTIG00000020438
felis_catus ENSFCAG00000004460
erinaceus_europaeus ENSEEUG00000012778
equus_caballus ENSECAG00000017357
equus_asinus_asinus ENSEASG00005023055
choloepus_hoffmanni ENSCHOG00000009727
dasypus_novemcinctus ENSDNOG00000002630
loxodonta_africana ENSLAFG00000006363
procavia_capensis ENSPCAG00000002821
echinops_telfairi ENSETEG00000011366
phascolarctos_cinereus ENSPCIG00000030346
monodelphis_domestica ENSMODG00000005432
anolis_carolinensis ENSACAG00000014197
xenopus_tropicalis ENSXETG00000016197
eptatretus_burgeri ENSEBUG00000011110
ornithorhynchus_anatinus ENSOANG00000010255
ciona_savignyi ENSCSAVG00000000883
ciona_intestinalis ENSCING00000020507
ciona_intestinalis ENSCING00000006866
ciona_intestinalis ENSCING00000002895
ciona_savignyi ENSCSAVG00000002252
ciona_savignyi ENSCSAVG00000008152
ciona_intestinalis ENSCING00000012852
drosophila_melanogaster FBgn0259175
caenorhabditis_elegans_strain_n2 WBGene00001054
saccharomyces_cerevisiae_strain_s288c YHR028C
