chrysemys_picta_bellii ENSCPBG00000025499
chelonoidis_abingdonii ENSCABG00000009447
numida_meleagris ENSNMEG00000004017
coturnix_japonica ENSCJPG00005018009
gallus_gallus ENSGALG00000002881
anser_brachyrhynchus ENSABRG00000011317
calidris_pygmaea ENSCPGG00000017997
calidris_pugnax ENSCPUG00000017621
lonchura_striata_domestica ENSLSDG00000017316
serinus_canaria ENSSCAG00000016021
parus_major ENSPMJG00000012530
lepidothrix_coronata ENSLCOG00000000362
apteryx_haastii ENSAHAG00000018045
apteryx_rowi ENSARWG00000000872
dromaius_novaehollandiae ENSDNVG00000014027
nothoprocta_perdicaria ENSNPEG00000004095
anolis_carolinensis ENSACAG00000026095
pogona_vitticeps ENSPVIG00000009985
salvator_merianae ENSSMRG00000023116
sphenodon_punctatus ENSSPUG00000011057
sphenodon_punctatus ENSSPUG00000012764
crocodylus_porosus ENSCPRG00005014099
phascolarctos_cinereus ENSPCIG00000035005
phascolarctos_cinereus ENSPCIG00000010562
notamacropus_eugenii ENSMEUG00000005278
sarcophilus_harrisii ENSSHAG00000007481
monodelphis_domestica ENSMODG00000013996
octodon_degus ENSODEG00000017142
octodon_degus ENSODEG00000019511
octodon_degus ENSODEG00000007947
chinchilla_lanigera ENSCLAG00000009455
cavia_porcellus ENSCPOG00000034353
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017241
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001343
fukomys_damarensis ENSFDAG00000008564
ictidomys_tridecemlineatus ENSSTOG00000000855
urocitellus_parryii ENSUPAG00010014062
marmota_marmota_marmota ENSMMMG00000024286
castor_canadensis ENSCCNG00000026131
dipodomys_ordii ENSDORG00000001460
rattus_norvegicus ENSRNOG00000025909
rattus_norvegicus ENSRNOG00000028997
mus_spicilegus ENSMSIG00000005071
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024208
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021296
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023614
meriones_unguiculatus ENSMUGG00000018639
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023447
cricetulus_griseus_crigri_1.0 ENSCGRG00000007229
cricetulus_griseus_crigri-picr ENSCGRG00015013600
peromyscus_maniculatus_bairdii ENSPEMG00000019242
microtus_ochrogaster ENSMOCG00000020094
nannospalax_galili ENSNGAG00000013059
jaculus_jaculus ENSJJAG00000023718
