neovison_vison ENSNVIG00000017652
mustela_putorius_furo ENSMPUG00000001468
ursus_maritimus ENSUMAG00000008497
ursus_americanus ENSUAMG00000003551
ailuropoda_melanoleuca ENSAMEG00000008783
canis_lupus_dingo ENSCAFG00020027535
canis_lupus_familiaris ENSCAFG00000005607
vulpes_vulpes ENSVVUG00000014355
panthera_tigris_altaica ENSPTIG00000006815
panthera_pardus ENSPPRG00000009355
felis_catus ENSFCAG00000014296
vicugna_pacos ENSVPAG00000000120
vicugna_pacos ENSVPAG00000002960
sus_scrofa ENSSSCG00000007072
ovis_aries ENSOARG00000010864
capra_hircus ENSCHIG00000007941
bos_mutus ENSBMUG00000010613
bos_taurus ENSBTAG00000014252
bison_bison_bison ENSBBBG00000001569
tursiops_truncatus ENSTTRG00000003808
equus_asinus_asinus ENSEASG00005001742
equus_caballus ENSECAG00000011822
myotis_lucifugus ENSMLUG00000000973
pteropus_vampyrus ENSPVAG00000016029
erinaceus_europaeus ENSEEUG00000010566
sorex_araneus ENSSARG00000011641
pan_paniscus ENSPPAG00000037658
pan_troglodytes ENSPTRG00000013255
homo_sapiens ENSG00000172296
gorilla_gorilla ENSGGOG00000012576
pongo_abelii ENSPPYG00000010712
nomascus_leucogenys ENSNLEG00000014511
rhinopithecus_bieti ENSRBIG00000038562
rhinopithecus_roxellana ENSRROG00000030315
colobus_angolensis_palliatus ENSCANG00000028960
piliocolobus_tephrosceles ENSPTEG00000037329
papio_anubis ENSPANG00000007161
theropithecus_gelada ENSTGEG00000016176
macaca_mulatta ENSMMUG00000000089
macaca_nemestrina ENSMNEG00000032709
macaca_fascicularis ENSMFAG00000044897
chlorocebus_sabaeus ENSCSAG00000011801
cercocebus_atys ENSCATG00000034762
mandrillus_leucophaeus ENSMLEG00000034630
saimiri_boliviensis_boliviensis ENSSBOG00000028892
cebus_capucinus_imitator ENSCCAG00000020541
callithrix_jacchus ENSCJAG00000004560
aotus_nancymaae ENSANAG00000027114
carlito_syrichta ENSTSYG00000009618
microcebus_murinus ENSMICG00000002259
prolemur_simus ENSPSMG00000000949
propithecus_coquereli ENSPCOG00000000078
otolemur_garnettii ENSOGAG00000011703
tupaia_belangeri ENSTBEG00000005643
castor_canadensis ENSCCNG00000026328
dipodomys_ordii ENSDORG00000010161
peromyscus_maniculatus_bairdii ENSPEMG00000003941
microtus_ochrogaster ENSMOCG00000017747
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008377
cricetulus_griseus_crigri_1.0 ENSCGRG00000004694
cricetulus_griseus_crigri-picr ENSCGRG00015009173
mesocricetus_auratus ENSMAUG00000017630
mus_spicilegus ENSMSIG00000025816
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039092
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025282
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024362
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025807
rattus_norvegicus ENSRNOG00000004443
meriones_unguiculatus ENSMUGG00000012540
nannospalax_galili ENSNGAG00000023688
jaculus_jaculus ENSJJAG00000020394
chinchilla_lanigera ENSCLAG00000010757
cavia_aperea ENSCAPG00000002085
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015963
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007568
fukomys_damarensis ENSFDAG00000011782
urocitellus_parryii ENSUPAG00010019749
ictidomys_tridecemlineatus ENSSTOG00000024285
spermophilus_dauricus ENSSDAG00000002659
marmota_marmota_marmota ENSMMMG00000001568
oryctolagus_cuniculus ENSOCUG00000001306
ochotona_princeps ENSOPRG00000003966
loxodonta_africana ENSLAFG00000013239
procavia_capensis ENSPCAG00000008011
echinops_telfairi ENSETEG00000000284
choloepus_hoffmanni ENSCHOG00000009087
phascolarctos_cinereus ENSPCIG00000029486
notamacropus_eugenii ENSMEUG00000007500
sarcophilus_harrisii ENSSHAG00000010254
monodelphis_domestica ENSMODG00000005015
ornithorhynchus_anatinus ENSOANG00000008428
taeniopygia_guttata ENSTGUG00000015361
dasypus_novemcinctus ENSDNOG00000044584
calidris_pygmaea ENSCPGG00000016704
calidris_pugnax ENSCPUG00000018332
melopsittacus_undulatus ENSMUNG00000006839
parus_major ENSPMJG00000001025
cyanistes_caeruleus ENSCCEG00000012174
ficedula_albicollis ENSFALG00000010942
zonotrichia_albicollis ENSZALG00000006463
junco_hyemalis ENSJHYG00000013708
serinus_canaria ENSSCAG00000014993
taeniopygia_guttata ENSTGUG00000002471
lonchura_striata_domestica ENSLSDG00000013964
manacus_vitellinus ENSMVIG00005006394
manacus_vitellinus ENSMVIG00005006399
lepidothrix_coronata ENSLCOG00000013474
anser_brachyrhynchus ENSABRG00000002928
anas_platyrhynchos_platyrhynchos ENSAPLG00000011146
coturnix_japonica ENSCJPG00005001905
gallus_gallus ENSGALG00000009037
meleagris_gallopavo ENSMGAG00000006083
numida_meleagris ENSNMEG00000004574
apteryx_owenii ENSAOWG00000006512
apteryx_rowi ENSARWG00000004020
apteryx_haastii ENSAHAG00000005322
nothoprocta_perdicaria ENSNPEG00000010830
dromaius_novaehollandiae ENSDNVG00000014951
crocodylus_porosus ENSCPRG00005012240
chrysemys_picta_bellii ENSCPBG00000023313
chrysemys_picta_bellii ENSCPBG00000023311
chelonoidis_abingdonii ENSCABG00000005429
gopherus_agassizii ENSGAGG00000021248
pelodiscus_sinensis ENSPSIG00000017620
pelodiscus_sinensis ENSPSIG00000011877
notechis_scutatus ENSNSUG00000019196
pogona_vitticeps ENSPVIG00000017953
salvator_merianae ENSSMRG00000022543
anolis_carolinensis ENSACAG00000024034
anolis_carolinensis ENSACAG00000001123
pogona_vitticeps ENSPVIG00000017954
sphenodon_punctatus ENSSPUG00000012703
xenopus_tropicalis ENSXETG00000008083
latimeria_chalumnae ENSLACG00000014547
amphiprion_percula ENSAPEG00000023210
amphiprion_ocellaris ENSAOCG00000003696
acanthochromis_polyacanthus ENSAPOG00000009917
stegastes_partitus ENSSPAG00000008271
gasterosteus_aculeatus ENSGACG00000004513
cynoglossus_semilaevis ENSCSEG00000006855
hippocampus_comes ENSHCOG00000011296
takifugu_rubripes ENSTRUG00000000176
tetraodon_nigroviridis ENSTNIG00000016642
mola_mola ENSMMOG00000001104
labrus_bergylta ENSLBEG00000000452
mastacembelus_armatus ENSMAMG00000017741
