phascolarctos_cinereus ENSPCIG00000023911
notamacropus_eugenii ENSMEUG00000006406
sarcophilus_harrisii ENSSHAG00000010145
monodelphis_domestica ENSMODG00000005833
carlito_syrichta ENSTSYG00000006199
otolemur_garnettii ENSOGAG00000001227
castor_canadensis ENSCCNG00000009913
jaculus_jaculus ENSJJAG00000019279
dipodomys_ordii ENSDORG00000008351
oryctolagus_cuniculus ENSOCUG00000005039
ochotona_princeps ENSOPRG00000014213
propithecus_coquereli ENSPCOG00000023575
spermophilus_dauricus ENSSDAG00000010784
urocitellus_parryii ENSUPAG00010015922
ictidomys_tridecemlineatus ENSSTOG00000013359
marmota_marmota_marmota ENSMMMG00000006395
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027556
mus_spicilegus ENSMSIG00000026785
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026303
rattus_norvegicus ENSRNOG00000010698
meriones_unguiculatus ENSMUGG00000025959
peromyscus_maniculatus_bairdii ENSPEMG00000010613
microtus_ochrogaster ENSMOCG00000000956
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010317
cricetulus_griseus_crigri-picr ENSCGRG00015017396
cricetulus_griseus_crigri_1.0 ENSCGRG00000007790
mesocricetus_auratus ENSMAUG00000021787
nannospalax_galili ENSNGAG00000024045
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017962
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008038
fukomys_damarensis ENSFDAG00000014551
cavia_porcellus ENSCPOG00000012870
cavia_aperea ENSCAPG00000009947
chinchilla_lanigera ENSCLAG00000009698
octodon_degus ENSODEG00000004037
prolemur_simus ENSPSMG00000007654
microcebus_murinus ENSMICG00000043736
pongo_abelii ENSPPYG00000029702
pongo_abelii ENSPPYG00000029609
pongo_abelii ENSPPYG00000018715
pan_paniscus ENSPPAG00000041314
pan_troglodytes ENSPTRG00000020387
homo_sapiens ENSG00000133742
gorilla_gorilla ENSGGOG00000008746
nomascus_leucogenys ENSNLEG00000002863
macaca_mulatta ENSMMUG00000014383
macaca_fascicularis ENSMFAG00000005965
macaca_nemestrina ENSMNEG00000038997
theropithecus_gelada ENSTGEG00000025164
papio_anubis ENSPANG00000019035
mandrillus_leucophaeus ENSMLEG00000029610
cercocebus_atys ENSCATG00000044678
chlorocebus_sabaeus ENSCSAG00000013161
colobus_angolensis_palliatus ENSCANG00000040595
piliocolobus_tephrosceles ENSPTEG00000018943
rhinopithecus_bieti ENSRBIG00000038606
rhinopithecus_roxellana ENSRROG00000037559
cebus_capucinus_imitator ENSCCAG00000031543
saimiri_boliviensis_boliviensis ENSSBOG00000017230
callithrix_jacchus ENSCJAG00000000373
aotus_nancymaae ENSANAG00000030168
tupaia_belangeri ENSTBEG00000004632
erinaceus_europaeus ENSEEUG00000015311
sorex_araneus ENSSARG00000001803
equus_asinus_asinus ENSEASG00005018699
equus_caballus ENSECAG00000009144
bos_taurus ENSBTAG00000032236
bison_bison_bison ENSBBBG00000009132
bison_bison_bison ENSBBBG00000014608
bison_bison_bison ENSBBBG00000014601
bos_taurus ENSBTAG00000036116
bos_mutus ENSBMUG00000007035
bos_taurus ENSBTAG00000051812
bison_bison_bison ENSBBBG00000014595
capra_hircus ENSCHIG00000020529
capra_hircus ENSCHIG00000022590
capra_hircus ENSCHIG00000024121
capra_hircus ENSCHIG00000025153
capra_hircus ENSCHIG00000014494
capra_hircus ENSCHIG00000000149
ovis_aries ENSOARG00000013283
bos_mutus ENSBMUG00000007057
tursiops_truncatus ENSTTRG00000015198
vicugna_pacos ENSVPAG00000003346
sus_scrofa ENSSSCG00000040770
mustela_putorius_furo ENSMPUG00000010775
neovison_vison ENSNVIG00000016164
ursus_maritimus ENSUMAG00000015131
ursus_americanus ENSUAMG00000011581
ailuropoda_melanoleuca ENSAMEG00000002429
canis_lupus_dingo ENSCAFG00020020239
canis_lupus_familiaris ENSCAFG00000008702
vulpes_vulpes ENSVVUG00000001542
panthera_tigris_altaica ENSPTIG00000008321
panthera_pardus ENSPPRG00000009690
felis_catus ENSFCAG00000022214
dasypus_novemcinctus ENSDNOG00000014903
loxodonta_africana ENSLAFG00000008499
procavia_capensis ENSPCAG00000004468
ornithorhynchus_anatinus ENSOANG00000002032
crocodylus_porosus ENSCPRG00005000886
crocodylus_porosus ENSCPRG00005000888
apteryx_haastii ENSAHAG00000013627
apteryx_owenii ENSAOWG00000005574
apteryx_rowi ENSARWG00000015807
dromaius_novaehollandiae ENSDNVG00000004953
calidris_pygmaea ENSCPGG00000016994
calidris_pugnax ENSCPUG00000016040
ficedula_albicollis ENSFALG00000004915
meleagris_gallopavo ENSMGAG00000011729
chrysemys_picta_bellii ENSCPBG00000009610
chelonoidis_abingdonii ENSCABG00000011402
pelodiscus_sinensis ENSPSIG00000016098
xenopus_tropicalis ENSXETG00000013747
