calidris_pugnax ENSCPUG00000008840
melopsittacus_undulatus ENSMUNG00000010545
anser_brachyrhynchus ENSABRG00000003685
anas_platyrhynchos_platyrhynchos ENSAPLG00000011932
meleagris_gallopavo ENSMGAG00000014223
gallus_gallus ENSGALG00000016667
numida_meleagris ENSNMEG00000008250
parus_major ENSPMJG00000013029
cyanistes_caeruleus ENSCCEG00000020933
lonchura_striata_domestica ENSLSDG00000011885
taeniopygia_guttata ENSTGUG00000013287
ficedula_albicollis ENSFALG00000002481
junco_hyemalis ENSJHYG00000006504
manacus_vitellinus ENSMVIG00005013993
lepidothrix_coronata ENSLCOG00000005453
apteryx_haastii ENSAHAG00000017871
apteryx_rowi ENSARWG00000007643
apteryx_owenii ENSAOWG00000019343
dromaius_novaehollandiae ENSDNVG00000015431
nothoprocta_perdicaria ENSNPEG00000008189
crocodylus_porosus ENSCPRG00005002071
chelonoidis_abingdonii ENSCABG00000015401
gopherus_agassizii ENSGAGG00000025642
chrysemys_picta_bellii ENSCPBG00000020224
pogona_vitticeps ENSPVIG00000005510
