calidris_pygmaea ENSCPGG00000007269
calidris_pugnax ENSCPUG00000010344
melopsittacus_undulatus ENSMUNG00000010451
taeniopygia_guttata ENSTGUG00000012734
lonchura_striata_domestica ENSLSDG00000013698
serinus_canaria ENSSCAG00000000248
junco_hyemalis ENSJHYG00000003421
zonotrichia_albicollis ENSZALG00000014785
ficedula_albicollis ENSFALG00000009559
parus_major ENSPMJG00000013178
cyanistes_caeruleus ENSCCEG00000012634
manacus_vitellinus ENSMVIG00005011578
manacus_vitellinus ENSMVIG00005011571
lepidothrix_coronata ENSLCOG00000008647
anser_brachyrhynchus ENSABRG00000007652
anas_platyrhynchos_platyrhynchos ENSAPLG00000011149
meleagris_gallopavo ENSMGAG00000012994
coturnix_japonica ENSCJPG00005010481
gallus_gallus ENSGALG00000029572
numida_meleagris ENSNMEG00000010238
apteryx_owenii ENSAOWG00000014682
apteryx_rowi ENSARWG00000009876
apteryx_haastii ENSAHAG00000019142
dromaius_novaehollandiae ENSDNVG00000019070
nothoprocta_perdicaria ENSNPEG00000015803
crocodylus_porosus ENSCPRG00005013706
chelonoidis_abingdonii ENSCABG00000009521
gopherus_agassizii ENSGAGG00000020890
chrysemys_picta_bellii ENSCPBG00000019059
pelodiscus_sinensis ENSPSIG00000007822
pogona_vitticeps ENSPVIG00000024737
anolis_carolinensis ENSACAG00000001329
salvator_merianae ENSSMRG00000008169
sphenodon_punctatus ENSSPUG00000006078
notamacropus_eugenii ENSMEUG00000001936
phascolarctos_cinereus ENSPCIG00000002023
monodelphis_domestica ENSMODG00000011600
monodelphis_domestica ENSMODG00000024739
monodelphis_domestica ENSMODG00000029734
sarcophilus_harrisii ENSSHAG00000013481
pongo_abelii ENSPPYG00000018932
nomascus_leucogenys ENSNLEG00000001489
homo_sapiens ENSG00000184428
gorilla_gorilla ENSGGOG00000009313
pan_troglodytes ENSPTRG00000020653
pan_paniscus ENSPPAG00000034530
colobus_angolensis_palliatus ENSCANG00000043262
piliocolobus_tephrosceles ENSPTEG00000026488
papio_anubis ENSPANG00000009180
theropithecus_gelada ENSTGEG00000016633
macaca_fascicularis ENSMFAG00000035550
macaca_mulatta ENSMMUG00000022933
macaca_nemestrina ENSMNEG00000030560
cercocebus_atys ENSCATG00000034601
mandrillus_leucophaeus ENSMLEG00000037543
chlorocebus_sabaeus ENSCSAG00000009107
rhinopithecus_bieti ENSRBIG00000005997
rhinopithecus_roxellana ENSRROG00000036959
carlito_syrichta ENSTSYG00000000170
prolemur_simus ENSPSMG00000024067
microcebus_murinus ENSMICG00000014807
propithecus_coquereli ENSPCOG00000026137
otolemur_garnettii ENSOGAG00000007165
castor_canadensis ENSCCNG00000000997
dipodomys_ordii ENSDORG00000012850
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000934
mus_spicilegus ENSMSIG00000021154
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020794
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019894
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019902
rattus_norvegicus ENSRNOG00000007500
meriones_unguiculatus ENSMUGG00000009675
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013641
cricetulus_griseus_crigri-picr ENSCGRG00015017251
mesocricetus_auratus ENSMAUG00000021425
microtus_ochrogaster ENSMOCG00000014699
peromyscus_maniculatus_bairdii ENSPEMG00000012997
nannospalax_galili ENSNGAG00000000704
cavia_porcellus ENSCPOG00000022690
cavia_aperea ENSCAPG00000015999
octodon_degus ENSODEG00000013839
chinchilla_lanigera ENSCLAG00000013877
ovis_aries ENSOARG00000001251
bos_taurus ENSBTAG00000053896
sus_scrofa ENSSSCG00000006958
equus_caballus ENSECAG00000013129
equus_asinus_asinus ENSEASG00005009563
ornithorhynchus_anatinus ENSOANG00000009984
xenopus_tropicalis ENSXETG00000019415
