meleagris_gallopavo ENSMGAG00000014159
gallus_gallus ENSGALG00000026301
coturnix_japonica ENSCJPG00005013003
numida_meleagris ENSNMEG00000007853
anser_brachyrhynchus ENSABRG00000003001
anas_platyrhynchos_platyrhynchos ENSAPLG00000014279
melopsittacus_undulatus ENSMUNG00000010510
calidris_pygmaea ENSCPGG00000019220
calidris_pugnax ENSCPUG00000013640
apteryx_owenii ENSAOWG00000017112
apteryx_rowi ENSARWG00000018528
apteryx_haastii ENSAHAG00000013216
dromaius_novaehollandiae ENSDNVG00000010568
crocodylus_porosus ENSCPRG00005002638
gopherus_agassizii ENSGAGG00000013835
chelonoidis_abingdonii ENSCABG00000020649
chrysemys_picta_bellii ENSCPBG00000022243
pelodiscus_sinensis ENSPSIG00000018269
ficedula_albicollis ENSFALG00000010729
phascolarctos_cinereus ENSPCIG00000023083
sarcophilus_harrisii ENSSHAG00000017926
monodelphis_domestica ENSMODG00000008648
monodelphis_domestica ENSMODG00000022572
xenopus_tropicalis ENSXETG00000021156
latimeria_chalumnae ENSLACG00000005917
