ovis_aries ENSOARG00000016038
capra_hircus ENSCHIG00000016896
bos_taurus ENSBTAG00000007530
bos_mutus ENSBMUG00000018965
bison_bison_bison ENSBBBG00000010747
tursiops_truncatus ENSTTRG00000008565
sus_scrofa ENSSSCG00000001234
vicugna_pacos ENSVPAG00000011958
equus_caballus ENSECAG00000001467
equus_asinus_asinus ENSEASG00005009040
sorex_araneus ENSSARG00000009113
erinaceus_europaeus ENSEEUG00000000776
pteropus_vampyrus ENSPVAG00000010889
myotis_lucifugus ENSMLUG00000011435
ailuropoda_melanoleuca ENSAMEG00000016029
ursus_americanus ENSUAMG00000021148
mustela_putorius_furo ENSMPUG00000007547
neovison_vison ENSNVIG00000011349
canis_lupus_dingo ENSCAFG00020003231
canis_lupus_familiaris ENSCAFG00000012200
vulpes_vulpes ENSVVUG00000002005
panthera_tigris_altaica ENSPTIG00000009584
panthera_pardus ENSPPRG00000005336
felis_catus ENSFCAG00000032671
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022467
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073400
mus_spicilegus ENSMSIG00000017115
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021555
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020553
rattus_norvegicus ENSRNOG00000000782
meriones_unguiculatus ENSMUGG00000009427
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018317
cricetulus_griseus_crigri_1.0 ENSCGRG00000014356
cricetulus_griseus_crigri-picr ENSCGRG00015020865
mesocricetus_auratus ENSMAUG00000001938
peromyscus_maniculatus_bairdii ENSPEMG00000028650
microtus_ochrogaster ENSMOCG00000002616
nannospalax_galili ENSNGAG00000017925
jaculus_jaculus ENSJJAG00000000052
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019234
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008541
fukomys_damarensis ENSFDAG00000018566
chinchilla_lanigera ENSCLAG00000004129
octodon_degus ENSODEG00000000362
cavia_aperea ENSCAPG00000006718
cavia_porcellus ENSCPOG00000000013
castor_canadensis ENSCCNG00000026904
dipodomys_ordii ENSDORG00000014020
urocitellus_parryii ENSUPAG00010015331
marmota_marmota_marmota ENSMMMG00000022943
spermophilus_dauricus ENSSDAG00000024574
ictidomys_tridecemlineatus ENSSTOG00000001960
ochotona_princeps ENSOPRG00000006321
ochotona_princeps ENSOPRG00000003271
oryctolagus_cuniculus ENSOCUG00000015679
tupaia_belangeri ENSTBEG00000001078
saimiri_boliviensis_boliviensis ENSSBOG00000032530
cebus_capucinus_imitator ENSCCAG00000033421
callithrix_jacchus ENSCJAG00000020701
aotus_nancymaae ENSANAG00000035776
gorilla_gorilla ENSGGOG00000016366
homo_sapiens ENSG00000204613
pan_paniscus ENSPPAG00000013025
pan_troglodytes ENSPTRG00000017919
pongo_abelii ENSPPYG00000017201
nomascus_leucogenys ENSNLEG00000004975
rhinopithecus_bieti ENSRBIG00000041609
rhinopithecus_roxellana ENSRROG00000028712
piliocolobus_tephrosceles ENSPTEG00000027908
colobus_angolensis_palliatus ENSCANG00000021888
mandrillus_leucophaeus ENSMLEG00000027319
papio_anubis ENSPANG00000030473
macaca_mulatta ENSMMUG00000012129
macaca_nemestrina ENSMNEG00000007952
macaca_fascicularis ENSMFAG00000039062
cercocebus_atys ENSCATG00000033997
chlorocebus_sabaeus ENSCSAG00000008129
theropithecus_gelada ENSTGEG00000011102
theropithecus_gelada ENSTGEG00000010558
carlito_syrichta ENSTSYG00000011233
propithecus_coquereli ENSPCOG00000006661
microcebus_murinus ENSMICG00000044593
otolemur_garnettii ENSOGAG00000001602
choloepus_hoffmanni ENSCHOG00000008546
loxodonta_africana ENSLAFG00000001199
procavia_capensis ENSPCAG00000003128
dasypus_novemcinctus ENSDNOG00000037509
dasypus_novemcinctus ENSDNOG00000039960
echinops_telfairi ENSETEG00000015142
notamacropus_eugenii ENSMEUG00000016763
phascolarctos_cinereus ENSPCIG00000014959
sarcophilus_harrisii ENSSHAG00000000170
monodelphis_domestica ENSMODG00000016017
