gasterosteus_aculeatus ENSGACG00000017441
labrus_bergylta ENSLBEG00000028683
tetraodon_nigroviridis ENSTNIG00000015761
monopterus_albus ENSMALG00000007921
scophthalmus_maximus ENSSMAG00000012785
hippocampus_comes ENSHCOG00000017047
poecilia_mexicana ENSPMEG00000023470
poecilia_latipinna ENSPLAG00000019878
poecilia_formosa ENSPFOG00000024595
poecilia_formosa ENSPFOG00000024721
poecilia_reticulata ENSPREG00000012310
gambusia_affinis ENSGAFG00000000922
xiphophorus_maculatus ENSXMAG00000013699
xiphophorus_couchianus ENSXCOG00000016712
poecilia_latipinna ENSPLAG00000005147
fundulus_heteroclitus ENSFHEG00000017987
cyprinodon_variegatus ENSCVAG00000004959
kryptolebias_marmoratus ENSKMAG00000020207
seriola_dumerili ENSSDUG00000005575
seriola_lalandi_dorsalis ENSSLDG00000003277
amphiprion_ocellaris ENSAOCG00000011293
amphiprion_percula ENSAPEG00000005460
acanthochromis_polyacanthus ENSAPOG00000000347
stegastes_partitus ENSSPAG00000010108
anabas_testudineus ENSATEG00000018814
mastacembelus_armatus ENSMAMG00000019988
cynoglossus_semilaevis ENSCSEG00000002026
astatotilapia_calliptera ENSACLG00000001734
maylandia_zebra ENSMZEG00005007935
haplochromis_burtoni ENSHBUG00000017506
pundamilia_nyererei ENSPNYG00000009709
neolamprologus_brichardi ENSNBRG00000011675
oreochromis_niloticus ENSONIG00000002528
amphilophus_citrinellus ENSACIG00000013682
oryzias_latipes_asm223467v1 ENSORLG00000000997
oryzias_latipes_asm223469v1 ENSORLG00015013025
oryzias_latipes_asm223471v1 ENSORLG00020003886
oryzias_melastigma ENSOMEG00000014650
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031540
takifugu_rubripes ENSTRUG00000010830
mola_mola ENSMMOG00000004176
periophthalmus_magnuspinnatus ENSPMGG00000012133
esox_lucius ENSELUG00000020499
gadus_morhua ENSGMOG00000001671
pygocentrus_nattereri ENSPNAG00000021638
astyanax_mexicanus ENSAMXG00000033660
ictalurus_punctatus ENSIPUG00000019317
