phascolarctos_cinereus ENSPCIG00000010929
notamacropus_eugenii ENSMEUG00000009064
sarcophilus_harrisii ENSSHAG00000007160
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015490
cricetulus_griseus_crigri-picr ENSCGRG00015025098
cricetulus_griseus_crigri_1.0 ENSCGRG00000011354
peromyscus_maniculatus_bairdii ENSPEMG00000025845
meriones_unguiculatus ENSMUGG00000019357
castor_canadensis ENSCCNG00000008553
ictidomys_tridecemlineatus ENSSTOG00000027190
urocitellus_parryii ENSUPAG00010016856
marmota_marmota_marmota ENSMMMG00000024450
oryctolagus_cuniculus ENSOCUG00000006638
homo_sapiens ENSG00000124780
gorilla_gorilla ENSGGOG00000007617
pan_troglodytes ENSPTRG00000018134
pan_paniscus ENSPPAG00000042911
pongo_abelii ENSPPYG00000016575
nomascus_leucogenys ENSNLEG00000011427
rhinopithecus_bieti ENSRBIG00000039463
rhinopithecus_roxellana ENSRROG00000006387
piliocolobus_tephrosceles ENSPTEG00000034097
colobus_angolensis_palliatus ENSCANG00000030965
macaca_fascicularis ENSMFAG00000046219
macaca_mulatta ENSMMUG00000013644
macaca_nemestrina ENSMNEG00000044509
mandrillus_leucophaeus ENSMLEG00000044287
papio_anubis ENSPANG00000013430
theropithecus_gelada ENSTGEG00000029574
cercocebus_atys ENSCATG00000044140
chlorocebus_sabaeus ENSCSAG00000011015
saimiri_boliviensis_boliviensis ENSSBOG00000016836
cebus_capucinus_imitator ENSCCAG00000036690
callithrix_jacchus ENSCJAG00000005898
aotus_nancymaae ENSANAG00000025912
carlito_syrichta ENSTSYG00000029138
propithecus_coquereli ENSPCOG00000016531
propithecus_coquereli ENSPCOG00000021334
prolemur_simus ENSPSMG00000006978
microcebus_murinus ENSMICG00000033815
otolemur_garnettii ENSOGAG00000002643
bos_taurus ENSBTAG00000010328
bos_mutus ENSBMUG00000023898
bison_bison_bison ENSBBBG00000002526
capra_hircus ENSCHIG00000026243
ovis_aries ENSOARG00000016609
sus_scrofa ENSSSCG00000001592
ailuropoda_melanoleuca ENSAMEG00000013725
ursus_americanus ENSUAMG00000000542
mustela_putorius_furo ENSMPUG00000013788
neovison_vison ENSNVIG00000013911
canis_lupus_familiaris ENSCAFG00000001556
vulpes_vulpes ENSVVUG00000026544
canis_lupus_dingo ENSCAFG00020008130
panthera_pardus ENSPPRG00000022285
panthera_tigris_altaica ENSPTIG00000006885
felis_catus ENSFCAG00000025818
equus_caballus ENSECAG00000024584
dasypus_novemcinctus ENSDNOG00000017713
ochotona_princeps ENSOPRG00000003119
tupaia_belangeri ENSTBEG00000016076
vicugna_pacos ENSVPAG00000005981
tursiops_truncatus ENSTTRG00000000426
pteropus_vampyrus ENSPVAG00000010657
equus_asinus_asinus ENSEASG00005001038
loxodonta_africana ENSLAFG00000011604
procavia_capensis ENSPCAG00000013713
echinops_telfairi ENSETEG00000018418
gopherus_agassizii ENSGAGG00000011820
chelonoidis_abingdonii ENSCABG00000010977
chrysemys_picta_bellii ENSCPBG00000025377
pelodiscus_sinensis ENSPSIG00000005298
crocodylus_porosus ENSCPRG00005009956
pogona_vitticeps ENSPVIG00000019722
anolis_carolinensis ENSACAG00000002077
notechis_scutatus ENSNSUG00000009395
salvator_merianae ENSSMRG00000005240
sphenodon_punctatus ENSSPUG00000011578
apteryx_haastii ENSAHAG00000004840
apteryx_rowi ENSARWG00000000420
apteryx_owenii ENSAOWG00000008034
dromaius_novaehollandiae ENSDNVG00000007133
nothoprocta_perdicaria ENSNPEG00000000271
lonchura_striata_domestica ENSLSDG00000010423
ficedula_albicollis ENSFALG00000010950
cyanistes_caeruleus ENSCCEG00000002467
zonotrichia_albicollis ENSZALG00000002945
serinus_canaria ENSSCAG00000010889
parus_major ENSPMJG00000013501
lepidothrix_coronata ENSLCOG00000001805
taeniopygia_guttata ENSTGUG00000007716
junco_hyemalis ENSJHYG00000011718
manacus_vitellinus ENSMVIG00005006082
melopsittacus_undulatus ENSMUNG00000007876
calidris_pugnax ENSCPUG00000001979
calidris_pygmaea ENSCPGG00000003954
anser_brachyrhynchus ENSABRG00000019916
anas_platyrhynchos_platyrhynchos ENSAPLG00000005520
gallus_gallus ENSGALG00000010068
coturnix_japonica ENSCJPG00005010202
meleagris_gallopavo ENSMGAG00000010588
numida_meleagris ENSNMEG00000016453
