gallus_gallus ENSGALG00000008604
coturnix_japonica ENSCJPG00005018799
meleagris_gallopavo ENSMGAG00000007669
numida_meleagris ENSNMEG00000000795
anser_brachyrhynchus ENSABRG00000006430
calidris_pygmaea ENSCPGG00000010789
calidris_pugnax ENSCPUG00000001902
melopsittacus_undulatus ENSMUNG00000013834
lepidothrix_coronata ENSLCOG00000000126
manacus_vitellinus ENSMVIG00005005925
taeniopygia_guttata ENSTGUG00000003447
lonchura_striata_domestica ENSLSDG00000005054
ficedula_albicollis ENSFALG00000001551
parus_major ENSPMJG00000011381
cyanistes_caeruleus ENSCCEG00000020815
serinus_canaria ENSSCAG00000016951
junco_hyemalis ENSJHYG00000014638
zonotrichia_albicollis ENSZALG00000018238
apteryx_haastii ENSAHAG00000012246
apteryx_owenii ENSAOWG00000008524
apteryx_rowi ENSARWG00000001624
dromaius_novaehollandiae ENSDNVG00000010026
nothoprocta_perdicaria ENSNPEG00000003841
crocodylus_porosus ENSCPRG00005005852
gopherus_agassizii ENSGAGG00000001248
chelonoidis_abingdonii ENSCABG00000017494
chrysemys_picta_bellii ENSCPBG00000020669
pelodiscus_sinensis ENSPSIG00000017928
anolis_carolinensis ENSACAG00000003743
pogona_vitticeps ENSPVIG00000007068
notechis_scutatus ENSNSUG00000009997
salvator_merianae ENSSMRG00000017761
sphenodon_punctatus ENSSPUG00000012995
phascolarctos_cinereus ENSPCIG00000036286
notamacropus_eugenii ENSMEUG00000005901
sarcophilus_harrisii ENSSHAG00000009820
monodelphis_domestica ENSMODG00000010283
equus_caballus ENSECAG00000009038
equus_asinus_asinus ENSEASG00005007676
myotis_lucifugus ENSMLUG00000016410
tursiops_truncatus ENSTTRG00000005036
sus_scrofa ENSSSCG00000012607
bos_mutus ENSBMUG00000022674
bos_taurus ENSBTAG00000017187
ovis_aries ENSOARG00000013031
ursus_americanus ENSUAMG00000024842
ursus_maritimus ENSUMAG00000021743
ailuropoda_melanoleuca ENSAMEG00000000183
mustela_putorius_furo ENSMPUG00000001469
neovison_vison ENSNVIG00000022455
canis_lupus_familiaris ENSCAFG00000018461
canis_lupus_dingo ENSCAFG00020003969
vulpes_vulpes ENSVVUG00000028079
panthera_pardus ENSPPRG00000023467
panthera_tigris_altaica ENSPTIG00000011236
felis_catus ENSFCAG00000014940
pteropus_vampyrus ENSPVAG00000012065
sus_scrofa ENSSSCG00000032570
sorex_araneus ENSSARG00000012180
cricetulus_griseus_crigri-picr ENSCGRG00015015267
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007359
cricetulus_griseus_crigri_1.0 ENSCGRG00000005906
mesocricetus_auratus ENSMAUG00000007801
microtus_ochrogaster ENSMOCG00000011328
peromyscus_maniculatus_bairdii ENSPEMG00000020511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034173
mus_spicilegus ENSMSIG00000014958
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036502
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033014
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031560
rattus_norvegicus ENSRNOG00000028085
nannospalax_galili ENSNGAG00000019345
jaculus_jaculus ENSJJAG00000011698
castor_canadensis ENSCCNG00000001839
dipodomys_ordii ENSDORG00000009805
urocitellus_parryii ENSUPAG00010003334
marmota_marmota_marmota ENSMMMG00000006602
spermophilus_dauricus ENSSDAG00000005931
ictidomys_tridecemlineatus ENSSTOG00000002306
chinchilla_lanigera ENSCLAG00000000514
octodon_degus ENSODEG00000000349
cavia_porcellus ENSCPOG00000001714
cavia_aperea ENSCAPG00000003775
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000612
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016225
fukomys_damarensis ENSFDAG00000006648
ochotona_princeps ENSOPRG00000016104
meriones_unguiculatus ENSMUGG00000020415
oryctolagus_cuniculus ENSOCUG00000004334
piliocolobus_tephrosceles ENSPTEG00000025916
colobus_angolensis_palliatus ENSCANG00000038595
rhinopithecus_roxellana ENSRROG00000045694
rhinopithecus_bieti ENSRBIG00000029141
macaca_fascicularis ENSMFAG00000036306
