apteryx_haastii ENSAHAG00000001564
dromaius_novaehollandiae ENSDNVG00000012317
nothoprocta_perdicaria ENSNPEG00000002301
anser_brachyrhynchus ENSABRG00000012478
anas_platyrhynchos_platyrhynchos ENSAPLG00000010271
meleagris_gallopavo ENSMGAG00000002669
coturnix_japonica ENSCJPG00005015881
gallus_gallus ENSGALG00000008176
numida_meleagris ENSNMEG00000011972
taeniopygia_guttata ENSTGUG00000007291
lonchura_striata_domestica ENSLSDG00000013949
serinus_canaria ENSSCAG00000014361
zonotrichia_albicollis ENSZALG00000009143
junco_hyemalis ENSJHYG00000008235
cyanistes_caeruleus ENSCCEG00000009917
parus_major ENSPMJG00000013943
ficedula_albicollis ENSFALG00000011408
lepidothrix_coronata ENSLCOG00000011630
manacus_vitellinus ENSMVIG00005010576
melopsittacus_undulatus ENSMUNG00000011416
calidris_pugnax ENSCPUG00000005223
calidris_pygmaea ENSCPGG00000009978
crocodylus_porosus ENSCPRG00005014363
gopherus_agassizii ENSGAGG00000020107
chelonoidis_abingdonii ENSCABG00000010306
chrysemys_picta_bellii ENSCPBG00000012756
pelodiscus_sinensis ENSPSIG00000010758
anolis_carolinensis ENSACAG00000012429
pogona_vitticeps ENSPVIG00000016763
notechis_scutatus ENSNSUG00000005668
salvator_merianae ENSSMRG00000014822
sphenodon_punctatus ENSSPUG00000006001
pteropus_vampyrus ENSPVAG00000005333
myotis_lucifugus ENSMLUG00000011108
mustela_putorius_furo ENSMPUG00000010742
neovison_vison ENSNVIG00000009446
ursus_maritimus ENSUMAG00000013726
ursus_americanus ENSUAMG00000005897
ailuropoda_melanoleuca ENSAMEG00000004591
canis_lupus_familiaris ENSCAFG00000002721
canis_lupus_dingo ENSCAFG00020026483
vulpes_vulpes ENSVVUG00000006060
panthera_pardus ENSPPRG00000010985
panthera_tigris_altaica ENSPTIG00000013439
felis_catus ENSFCAG00000022032
bos_taurus ENSBTAG00000019458
bos_mutus ENSBMUG00000024758
bison_bison_bison ENSBBBG00000010203
capra_hircus ENSCHIG00000025413
ovis_aries ENSOARG00000004097
tursiops_truncatus ENSTTRG00000007304
sus_scrofa ENSSSCG00000008415
vicugna_pacos ENSVPAG00000008802
erinaceus_europaeus ENSEEUG00000014954
sorex_araneus ENSSARG00000005534
equus_caballus ENSECAG00000022145
equus_asinus_asinus ENSEASG00005015153
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020305
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017011
mus_spicilegus ENSMSIG00000009054
rattus_norvegicus ENSRNOG00000032471
meriones_unguiculatus ENSMUGG00000016564
microtus_ochrogaster ENSMOCG00000015736
peromyscus_maniculatus_bairdii ENSPEMG00000018565
cricetulus_griseus_crigri-picr ENSCGRG00015026978
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001427
cricetulus_griseus_crigri_1.0 ENSCGRG00000004838
mesocricetus_auratus ENSMAUG00000008981
nannospalax_galili ENSNGAG00000021703
jaculus_jaculus ENSJJAG00000011694
dipodomys_ordii ENSDORG00000000942
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019613
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015164
fukomys_damarensis ENSFDAG00000015875
chinchilla_lanigera ENSCLAG00000005325
octodon_degus ENSODEG00000001318
cavia_porcellus ENSCPOG00000015083
spermophilus_dauricus ENSSDAG00000009445
ictidomys_tridecemlineatus ENSSTOG00000008466
urocitellus_parryii ENSUPAG00010012256
marmota_marmota_marmota ENSMMMG00000008012
oryctolagus_cuniculus ENSOCUG00000013610
ochotona_princeps ENSOPRG00000009662
carlito_syrichta ENSTSYG00000011498
carlito_syrichta ENSTSYG00000031692
homo_sapiens ENSG00000270898
homo_sapiens ENSG00000115239
pan_paniscus ENSPPAG00000037721
pan_troglodytes ENSPTRG00000011916
gorilla_gorilla ENSGGOG00000000538
pongo_abelii ENSPPYG00000012415
nomascus_leucogenys ENSNLEG00000008845
rhinopithecus_roxellana ENSRROG00000044794
rhinopithecus_bieti ENSRBIG00000042318
colobus_angolensis_palliatus ENSCANG00000035283
piliocolobus_tephrosceles ENSPTEG00000030626
cercocebus_atys ENSCATG00000044252
mandrillus_leucophaeus ENSMLEG00000040731
papio_anubis ENSPANG00000000697
theropithecus_gelada ENSTGEG00000004636
macaca_nemestrina ENSMNEG00000042717
macaca_mulatta ENSMMUG00000010634
macaca_fascicularis ENSMFAG00000033020
chlorocebus_sabaeus ENSCSAG00000013775
cebus_capucinus_imitator ENSCCAG00000037948
saimiri_boliviensis_boliviensis ENSSBOG00000034288
callithrix_jacchus ENSCJAG00000010478
aotus_nancymaae ENSANAG00000037075
prolemur_simus ENSPSMG00000018450
propithecus_coquereli ENSPCOG00000016350
microcebus_murinus ENSMICG00000006431
otolemur_garnettii ENSOGAG00000010327
tupaia_belangeri ENSTBEG00000010869
choloepus_hoffmanni ENSCHOG00000002501
dasypus_novemcinctus ENSDNOG00000015508
loxodonta_africana ENSLAFG00000010517
procavia_capensis ENSPCAG00000015056
echinops_telfairi ENSETEG00000018147
sarcophilus_harrisii ENSSHAG00000014938
monodelphis_domestica ENSMODG00000001584
phascolarctos_cinereus ENSPCIG00000007187
notamacropus_eugenii ENSMEUG00000015085
ornithorhynchus_anatinus ENSOANG00000005333
xenopus_tropicalis ENSXETG00000015199
latimeria_chalumnae ENSLACG00000007891
lepisosteus_oculatus ENSLOCG00000016273
pygocentrus_nattereri ENSPNAG00000008926
astyanax_mexicanus ENSAMXG00000030442
ictalurus_punctatus ENSIPUG00000009379
danio_rerio ENSDARG00000005246
gasterosteus_aculeatus ENSGACG00000014342
labrus_bergylta ENSLBEG00000027420
monopterus_albus ENSMALG00000018895
maylandia_zebra ENSMZEG00005010438
astatotilapia_calliptera ENSACLG00000019727
haplochromis_burtoni ENSHBUG00000013230
