equus_caballus ENSECAG00000006852
bison_bison_bison ENSBBBG00000016208
neovison_vison ENSNVIG00000024692
vulpes_vulpes ENSVVUG00000008624
prolemur_simus ENSPSMG00000011325
microcebus_murinus ENSMICG00000046325
microcebus_murinus ENSMICG00000004176
gorilla_gorilla ENSGGOG00000006869
homo_sapiens ENSG00000159905
pan_troglodytes ENSPTRG00000011099
pan_paniscus ENSPPAG00000029878
pongo_abelii ENSPPYG00000010080
nomascus_leucogenys ENSNLEG00000001862
colobus_angolensis_palliatus ENSCANG00000038283
piliocolobus_tephrosceles ENSPTEG00000032438
rhinopithecus_roxellana ENSRROG00000026388
rhinopithecus_bieti ENSRBIG00000041745
macaca_mulatta ENSMMUG00000021468
macaca_nemestrina ENSMNEG00000032545
macaca_fascicularis ENSMFAG00000043341
papio_anubis ENSPANG00000031903
theropithecus_gelada ENSTGEG00000017522
mandrillus_leucophaeus ENSMLEG00000041904
cercocebus_atys ENSCATG00000040058
chlorocebus_sabaeus ENSCSAG00000003349
cebus_capucinus_imitator ENSCCAG00000019355
saimiri_boliviensis_boliviensis ENSSBOG00000020489
callithrix_jacchus ENSCJAG00000045153
aotus_nancymaae ENSANAG00000034228
pan_paniscus ENSPPAG00000037994
homo_sapiens ENSG00000256294
gorilla_gorilla ENSGGOG00000039166
pongo_abelii ENSPPYG00000029545
nomascus_leucogenys ENSNLEG00000001881
rhinopithecus_roxellana ENSRROG00000031809
rhinopithecus_bieti ENSRBIG00000033889
colobus_angolensis_palliatus ENSCANG00000023944
colobus_angolensis_palliatus ENSCANG00000029247
macaca_mulatta ENSMMUG00000021472
macaca_nemestrina ENSMNEG00000028745
macaca_fascicularis ENSMFAG00000046200
cercocebus_atys ENSCATG00000035998
papio_anubis ENSPANG00000009465
mandrillus_leucophaeus ENSMLEG00000038695
theropithecus_gelada ENSTGEG00000017288
chlorocebus_sabaeus ENSCSAG00000003334
cebus_capucinus_imitator ENSCCAG00000028603
callithrix_jacchus ENSCJAG00000048658
aotus_nancymaae ENSANAG00000034800
carlito_syrichta ENSTSYG00000008934
propithecus_coquereli ENSPCOG00000013680
propithecus_coquereli ENSPCOG00000010649
microcebus_murinus ENSMICG00000004151
prolemur_simus ENSPSMG00000011244
otolemur_garnettii ENSOGAG00000012069
prolemur_simus ENSPSMG00000011274
propithecus_coquereli ENSPCOG00000020591
microcebus_murinus ENSMICG00000033095
pan_paniscus ENSPPAG00000031107
pan_troglodytes ENSPTRG00000052175
homo_sapiens ENSG00000186026
gorilla_gorilla ENSGGOG00000036892
nomascus_leucogenys ENSNLEG00000033411
papio_anubis ENSPANG00000034353
mandrillus_leucophaeus ENSMLEG00000040164
macaca_fascicularis ENSMFAG00000042327
macaca_mulatta ENSMMUG00000046507
theropithecus_gelada ENSTGEG00000017432
cercocebus_atys ENSCATG00000032408
chlorocebus_sabaeus ENSCSAG00000003336
rhinopithecus_roxellana ENSRROG00000034912
rhinopithecus_bieti ENSRBIG00000038918
colobus_angolensis_palliatus ENSCANG00000035815
piliocolobus_tephrosceles ENSPTEG00000032308
saimiri_boliviensis_boliviensis ENSSBOG00000024661
cebus_capucinus_imitator ENSCCAG00000020840
callithrix_jacchus ENSCJAG00000013331
pan_troglodytes ENSPTRG00000011105
pan_paniscus ENSPPAG00000028948
homo_sapiens ENSG00000267680
gorilla_gorilla ENSGGOG00000006529
pongo_abelii ENSPPYG00000029591
nomascus_leucogenys ENSNLEG00000001814
rhinopithecus_bieti ENSRBIG00000027778
rhinopithecus_roxellana ENSRROG00000018706
piliocolobus_tephrosceles ENSPTEG00000032280
colobus_angolensis_palliatus ENSCANG00000033192
cercocebus_atys ENSCATG00000037434
papio_anubis ENSPANG00000029554
macaca_mulatta ENSMMUG00000021469
macaca_nemestrina ENSMNEG00000029576
macaca_fascicularis ENSMFAG00000035692
mandrillus_leucophaeus ENSMLEG00000011181
theropithecus_gelada ENSTGEG00000017310
chlorocebus_sabaeus ENSCSAG00000003342
cebus_capucinus_imitator ENSCCAG00000033802
callithrix_jacchus ENSCJAG00000038712
aotus_nancymaae ENSANAG00000022009
carlito_syrichta ENSTSYG00000007992
prolemur_simus ENSPSMG00000011262
prolemur_simus ENSPSMG00000011333
prolemur_simus ENSPSMG00000011245
propithecus_coquereli ENSPCOG00000027323
spermophilus_dauricus ENSSDAG00000009787
