drosophila_melanogaster FBgn0263832
caenorhabditis_elegans_strain_n2 WBGene00010420
apteryx_owenii ENSAOWG00000019261
apteryx_rowi ENSARWG00000015191
apteryx_haastii ENSAHAG00000008763
dromaius_novaehollandiae ENSDNVG00000013725
nothoprocta_perdicaria ENSNPEG00000002286
anser_brachyrhynchus ENSABRG00000014662
anas_platyrhynchos_platyrhynchos ENSAPLG00000008036
gallus_gallus ENSGALG00000035203
meleagris_gallopavo ENSMGAG00000010000
coturnix_japonica ENSCJPG00005003569
numida_meleagris ENSNMEG00000013626
calidris_pygmaea ENSCPGG00000017238
calidris_pugnax ENSCPUG00000019413
taeniopygia_guttata ENSTGUG00000016156
taeniopygia_guttata ENSTGUG00000016161
ficedula_albicollis ENSFALG00000009116
lepidothrix_coronata ENSLCOG00000007823
gopherus_agassizii ENSGAGG00000000649
chelonoidis_abingdonii ENSCABG00000007172
chrysemys_picta_bellii ENSCPBG00000020099
pelodiscus_sinensis ENSPSIG00000002974
sphenodon_punctatus ENSSPUG00000015423
salvator_merianae ENSSMRG00000005622
notechis_scutatus ENSNSUG00000001593
anolis_carolinensis ENSACAG00000002633
ornithorhynchus_anatinus ENSOANG00000028684
anolis_carolinensis ENSACAG00000010308
pogona_vitticeps ENSPVIG00000017641
prolemur_simus ENSPSMG00000017933
propithecus_coquereli ENSPCOG00000024998
microcebus_murinus ENSMICG00000005176
otolemur_garnettii ENSOGAG00000005116
mandrillus_leucophaeus ENSMLEG00000040697
papio_anubis ENSPANG00000017308
chlorocebus_sabaeus ENSCSAG00000006105
macaca_fascicularis ENSMFAG00000022915
macaca_mulatta ENSMMUG00000011098
macaca_nemestrina ENSMNEG00000040429
cercocebus_atys ENSCATG00000039134
theropithecus_gelada ENSTGEG00000002027
piliocolobus_tephrosceles ENSPTEG00000007426
rhinopithecus_bieti ENSRBIG00000028211
rhinopithecus_roxellana ENSRROG00000028485
colobus_angolensis_palliatus ENSCANG00000037851
pan_paniscus ENSPPAG00000040683
pan_troglodytes ENSPTRG00000004910
gorilla_gorilla ENSGGOG00000001566
homo_sapiens ENSG00000187778
pongo_abelii ENSPPYG00000004490
nomascus_leucogenys ENSNLEG00000017826
cebus_capucinus_imitator ENSCCAG00000035719
saimiri_boliviensis_boliviensis ENSSBOG00000036027
callithrix_jacchus ENSCJAG00000020935
aotus_nancymaae ENSANAG00000028338
saimiri_boliviensis_boliviensis ENSSBOG00000035479
carlito_syrichta ENSTSYG00000008534
tupaia_belangeri ENSTBEG00000011805
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006709
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018060
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011909
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017455
fukomys_damarensis ENSFDAG00000008765
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008876
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004437
fukomys_damarensis ENSFDAG00000006338
chinchilla_lanigera ENSCLAG00000001468
octodon_degus ENSODEG00000010219
cavia_porcellus ENSCPOG00000011172
cavia_aperea ENSCAPG00000010586
castor_canadensis ENSCCNG00000031524
spermophilus_dauricus ENSSDAG00000014773
urocitellus_parryii ENSUPAG00010009699
ictidomys_tridecemlineatus ENSSTOG00000001093
marmota_marmota_marmota ENSMMMG00000023094
dipodomys_ordii ENSDORG00000011996
cricetulus_griseus_crigri_1.0 ENSCGRG00000000349
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005113
cricetulus_griseus_crigri-picr ENSCGRG00015006914
mesocricetus_auratus ENSMAUG00000013482
microtus_ochrogaster ENSMOCG00000022586
peromyscus_maniculatus_bairdii ENSPEMG00000016857
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021156
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037570
mus_spicilegus ENSMSIG00000002780
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020261
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020264
rattus_norvegicus ENSRNOG00000054838
nannospalax_galili ENSNGAG00000020823
jaculus_jaculus ENSJJAG00000020357
ovis_aries ENSOARG00000018702
capra_hircus ENSCHIG00000019172
bos_taurus ENSBTAG00000019281
bos_mutus ENSBMUG00000023401
bison_bison_bison ENSBBBG00000023218
tursiops_truncatus ENSTTRG00000000053
sus_scrofa ENSSSCG00000000202
ursus_maritimus ENSUMAG00000006663
ursus_americanus ENSUAMG00000016371
ailuropoda_melanoleuca ENSAMEG00000000936
mustela_putorius_furo ENSMPUG00000014582
neovison_vison ENSNVIG00000006376
canis_lupus_dingo ENSCAFG00020013529
canis_lupus_familiaris ENSCAFG00000008549
vulpes_vulpes ENSVVUG00000020978
panthera_tigris_altaica ENSPTIG00000010460
panthera_pardus ENSPPRG00000010951
felis_catus ENSFCAG00000025380
equus_caballus ENSECAG00000011683
equus_asinus_asinus ENSEASG00005001200
pteropus_vampyrus ENSPVAG00000015866
myotis_lucifugus ENSMLUG00000016947
procavia_capensis ENSPCAG00000006827
loxodonta_africana ENSLAFG00000003199
sorex_araneus ENSSARG00000002901
sorex_araneus ENSSARG00000009664
erinaceus_europaeus ENSEEUG00000010283
echinops_telfairi ENSETEG00000018859
ochotona_princeps ENSOPRG00000017185
oryctolagus_cuniculus ENSOCUG00000016821
phascolarctos_cinereus ENSPCIG00000009248
notamacropus_eugenii ENSMEUG00000002298
sarcophilus_harrisii ENSSHAG00000008687
monodelphis_domestica ENSMODG00000004248
echinops_telfairi ENSETEG00000005448
ornithorhynchus_anatinus ENSOANG00000014055
xenopus_tropicalis ENSXETG00000023241
latimeria_chalumnae ENSLACG00000019049
anabas_testudineus ENSATEG00000024592
monopterus_albus ENSMALG00000017720
astatotilapia_calliptera ENSACLG00000003471
maylandia_zebra ENSMZEG00005005366
pundamilia_nyererei ENSPNYG00000020296
haplochromis_burtoni ENSHBUG00000004439
neolamprologus_brichardi ENSNBRG00000010328
oreochromis_niloticus ENSONIG00000019197
amphilophus_citrinellus ENSACIG00000002144
scophthalmus_maximus ENSSMAG00000004056
cynoglossus_semilaevis ENSCSEG00000004268
seriola_lalandi_dorsalis ENSSLDG00000004256
seriola_dumerili ENSSDUG00000004676
mastacembelus_armatus ENSMAMG00000004647
takifugu_rubripes ENSTRUG00000018501
tetraodon_nigroviridis ENSTNIG00000018244
mola_mola ENSMMOG00000000067
labrus_bergylta ENSLBEG00000016720
gasterosteus_aculeatus ENSGACG00000000557
amphiprion_percula ENSAPEG00000009649
amphiprion_ocellaris ENSAOCG00000004702
acanthochromis_polyacanthus ENSAPOG00000000192
stegastes_partitus ENSSPAG00000000024
gambusia_affinis ENSGAFG00000003060
xiphophorus_maculatus ENSXMAG00000005219
poecilia_formosa ENSPFOG00000008921
poecilia_latipinna ENSPLAG00000001756
poecilia_mexicana ENSPMEG00000011109
poecilia_reticulata ENSPREG00000014555
fundulus_heteroclitus ENSFHEG00000008194
cyprinodon_variegatus ENSCVAG00000001776
kryptolebias_marmoratus ENSKMAG00000016600
oryzias_latipes_asm223469v1 ENSORLG00015013140
oryzias_latipes_asm223467v1 ENSORLG00000015144
oryzias_latipes_asm223471v1 ENSORLG00020017609
oryzias_melastigma ENSOMEG00000022323
hippocampus_comes ENSHCOG00000019686
seriola_dumerili ENSSDUG00000004713
periophthalmus_magnuspinnatus ENSPMGG00000020149
gadus_morhua ENSGMOG00000002018
esox_lucius ENSELUG00000020704
pygocentrus_nattereri ENSPNAG00000001183
astyanax_mexicanus ENSAMXG00000014205
ictalurus_punctatus ENSIPUG00000012827
danio_rerio ENSDARG00000020840
