myotis_lucifugus ENSMLUG00000009002
pteropus_vampyrus ENSPVAG00000004420
ursus_americanus ENSUAMG00000023005
ailuropoda_melanoleuca ENSAMEG00000014916
neovison_vison ENSNVIG00000000653
canis_lupus_familiaris ENSCAFG00000018755
canis_lupus_dingo ENSCAFG00020001403
vulpes_vulpes ENSVVUG00000008988
panthera_tigris_altaica ENSPTIG00000019544
panthera_pardus ENSPPRG00000023944
felis_catus ENSFCAG00000032091
equus_asinus_asinus ENSEASG00005007682
equus_caballus ENSECAG00000016448
tursiops_truncatus ENSTTRG00000003887
sus_scrofa ENSSSCG00000012658
sorex_araneus ENSSARG00000011723
dipodomys_ordii ENSDORG00000024129
castor_canadensis ENSCCNG00000015601
mus_spicilegus ENSMSIG00000013410
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034202
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031104
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033044
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031589
rattus_norvegicus ENSRNOG00000006698
meriones_unguiculatus ENSMUGG00000026216
peromyscus_maniculatus_bairdii ENSPEMG00000010237
microtus_ochrogaster ENSMOCG00000020142
cricetulus_griseus_crigri_1.0 ENSCGRG00000013497
cricetulus_griseus_crigri-picr ENSCGRG00015013305
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001211
mesocricetus_auratus ENSMAUG00000014025
nannospalax_galili ENSNGAG00000013169
jaculus_jaculus ENSJJAG00000007444
urocitellus_parryii ENSUPAG00010011381
ictidomys_tridecemlineatus ENSSTOG00000008386
marmota_marmota_marmota ENSMMMG00000005045
spermophilus_dauricus ENSSDAG00000021528
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018536
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000293
fukomys_damarensis ENSFDAG00000008571
cavia_porcellus ENSCPOG00000000119
chinchilla_lanigera ENSCLAG00000005031
octodon_degus ENSODEG00000011726
ochotona_princeps ENSOPRG00000004472
pan_paniscus ENSPPAG00000038245
homo_sapiens ENSG00000134594
gorilla_gorilla ENSGGOG00000023435
pongo_abelii ENSPPYG00000020713
nomascus_leucogenys ENSNLEG00000034919
rhinopithecus_bieti ENSRBIG00000027902
rhinopithecus_roxellana ENSRROG00000029829
colobus_angolensis_palliatus ENSCANG00000041717
theropithecus_gelada ENSTGEG00000023038
papio_anubis ENSPANG00000006808
cercocebus_atys ENSCATG00000022275
mandrillus_leucophaeus ENSMLEG00000031891
chlorocebus_sabaeus ENSCSAG00000007992
macaca_nemestrina ENSMNEG00000005598
macaca_fascicularis ENSMFAG00000002604
callithrix_jacchus ENSCJAG00000002524
saimiri_boliviensis_boliviensis ENSSBOG00000025176
cebus_capucinus_imitator ENSCCAG00000035680
aotus_nancymaae ENSANAG00000027971
carlito_syrichta ENSTSYG00000028731
prolemur_simus ENSPSMG00000018484
microcebus_murinus ENSMICG00000034851
propithecus_coquereli ENSPCOG00000028877
otolemur_garnettii ENSOGAG00000033299
tupaia_belangeri ENSTBEG00000009702
dasypus_novemcinctus ENSDNOG00000048455
loxodonta_africana ENSLAFG00000008832
cavia_aperea ENSCAPG00000010722
macaca_mulatta ENSMMUG00000004960
choloepus_hoffmanni ENSCHOG00000007375
procavia_capensis ENSPCAG00000008986
oryctolagus_cuniculus ENSOCUG00000002932
bos_mutus ENSBMUG00000013825
bos_taurus ENSBTAG00000034712
ovis_aries ENSOARG00000015461
bison_bison_bison ENSBBBG00000022832
ursus_maritimus ENSUMAG00000011821
phascolarctos_cinereus ENSPCIG00000015312
monodelphis_domestica ENSMODG00000013269
chelonoidis_abingdonii ENSCABG00000022509
gopherus_agassizii ENSGAGG00000009488
chrysemys_picta_bellii ENSCPBG00000012042
sphenodon_punctatus ENSSPUG00000005574
anser_brachyrhynchus ENSABRG00000001381
anas_platyrhynchos_platyrhynchos ENSAPLG00000001121
gallus_gallus ENSGALG00000024049
coturnix_japonica ENSCJPG00005003849
meleagris_gallopavo ENSMGAG00000001808
numida_meleagris ENSNMEG00000011051
calidris_pygmaea ENSCPGG00000000108
calidris_pugnax ENSCPUG00000008232
lonchura_striata_domestica ENSLSDG00000001796
lonchura_striata_domestica ENSLSDG00000003390
taeniopygia_guttata ENSTGUG00000005228
junco_hyemalis ENSJHYG00000013798
serinus_canaria ENSSCAG00000015985
parus_major ENSPMJG00000012397
ficedula_albicollis ENSFALG00000011581
manacus_vitellinus ENSMVIG00005010642
lepidothrix_coronata ENSLCOG00000009109
cyanistes_caeruleus ENSCCEG00000004993
zonotrichia_albicollis ENSZALG00000013697
melopsittacus_undulatus ENSMUNG00000015028
calidris_pugnax ENSCPUG00000008229
apteryx_owenii ENSAOWG00000012551
apteryx_haastii ENSAHAG00000004062
dromaius_novaehollandiae ENSDNVG00000014753
nothoprocta_perdicaria ENSNPEG00000004754
pogona_vitticeps ENSPVIG00000005783
anolis_carolinensis ENSACAG00000008849
notechis_scutatus ENSNSUG00000002080
salvator_merianae ENSSMRG00000013181
xenopus_tropicalis ENSXETG00000018183
latimeria_chalumnae ENSLACG00000007934
scophthalmus_maximus ENSSMAG00000013733
cynoglossus_semilaevis ENSCSEG00000016284
poecilia_formosa ENSPFOG00000004037
poecilia_mexicana ENSPMEG00000003177
poecilia_latipinna ENSPLAG00000005189
poecilia_reticulata ENSPREG00000003221
xiphophorus_couchianus ENSXCOG00000013344
xiphophorus_maculatus ENSXMAG00000000843
gambusia_affinis ENSGAFG00000015490
cyprinodon_variegatus ENSCVAG00000011665
fundulus_heteroclitus ENSFHEG00000022141
kryptolebias_marmoratus ENSKMAG00000006593
oryzias_latipes_asm223467v1 ENSORLG00000030566
oryzias_latipes_asm223469v1 ENSORLG00015015327
oryzias_latipes_asm223471v1 ENSORLG00020020266
oryzias_melastigma ENSOMEG00000017306
mola_mola ENSMMOG00000010077
labrus_bergylta ENSLBEG00000014427
gasterosteus_aculeatus ENSGACG00000018745
hippocampus_comes ENSHCOG00000004726
seriola_lalandi_dorsalis ENSSLDG00000022004
seriola_dumerili ENSSDUG00000013968
anabas_testudineus ENSATEG00000017702
amphiprion_ocellaris ENSAOCG00000007448
acanthochromis_polyacanthus ENSAPOG00000000952
stegastes_partitus ENSSPAG00000005785
pundamilia_nyererei ENSPNYG00000000044
astatotilapia_calliptera ENSACLG00000021547
maylandia_zebra ENSMZEG00005005433
haplochromis_burtoni ENSHBUG00000012548
neolamprologus_brichardi ENSNBRG00000022235
oreochromis_niloticus ENSONIG00000015828
mastacembelus_armatus ENSMAMG00000000565
monopterus_albus ENSMALG00000012630
amphilophus_citrinellus ENSACIG00000022520
amphiprion_percula ENSAPEG00000015376
tetraodon_nigroviridis ENSTNIG00000010122
takifugu_rubripes ENSTRUG00000020335
periophthalmus_magnuspinnatus ENSPMGG00000013386
gadus_morhua ENSGMOG00000006175
ictalurus_punctatus ENSIPUG00000014269
scleropages_formosus ENSSFOG00015004253
pygocentrus_nattereri ENSPNAG00000022929
danio_rerio ENSDARG00000057394
esox_lucius ENSELUG00000013219
paramormyrops_kingsleyae ENSPKIG00000001765
lepisosteus_oculatus ENSLOCG00000015358
