ursus_maritimus ENSUMAG00000024637
ursus_americanus ENSUAMG00000010034
ailuropoda_melanoleuca ENSAMEG00000013410
mustela_putorius_furo ENSMPUG00000010049
neovison_vison ENSNVIG00000017760
vulpes_vulpes ENSVVUG00000015682
canis_lupus_dingo ENSCAFG00020009173
panthera_pardus ENSPPRG00000000397
panthera_tigris_altaica ENSPTIG00000003416
felis_catus ENSFCAG00000028634
bos_mutus ENSBMUG00000000325
bos_taurus ENSBTAG00000048999
bison_bison_bison ENSBBBG00000022905
capra_hircus ENSCHIG00000015317
sus_scrofa ENSSSCG00000032133
equus_caballus ENSECAG00000034308
equus_asinus_asinus ENSEASG00005001398
homo_sapiens ENSG00000121236
nomascus_leucogenys ENSNLEG00000029983
colobus_angolensis_palliatus ENSCANG00000042055
piliocolobus_tephrosceles ENSPTEG00000014596
rhinopithecus_bieti ENSRBIG00000035845
rhinopithecus_roxellana ENSRROG00000002499
macaca_fascicularis ENSMFAG00000045179
macaca_nemestrina ENSMNEG00000038705
theropithecus_gelada ENSTGEG00000021584
cercocebus_atys ENSCATG00000039805
papio_anubis ENSPANG00000008345
mandrillus_leucophaeus ENSMLEG00000019382
cebus_capucinus_imitator ENSCCAG00000036296
saimiri_boliviensis_boliviensis ENSSBOG00000032904
callithrix_jacchus ENSCJAG00000020117
aotus_nancymaae ENSANAG00000038271
aotus_nancymaae ENSANAG00000019342
carlito_syrichta ENSTSYG00000037265
microcebus_murinus ENSMICG00000005107
prolemur_simus ENSPSMG00000000698
propithecus_coquereli ENSPCOG00000014255
otolemur_garnettii ENSOGAG00000013145
castor_canadensis ENSCCNG00000026914
dipodomys_ordii ENSDORG00000008938
cricetulus_griseus_crigri-picr ENSCGRG00015018945
cricetulus_griseus_crigri_1.0 ENSCGRG00000008796
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004562
cricetulus_griseus_crigri-picr ENSCGRG00015016040
cricetulus_griseus_crigri-picr ENSCGRG00015001992
mesocricetus_auratus ENSMAUG00000002130
microtus_ochrogaster ENSMOCG00000011634
peromyscus_maniculatus_bairdii ENSPEMG00000022867
mus_spicilegus ENSMSIG00000029929
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000072244
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031292
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030184
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013400
rattus_norvegicus ENSRNOG00000017147
meriones_unguiculatus ENSMUGG00000020247
nannospalax_galili ENSNGAG00000019952
jaculus_jaculus ENSJJAG00000001536
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008863
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017526
fukomys_damarensis ENSFDAG00000006590
chinchilla_lanigera ENSCLAG00000016363
octodon_degus ENSODEG00000010687
cavia_porcellus ENSCPOG00000030803
cavia_aperea ENSCAPG00000009205
urocitellus_parryii ENSUPAG00010018642
ictidomys_tridecemlineatus ENSSTOG00000024836
spermophilus_dauricus ENSSDAG00000001211
marmota_marmota_marmota ENSMMMG00000013325
loxodonta_africana ENSLAFG00000005775
dasypus_novemcinctus ENSDNOG00000038027
