capra_hircus ENSCHIG00000014897
ovis_aries ENSOARG00000012411
bos_mutus ENSBMUG00000001974
bos_taurus ENSBTAG00000048447
bison_bison_bison ENSBBBG00000002836
sus_scrofa ENSSSCG00000001551
ursus_maritimus ENSUMAG00000010262
ursus_americanus ENSUAMG00000018765
ailuropoda_melanoleuca ENSAMEG00000000559
neovison_vison ENSNVIG00000011251
canis_lupus_dingo ENSCAFG00020007116
canis_lupus_familiaris ENSCAFG00000001348
vulpes_vulpes ENSVVUG00000026194
equus_asinus_asinus ENSEASG00005021251
peromyscus_maniculatus_bairdii ENSPEMG00000012070
microtus_ochrogaster ENSMOCG00000014382
cricetulus_griseus_crigri-picr ENSCGRG00015015492
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018037
cricetulus_griseus_crigri_1.0 ENSCGRG00000004100
mesocricetus_auratus ENSMAUG00000009190
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022236
mus_spicilegus ENSMSIG00000009026
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021323
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023641
rattus_norvegicus ENSRNOG00000038807
meriones_unguiculatus ENSMUGG00000019814
nannospalax_galili ENSNGAG00000005121
jaculus_jaculus ENSJJAG00000017544
dipodomys_ordii ENSDORG00000000744
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011202
urocitellus_parryii ENSUPAG00010015452
ictidomys_tridecemlineatus ENSSTOG00000006012
prolemur_simus ENSPSMG00000010711
otolemur_garnettii ENSOGAG00000006388
pongo_abelii ENSPPYG00000016534
nomascus_leucogenys ENSNLEG00000008771
macaca_nemestrina ENSMNEG00000030010
macaca_fascicularis ENSMFAG00000046263
macaca_mulatta ENSMMUG00000015382
papio_anubis ENSPANG00000022116
mandrillus_leucophaeus ENSMLEG00000033601
chlorocebus_sabaeus ENSCSAG00000010013
theropithecus_gelada ENSTGEG00000029521
cercocebus_atys ENSCATG00000031441
callithrix_jacchus ENSCJAG00000015754
pan_troglodytes ENSPTRG00000024123
pan_paniscus ENSPPAG00000031587
homo_sapiens ENSG00000196748
gorilla_gorilla ENSGGOG00000007944
rhinopithecus_roxellana ENSRROG00000036180
rhinopithecus_bieti ENSRBIG00000030153
piliocolobus_tephrosceles ENSPTEG00000031509
colobus_angolensis_palliatus ENSCANG00000000583
cebus_capucinus_imitator ENSCCAG00000023416
saimiri_boliviensis_boliviensis ENSSBOG00000027052
aotus_nancymaae ENSANAG00000022845
propithecus_coquereli ENSPCOG00000018053
microcebus_murinus ENSMICG00000041586
dasypus_novemcinctus ENSDNOG00000040414
loxodonta_africana ENSLAFG00000000454
