astyanax_mexicanus ENSAMXG00000016763
pygocentrus_nattereri ENSPNAG00000011431
ictalurus_punctatus ENSIPUG00000012418
danio_rerio ENSDARG00000103802
takifugu_rubripes ENSTRUG00000000368
tetraodon_nigroviridis ENSTNIG00000013762
gasterosteus_aculeatus ENSGACG00000004281
labrus_bergylta ENSLBEG00000027713
monopterus_albus ENSMALG00000014716
mastacembelus_armatus ENSMAMG00000008284
anabas_testudineus ENSATEG00000009351
seriola_dumerili ENSSDUG00000022352
seriola_lalandi_dorsalis ENSSLDG00000020274
neolamprologus_brichardi ENSNBRG00000015612
oreochromis_niloticus ENSONIG00000019253
astatotilapia_calliptera ENSACLG00000026400
maylandia_zebra ENSMZEG00005009856
pundamilia_nyererei ENSPNYG00000021080
haplochromis_burtoni ENSHBUG00000012039
amphilophus_citrinellus ENSACIG00000016604
amphiprion_percula ENSAPEG00000023923
amphiprion_ocellaris ENSAOCG00000018486
acanthochromis_polyacanthus ENSAPOG00000015084
stegastes_partitus ENSSPAG00000009249
poecilia_mexicana ENSPMEG00000013610
poecilia_formosa ENSPFOG00000016801
poecilia_latipinna ENSPLAG00000010657
poecilia_reticulata ENSPREG00000014145
gambusia_affinis ENSGAFG00000016674
xiphophorus_maculatus ENSXMAG00000010766
fundulus_heteroclitus ENSFHEG00000010905
kryptolebias_marmoratus ENSKMAG00000003913
oryzias_latipes_asm223467v1 ENSORLG00000027069
oryzias_latipes_asm223471v1 ENSORLG00020001542
oryzias_melastigma ENSOMEG00000001476
gadus_morhua ENSGMOG00000002814
esox_lucius ENSELUG00000003095
apteryx_haastii ENSAHAG00000006524
apteryx_rowi ENSARWG00000015258
apteryx_owenii ENSAOWG00000002031
nothoprocta_perdicaria ENSNPEG00000002806
taeniopygia_guttata ENSTGUG00000006105
ficedula_albicollis ENSFALG00000001760
meleagris_gallopavo ENSMGAG00000016879
melopsittacus_undulatus ENSMUNG00000014041
notechis_scutatus ENSNSUG00000019974
tursiops_truncatus ENSTTRG00000014409
erinaceus_europaeus ENSEEUG00000007018
ochotona_princeps ENSOPRG00000009169
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004753
rhinopithecus_bieti ENSRBIG00000033824
procavia_capensis ENSPCAG00000014839
choloepus_hoffmanni ENSCHOG00000010296
notamacropus_eugenii ENSMEUG00000005983
ornithorhynchus_anatinus ENSOANG00000021552
