anser_brachyrhynchus ENSABRG00000002500
anas_platyrhynchos_platyrhynchos ENSAPLG00000017150
gallus_gallus ENSGALG00000039200
meleagris_gallopavo ENSMGAG00000007179
coturnix_japonica ENSCJPG00005021286
numida_meleagris ENSNMEG00000003409
lepidothrix_coronata ENSLCOG00000010996
manacus_vitellinus ENSMVIG00005012446
junco_hyemalis ENSJHYG00000000308
zonotrichia_albicollis ENSZALG00000005331
ficedula_albicollis ENSFALG00000002423
parus_major ENSPMJG00000017138
cyanistes_caeruleus ENSCCEG00000017203
lonchura_striata_domestica ENSLSDG00000015290
taeniopygia_guttata ENSTGUG00000004202
serinus_canaria ENSSCAG00000013710
melopsittacus_undulatus ENSMUNG00000016926
calidris_pugnax ENSCPUG00000019020
calidris_pygmaea ENSCPGG00000015564
dromaius_novaehollandiae ENSDNVG00000012446
nothoprocta_perdicaria ENSNPEG00000006346
apteryx_owenii ENSAOWG00000006331
apteryx_haastii ENSAHAG00000017016
apteryx_rowi ENSARWG00000006825
chelonoidis_abingdonii ENSCABG00000020526
chrysemys_picta_bellii ENSCPBG00000009651
gopherus_agassizii ENSGAGG00000024442
pelodiscus_sinensis ENSPSIG00000015083
crocodylus_porosus ENSCPRG00005018595
anolis_carolinensis ENSACAG00000001519
pogona_vitticeps ENSPVIG00000009273
notechis_scutatus ENSNSUG00000010275
salvator_merianae ENSSMRG00000004407
sphenodon_punctatus ENSSPUG00000011566
phascolarctos_cinereus ENSPCIG00000006978
notamacropus_eugenii ENSMEUG00000011614
sarcophilus_harrisii ENSSHAG00000005565
monodelphis_domestica ENSMODG00000004260
choloepus_hoffmanni ENSCHOG00000007376
dasypus_novemcinctus ENSDNOG00000006538
loxodonta_africana ENSLAFG00000013628
echinops_telfairi ENSETEG00000016060
procavia_capensis ENSPCAG00000009935
microcebus_murinus ENSMICG00000044460
prolemur_simus ENSPSMG00000013592
propithecus_coquereli ENSPCOG00000015119
otolemur_garnettii ENSOGAG00000008556
pan_troglodytes ENSPTRG00000009554
pan_paniscus ENSPPAG00000034130
homo_sapiens ENSG00000168646
gorilla_gorilla ENSGGOG00000003974
pongo_abelii ENSPPYG00000008554
theropithecus_gelada ENSTGEG00000025006
papio_anubis ENSPANG00000020613
mandrillus_leucophaeus ENSMLEG00000028937
cercocebus_atys ENSCATG00000033699
macaca_fascicularis ENSMFAG00000000055
macaca_nemestrina ENSMNEG00000000060
chlorocebus_sabaeus ENSCSAG00000004096
colobus_angolensis_palliatus ENSCANG00000003277
