gallus_gallus ENSGALG00000032713
coturnix_japonica ENSCJPG00005019083
numida_meleagris ENSNMEG00000022334
anas_platyrhynchos_platyrhynchos ENSAPLG00000024190
cyanistes_caeruleus ENSCCEG00000004752
lonchura_striata_domestica ENSLSDG00000002510
serinus_canaria ENSSCAG00000010388
junco_hyemalis ENSJHYG00000010645
zonotrichia_albicollis ENSZALG00000002566
parus_major ENSPMJG00000016678
ficedula_albicollis ENSFALG00000006161
manacus_vitellinus ENSMVIG00005002547
manacus_vitellinus ENSMVIG00005002044
lepidothrix_coronata ENSLCOG00000015976
melopsittacus_undulatus ENSMUNG00000010231
calidris_pugnax ENSCPUG00000002156
calidris_pugnax ENSCPUG00000002158
calidris_pygmaea ENSCPGG00000005273
anser_brachyrhynchus ENSABRG00000012925
apteryx_haastii ENSAHAG00000014853
apteryx_owenii ENSAOWG00000006772
apteryx_rowi ENSARWG00000011039
dromaius_novaehollandiae ENSDNVG00000001326
nothoprocta_perdicaria ENSNPEG00000007270
crocodylus_porosus ENSCPRG00005003823
gopherus_agassizii ENSGAGG00000019706
chelonoidis_abingdonii ENSCABG00000006843
chrysemys_picta_bellii ENSCPBG00000026200
pelodiscus_sinensis ENSPSIG00000011490
pogona_vitticeps ENSPVIG00000004646
anolis_carolinensis ENSACAG00000001256
notechis_scutatus ENSNSUG00000003263
salvator_merianae ENSSMRG00000012741
sphenodon_punctatus ENSSPUG00000001739
carlito_syrichta ENSTSYG00000035285
echinops_telfairi ENSETEG00000011013
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007754
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000622
fukomys_damarensis ENSFDAG00000014610
chinchilla_lanigera ENSCLAG00000018012
octodon_degus ENSODEG00000005709
dipodomys_ordii ENSDORG00000026795
microtus_ochrogaster ENSMOCG00000012361
peromyscus_maniculatus_bairdii ENSPEMG00000014429
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007733
cricetulus_griseus_crigri-picr ENSCGRG00015010514
cricetulus_griseus_crigri_1.0 ENSCGRG00000000039
mesocricetus_auratus ENSMAUG00000013476
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035451
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018617
mus_spicilegus ENSMSIG00000004077
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017772
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029528
rattus_norvegicus ENSRNOG00000009284
nannospalax_galili ENSNGAG00000011420
meriones_unguiculatus ENSMUGG00000027138
jaculus_jaculus ENSJJAG00000000995
ictidomys_tridecemlineatus ENSSTOG00000023537
urocitellus_parryii ENSUPAG00010021593
marmota_marmota_marmota ENSMMMG00000005703
spermophilus_dauricus ENSSDAG00000022955
castor_canadensis ENSCCNG00000010804
ochotona_princeps ENSOPRG00000006120
tupaia_belangeri ENSTBEG00000007681
propithecus_coquereli ENSPCOG00000017250
prolemur_simus ENSPSMG00000001570
microcebus_murinus ENSMICG00000031066
otolemur_garnettii ENSOGAG00000031319
pan_troglodytes ENSPTRG00000006285
homo_sapiens ENSG00000129514
pongo_abelii ENSPPYG00000005758
nomascus_leucogenys ENSNLEG00000033881
theropithecus_gelada ENSTGEG00000003769
cercocebus_atys ENSCATG00000039617
papio_anubis ENSPANG00000015153
macaca_fascicularis ENSMFAG00000000339
macaca_nemestrina ENSMNEG00000037284
macaca_mulatta ENSMMUG00000009653
chlorocebus_sabaeus ENSCSAG00000015444
piliocolobus_tephrosceles ENSPTEG00000007274
rhinopithecus_bieti ENSRBIG00000037195
colobus_angolensis_palliatus ENSCANG00000011101
cebus_capucinus_imitator ENSCCAG00000036954
saimiri_boliviensis_boliviensis ENSSBOG00000033644
callithrix_jacchus ENSCJAG00000040054
aotus_nancymaae ENSANAG00000024126
capra_hircus ENSCHIG00000023519
ovis_aries ENSOARG00000008192
bos_taurus ENSBTAG00000013888
bos_mutus ENSBMUG00000016240
bison_bison_bison ENSBBBG00000009446
tursiops_truncatus ENSTTRG00000002855
sus_scrofa ENSSSCG00000037634
vicugna_pacos ENSVPAG00000009933
pteropus_vampyrus ENSPVAG00000014588
myotis_lucifugus ENSMLUG00000029779
ursus_americanus ENSUAMG00000011666
ailuropoda_melanoleuca ENSAMEG00000008009
neovison_vison ENSNVIG00000005243
mustela_putorius_furo ENSMPUG00000016255
canis_lupus_dingo ENSCAFG00020022280
canis_lupus_familiaris ENSCAFG00000013743
vulpes_vulpes ENSVVUG00000020715
panthera_pardus ENSPPRG00000007719
felis_catus ENSFCAG00000028305
equus_caballus ENSECAG00000027995
equus_asinus_asinus ENSEASG00005007608
sorex_araneus ENSSARG00000008208
dasypus_novemcinctus ENSDNOG00000032245
loxodonta_africana ENSLAFG00000000062
notamacropus_eugenii ENSMEUG00000000643
phascolarctos_cinereus ENSPCIG00000015466
monodelphis_domestica ENSMODG00000012030
sarcophilus_harrisii ENSSHAG00000001593
latimeria_chalumnae ENSLACG00000012599
seriola_lalandi_dorsalis ENSSLDG00000019121
anabas_testudineus ENSATEG00000013330
labrus_bergylta ENSLBEG00000018830
esox_lucius ENSELUG00000003158
astyanax_mexicanus ENSAMXG00000040223
pygocentrus_nattereri ENSPNAG00000008357
ictalurus_punctatus ENSIPUG00000001537
danio_rerio ENSDARG00000102138
paramormyrops_kingsleyae ENSPKIG00000022775
scleropages_formosus ENSSFOG00015019128
lepisosteus_oculatus ENSLOCG00000009382
