bos_taurus ENSBTAG00000010896
bison_bison_bison ENSBBBG00000003659
capra_hircus ENSCHIG00000011125
sus_scrofa ENSSSCG00000034181
tursiops_truncatus ENSTTRG00000003623
equus_caballus ENSECAG00000027948
equus_asinus_asinus ENSEASG00005005373
ursus_americanus ENSUAMG00000006173
ailuropoda_melanoleuca ENSAMEG00000009342
neovison_vison ENSNVIG00000022290
mustela_putorius_furo ENSMPUG00000000476
canis_lupus_familiaris ENSCAFG00000015412
canis_lupus_dingo ENSCAFG00020011200
vulpes_vulpes ENSVVUG00000015109
panthera_pardus ENSPPRG00000001131
felis_catus ENSFCAG00000033775
myotis_lucifugus ENSMLUG00000008362
pteropus_vampyrus ENSPVAG00000002830
sorex_araneus ENSSARG00000011437
erinaceus_europaeus ENSEEUG00000012691
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028184
mus_spicilegus ENSMSIG00000030244
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049691
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027187
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016971
rattus_norvegicus ENSRNOG00000060782
meriones_unguiculatus ENSMUGG00000002383
peromyscus_maniculatus_bairdii ENSPEMG00000022326
microtus_ochrogaster ENSMOCG00000012601
cricetulus_griseus_crigri-picr ENSCGRG00015023091
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003722
cricetulus_griseus_crigri_1.0 ENSCGRG00000002836
mesocricetus_auratus ENSMAUG00000021195
nannospalax_galili ENSNGAG00000015309
jaculus_jaculus ENSJJAG00000009928
castor_canadensis ENSCCNG00000003932
ictidomys_tridecemlineatus ENSSTOG00000021803
urocitellus_parryii ENSUPAG00010016996
marmota_marmota_marmota ENSMMMG00000016036
dipodomys_ordii ENSDORG00000011852
chinchilla_lanigera ENSCLAG00000002039
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019028
octodon_degus ENSODEG00000010309
cavia_porcellus ENSCPOG00000005449
oryctolagus_cuniculus ENSOCUG00000009039
ochotona_princeps ENSOPRG00000005452
propithecus_coquereli ENSPCOG00000024252
prolemur_simus ENSPSMG00000005768
microcebus_murinus ENSMICG00000047225
otolemur_garnettii ENSOGAG00000015615
theropithecus_gelada ENSTGEG00000026247
cercocebus_atys ENSCATG00000042215
macaca_fascicularis ENSMFAG00000033223
macaca_nemestrina ENSMNEG00000037382
papio_anubis ENSPANG00000021310
mandrillus_leucophaeus ENSMLEG00000032257
chlorocebus_sabaeus ENSCSAG00000016338
rhinopithecus_bieti ENSRBIG00000010607
rhinopithecus_roxellana ENSRROG00000032223
colobus_angolensis_palliatus ENSCANG00000039930
piliocolobus_tephrosceles ENSPTEG00000038037
pan_troglodytes ENSPTRG00000048496
pan_paniscus ENSPPAG00000039595
homo_sapiens ENSG00000109705
gorilla_gorilla ENSGGOG00000008589
pongo_abelii ENSPPYG00000014611
nomascus_leucogenys ENSNLEG00000016256
callithrix_jacchus ENSCJAG00000044366
saimiri_boliviensis_boliviensis ENSSBOG00000031285
cebus_capucinus_imitator ENSCCAG00000018506
aotus_nancymaae ENSANAG00000031828
loxodonta_africana ENSLAFG00000031404
procavia_capensis ENSPCAG00000013077
dasypus_novemcinctus ENSDNOG00000043074
phascolarctos_cinereus ENSPCIG00000032566
monodelphis_domestica ENSMODG00000024753
anser_brachyrhynchus ENSABRG00000014468
anas_platyrhynchos_platyrhynchos ENSAPLG00000027777
coturnix_japonica ENSCJPG00005018427
parus_major ENSPMJG00000016375
lonchura_striata_domestica ENSLSDG00000007111
junco_hyemalis ENSJHYG00000017574
lepidothrix_coronata ENSLCOG00000015548
melopsittacus_undulatus ENSMUNG00000016128
calidris_pygmaea ENSCPGG00000010887
calidris_pugnax ENSCPUG00000002326
cyanistes_caeruleus ENSCCEG00000022893
dromaius_novaehollandiae ENSDNVG00000002769
nothoprocta_perdicaria ENSNPEG00000001917
apteryx_owenii ENSAOWG00000017446
apteryx_haastii ENSAHAG00000006602
crocodylus_porosus ENSCPRG00005004240
pogona_vitticeps ENSPVIG00000022833
notechis_scutatus ENSNSUG00000010458
salvator_merianae ENSSMRG00000023445
chelonoidis_abingdonii ENSCABG00000007720
gopherus_agassizii ENSGAGG00000017204
chrysemys_picta_bellii ENSCPBG00000005554
pelodiscus_sinensis ENSPSIG00000012169
sphenodon_punctatus ENSSPUG00000013121
latimeria_chalumnae ENSLACG00000003608
paramormyrops_kingsleyae ENSPKIG00000011760
lepisosteus_oculatus ENSLOCG00000009892
esox_lucius ENSELUG00000018758
oryzias_latipes_asm223467v1 ENSORLG00000029707
oryzias_latipes_asm223469v1 ENSORLG00015014677
oryzias_melastigma ENSOMEG00000012613
scophthalmus_maximus ENSSMAG00000011278
mastacembelus_armatus ENSMAMG00000018984
anabas_testudineus ENSATEG00000001782
amphiprion_ocellaris ENSAOCG00000017557
amphiprion_percula ENSAPEG00000003825
acanthochromis_polyacanthus ENSAPOG00000010072
stegastes_partitus ENSSPAG00000002841
seriola_lalandi_dorsalis ENSSLDG00000024167
seriola_dumerili ENSSDUG00000003467
astatotilapia_calliptera ENSACLG00000003738
maylandia_zebra ENSMZEG00005009214
haplochromis_burtoni ENSHBUG00000006681
pundamilia_nyererei ENSPNYG00000007878
neolamprologus_brichardi ENSNBRG00000024392
oreochromis_niloticus ENSONIG00000002379
amphilophus_citrinellus ENSACIG00000003492
cynoglossus_semilaevis ENSCSEG00000003170
gasterosteus_aculeatus ENSGACG00000016378
tetraodon_nigroviridis ENSTNIG00000015732
takifugu_rubripes ENSTRUG00000014438
mola_mola ENSMMOG00000004093
labrus_bergylta ENSLBEG00000020168
poecilia_formosa ENSPFOG00000002882
poecilia_latipinna ENSPLAG00000006028
poecilia_mexicana ENSPMEG00000022215
poecilia_reticulata ENSPREG00000013893
xiphophorus_maculatus ENSXMAG00000023793
xiphophorus_couchianus ENSXCOG00000000798
gambusia_affinis ENSGAFG00000002859
fundulus_heteroclitus ENSFHEG00000022173
cyprinodon_variegatus ENSCVAG00000001687
kryptolebias_marmoratus ENSKMAG00000019133
periophthalmus_magnuspinnatus ENSPMGG00000020176
hippocampus_comes ENSHCOG00000007369
astyanax_mexicanus ENSAMXG00000040725
pygocentrus_nattereri ENSPNAG00000013055
danio_rerio ENSDARG00000037639
gadus_morhua ENSGMOG00000018725
