caenorhabditis_elegans_strain_n2 WBGene00020012
drosophila_melanogaster FBgn0034420
phascolarctos_cinereus ENSPCIG00000011008
sarcophilus_harrisii ENSSHAG00000003477
monodelphis_domestica ENSMODG00000020958
choloepus_hoffmanni ENSCHOG00000008242
dasypus_novemcinctus ENSDNOG00000039442
loxodonta_africana ENSLAFG00000008880
procavia_capensis ENSPCAG00000003309
echinops_telfairi ENSETEG00000014401
castor_canadensis ENSCCNG00000028659
dipodomys_ordii ENSDORG00000000978
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045975
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021920
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021013
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016719
rattus_norvegicus ENSRNOG00000001621
meriones_unguiculatus ENSMUGG00000017838
meriones_unguiculatus ENSMUGG00000017881
cricetulus_griseus_crigri-picr ENSCGRG00015017235
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018582
cricetulus_griseus_crigri_1.0 ENSCGRG00000018229
mesocricetus_auratus ENSMAUG00000013544
microtus_ochrogaster ENSMOCG00000007215
peromyscus_maniculatus_bairdii ENSPEMG00000014730
nannospalax_galili ENSNGAG00000021112
jaculus_jaculus ENSJJAG00000016581
octodon_degus ENSODEG00000014616
chinchilla_lanigera ENSCLAG00000007896
cavia_porcellus ENSCPOG00000002808
cavia_aperea ENSCAPG00000000053
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016958
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009256
fukomys_damarensis ENSFDAG00000014493
ictidomys_tridecemlineatus ENSSTOG00000015690
urocitellus_parryii ENSUPAG00010022943
marmota_marmota_marmota ENSMMMG00000010233
spermophilus_dauricus ENSSDAG00000013050
oryctolagus_cuniculus ENSOCUG00000015510
ochotona_princeps ENSOPRG00000006900
tupaia_belangeri ENSTBEG00000006757
pan_paniscus ENSPPAG00000004421
pan_troglodytes ENSPTRG00000013932
homo_sapiens ENSG00000157617
gorilla_gorilla ENSGGOG00000013707
pongo_abelii ENSPPYG00000011442
nomascus_leucogenys ENSNLEG00000033883
theropithecus_gelada ENSTGEG00000022829
papio_anubis ENSPANG00000025139
cercocebus_atys ENSCATG00000041335
mandrillus_leucophaeus ENSMLEG00000043976
macaca_fascicularis ENSMFAG00000032505
macaca_mulatta ENSMMUG00000007030
macaca_nemestrina ENSMNEG00000043656
chlorocebus_sabaeus ENSCSAG00000008199
colobus_angolensis_palliatus ENSCANG00000030284
piliocolobus_tephrosceles ENSPTEG00000038147
rhinopithecus_bieti ENSRBIG00000000891
rhinopithecus_roxellana ENSRROG00000009589
cebus_capucinus_imitator ENSCCAG00000029556
saimiri_boliviensis_boliviensis ENSSBOG00000031814
callithrix_jacchus ENSCJAG00000013827
aotus_nancymaae ENSANAG00000021285
cebus_capucinus_imitator ENSCCAG00000023160
carlito_syrichta ENSTSYG00000010506
propithecus_coquereli ENSPCOG00000026979
prolemur_simus ENSPSMG00000016221
microcebus_murinus ENSMICG00000013844
otolemur_garnettii ENSOGAG00000006465
ovis_aries ENSOARG00000010526
capra_hircus ENSCHIG00000012559
bos_taurus ENSBTAG00000021259
bos_mutus ENSBMUG00000019154
bison_bison_bison ENSBBBG00000003069
tursiops_truncatus ENSTTRG00000012643
sus_scrofa ENSSSCG00000025821
myotis_lucifugus ENSMLUG00000026910
myotis_lucifugus ENSMLUG00000001106
pteropus_vampyrus ENSPVAG00000010123
ursus_americanus ENSUAMG00000019999
ursus_maritimus ENSUMAG00000025626
ailuropoda_melanoleuca ENSAMEG00000002123
neovison_vison ENSNVIG00000005456
mustela_putorius_furo ENSMPUG00000008960
canis_lupus_dingo ENSCAFG00020016591
canis_lupus_familiaris ENSCAFG00000010228
vulpes_vulpes ENSVVUG00000016600
panthera_pardus ENSPPRG00000007622
panthera_tigris_altaica ENSPTIG00000020254
felis_catus ENSFCAG00000012696
equus_asinus_asinus ENSEASG00005003887
equus_caballus ENSECAG00000006419
ornithorhynchus_anatinus ENSOANG00000006446
anolis_carolinensis ENSACAG00000003189
pogona_vitticeps ENSPVIG00000011776
notechis_scutatus ENSNSUG00000007317
salvator_merianae ENSSMRG00000022931
sphenodon_punctatus ENSSPUG00000013392
anser_brachyrhynchus ENSABRG00000008747
anas_platyrhynchos_platyrhynchos ENSAPLG00000001983
gallus_gallus ENSGALG00000016148
coturnix_japonica ENSCJPG00005008685
meleagris_gallopavo ENSMGAG00000014569
numida_meleagris ENSNMEG00000012982
lepidothrix_coronata ENSLCOG00000001732
manacus_vitellinus ENSMVIG00005006672
taeniopygia_guttata ENSTGUG00000005496
lonchura_striata_domestica ENSLSDG00000009849
serinus_canaria ENSSCAG00000010957
zonotrichia_albicollis ENSZALG00000002374
junco_hyemalis ENSJHYG00000014258
parus_major ENSPMJG00000010580
cyanistes_caeruleus ENSCCEG00000017145
ficedula_albicollis ENSFALG00000002057
melopsittacus_undulatus ENSMUNG00000008863
calidris_pygmaea ENSCPGG00000010460
calidris_pugnax ENSCPUG00000012280
apteryx_haastii ENSAHAG00000013279
apteryx_owenii ENSAOWG00000015507
apteryx_rowi ENSARWG00000014194
dromaius_novaehollandiae ENSDNVG00000008654
nothoprocta_perdicaria ENSNPEG00000000588
crocodylus_porosus ENSCPRG00005016182
gopherus_agassizii ENSGAGG00000022095
chelonoidis_abingdonii ENSCABG00000016905
chrysemys_picta_bellii ENSCPBG00000012921
pelodiscus_sinensis ENSPSIG00000008473
xenopus_tropicalis ENSXETG00000030142
xiphophorus_maculatus ENSXMAG00000013863
gambusia_affinis ENSGAFG00000015690
xiphophorus_couchianus ENSXCOG00000000625
poecilia_formosa ENSPFOG00000014289
poecilia_mexicana ENSPMEG00000014492
poecilia_latipinna ENSPLAG00000016121
poecilia_reticulata ENSPREG00000009798
fundulus_heteroclitus ENSFHEG00000015050
cyprinodon_variegatus ENSCVAG00000000501
kryptolebias_marmoratus ENSKMAG00000010462
oryzias_latipes_asm223467v1 ENSORLG00000012550
oryzias_latipes_asm223469v1 ENSORLG00015021469
oryzias_latipes_asm223471v1 ENSORLG00020014513
oryzias_melastigma ENSOMEG00000011867
cynoglossus_semilaevis ENSCSEG00000013088
mola_mola ENSMMOG00000005847
labrus_bergylta ENSLBEG00000013142
monopterus_albus ENSMALG00000002441
seriola_dumerili ENSSDUG00000018900
seriola_lalandi_dorsalis ENSSLDG00000004591
scophthalmus_maximus ENSSMAG00000001277
anabas_testudineus ENSATEG00000003475
mastacembelus_armatus ENSMAMG00000004420
amphiprion_ocellaris ENSAOCG00000015141
amphiprion_percula ENSAPEG00000016277
acanthochromis_polyacanthus ENSAPOG00000001905
stegastes_partitus ENSSPAG00000010836
pundamilia_nyererei ENSPNYG00000022300
haplochromis_burtoni ENSHBUG00000018587
astatotilapia_calliptera ENSACLG00000026579
maylandia_zebra ENSMZEG00005022952
oreochromis_niloticus ENSONIG00000011348
amphilophus_citrinellus ENSACIG00000004053
takifugu_rubripes ENSTRUG00000002343
tetraodon_nigroviridis ENSTNIG00000008580
gasterosteus_aculeatus ENSGACG00000020204
hippocampus_comes ENSHCOG00000000367
periophthalmus_magnuspinnatus ENSPMGG00000003009
gadus_morhua ENSGMOG00000012196
esox_lucius ENSELUG00000023790
pygocentrus_nattereri ENSPNAG00000017469
astyanax_mexicanus ENSAMXG00000008752
ictalurus_punctatus ENSIPUG00000018475
danio_rerio ENSDARG00000105000
scleropages_formosus ENSSFOG00015013901
paramormyrops_kingsleyae ENSPKIG00000020677
lepisosteus_oculatus ENSLOCG00000004620
anolis_carolinensis ENSACAG00000015655
pogona_vitticeps ENSPVIG00000009554
notechis_scutatus ENSNSUG00000005126
salvator_merianae ENSSMRG00000021714
sphenodon_punctatus ENSSPUG00000004069
meleagris_gallopavo ENSMGAG00000003303
coturnix_japonica ENSCJPG00005005177
gallus_gallus ENSGALG00000034014
numida_meleagris ENSNMEG00000011956
anser_brachyrhynchus ENSABRG00000016036
anas_platyrhynchos_platyrhynchos ENSAPLG00000009128
cyanistes_caeruleus ENSCCEG00000018815
cyanistes_caeruleus ENSCCEG00000005785
parus_major ENSPMJG00000007366
ficedula_albicollis ENSFALG00000009791
zonotrichia_albicollis ENSZALG00000012200
junco_hyemalis ENSJHYG00000008726
serinus_canaria ENSSCAG00000017147
lonchura_striata_domestica ENSLSDG00000007714
taeniopygia_guttata ENSTGUG00000000001
lepidothrix_coronata ENSLCOG00000003695
manacus_vitellinus ENSMVIG00005000713
calidris_pygmaea ENSCPGG00000002874
