loxodonta_africana ENSLAFG00000005993
procavia_capensis ENSPCAG00000013274
echinops_telfairi ENSETEG00000006997
sus_scrofa ENSSSCG00000037777
tursiops_truncatus ENSTTRG00000013924
ovis_aries ENSOARG00000005057
capra_hircus ENSCHIG00000022498
bos_taurus ENSBTAG00000022314
bos_mutus ENSBMUG00000013856
equus_caballus ENSECAG00000013908
equus_asinus_asinus ENSEASG00005019177
ursus_americanus ENSUAMG00000020453
ursus_maritimus ENSUMAG00000020684
ailuropoda_melanoleuca ENSAMEG00000007222
mustela_putorius_furo ENSMPUG00000009232
neovison_vison ENSNVIG00000023823
canis_lupus_dingo ENSCAFG00020022046
canis_lupus_familiaris ENSCAFG00000032560
vulpes_vulpes ENSVVUG00000029577
felis_catus ENSFCAG00000011394
panthera_pardus ENSPPRG00000008705
erinaceus_europaeus ENSEEUG00000006555
pteropus_vampyrus ENSPVAG00000003741
myotis_lucifugus ENSMLUG00000005200
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034330
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001964
mus_spicilegus ENSMSIG00000013919
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033175
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031718
rattus_norvegicus ENSRNOG00000058882
meriones_unguiculatus ENSMUGG00000008553
peromyscus_maniculatus_bairdii ENSPEMG00000012081
microtus_ochrogaster ENSMOCG00000003977
cricetulus_griseus_crigri-picr ENSCGRG00015007397
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023962
cricetulus_griseus_crigri_1.0 ENSCGRG00000002146
mesocricetus_auratus ENSMAUG00000016655
nannospalax_galili ENSNGAG00000018770
jaculus_jaculus ENSJJAG00000019656
castor_canadensis ENSCCNG00000000432
dipodomys_ordii ENSDORG00000004375
urocitellus_parryii ENSUPAG00010000276
ictidomys_tridecemlineatus ENSSTOG00000014689
marmota_marmota_marmota ENSMMMG00000014270
spermophilus_dauricus ENSSDAG00000006918
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000807
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003220
fukomys_damarensis ENSFDAG00000012899
chinchilla_lanigera ENSCLAG00000002874
octodon_degus ENSODEG00000003890
cavia_aperea ENSCAPG00000011725
cavia_porcellus ENSCPOG00000002642
oryctolagus_cuniculus ENSOCUG00000000882
tupaia_belangeri ENSTBEG00000012614
callithrix_jacchus ENSCJAG00000011853
saimiri_boliviensis_boliviensis ENSSBOG00000027560
cebus_capucinus_imitator ENSCCAG00000025612
aotus_nancymaae ENSANAG00000027129
rhinopithecus_bieti ENSRBIG00000037040
piliocolobus_tephrosceles ENSPTEG00000039402
colobus_angolensis_palliatus ENSCANG00000029328
piliocolobus_tephrosceles ENSPTEG00000029554
rhinopithecus_bieti ENSRBIG00000033510
papio_anubis ENSPANG00000009306
chlorocebus_sabaeus ENSCSAG00000006760
macaca_mulatta ENSMMUG00000013678
macaca_fascicularis ENSMFAG00000045316
macaca_nemestrina ENSMNEG00000042917
theropithecus_gelada ENSTGEG00000012049
cercocebus_atys ENSCATG00000030421
rhinopithecus_roxellana ENSRROG00000035453
rhinopithecus_roxellana ENSRROG00000030056
rhinopithecus_bieti ENSRBIG00000036169
piliocolobus_tephrosceles ENSPTEG00000003825
colobus_angolensis_palliatus ENSCANG00000006150
mandrillus_leucophaeus ENSMLEG00000038835
pan_troglodytes ENSPTRG00000049057
pan_paniscus ENSPPAG00000027507
homo_sapiens ENSG00000102119
gorilla_gorilla ENSGGOG00000009388
pongo_abelii ENSPPYG00000020873
nomascus_leucogenys ENSNLEG00000014117
carlito_syrichta ENSTSYG00000030432
propithecus_coquereli ENSPCOG00000015697
microcebus_murinus ENSMICG00000004682
prolemur_simus ENSPSMG00000013348
otolemur_garnettii ENSOGAG00000029264
dasypus_novemcinctus ENSDNOG00000048541
phascolarctos_cinereus ENSPCIG00000010081
sarcophilus_harrisii ENSSHAG00000003040
monodelphis_domestica ENSMODG00000002926
notamacropus_eugenii ENSMEUG00000000799
ornithorhynchus_anatinus ENSOANG00000011017
pogona_vitticeps ENSPVIG00000018305
notechis_scutatus ENSNSUG00000014890
salvator_merianae ENSSMRG00000015646
anolis_carolinensis ENSACAG00000024462
xenopus_tropicalis ENSXETG00000031487
