lepidothrix_coronata ENSLCOG00000015132
manacus_vitellinus ENSMVIG00005014593
junco_hyemalis ENSJHYG00000009628
zonotrichia_albicollis ENSZALG00000011799
serinus_canaria ENSSCAG00000005211
cyanistes_caeruleus ENSCCEG00000011637
ficedula_albicollis ENSFALG00000011485
taeniopygia_guttata ENSTGUG00000007348
lonchura_striata_domestica ENSLSDG00000017118
melopsittacus_undulatus ENSMUNG00000002889
calidris_pugnax ENSCPUG00000018411
calidris_pygmaea ENSCPGG00000005067
meleagris_gallopavo ENSMGAG00000007267
gallus_gallus ENSGALG00000052643
numida_meleagris ENSNMEG00000022954
coturnix_japonica ENSCJPG00005020076
anas_platyrhynchos_platyrhynchos ENSAPLG00000017258
anser_brachyrhynchus ENSABRG00000019515
dromaius_novaehollandiae ENSDNVG00000004129
nothoprocta_perdicaria ENSNPEG00000015228
crocodylus_porosus ENSCPRG00005014908
gopherus_agassizii ENSGAGG00000005380
chrysemys_picta_bellii ENSCPBG00000011439
sphenodon_punctatus ENSSPUG00000011293
notechis_scutatus ENSNSUG00000019467
sarcophilus_harrisii ENSSHAG00000006212
notamacropus_eugenii ENSMEUG00000013137
monodelphis_domestica ENSMODG00000028279
phascolarctos_cinereus ENSPCIG00000031617
phascolarctos_cinereus ENSPCIG00000035051
phascolarctos_cinereus ENSPCIG00000019905
monodelphis_domestica ENSMODG00000024593
sarcophilus_harrisii ENSSHAG00000006433
echinops_telfairi ENSETEG00000015402
echinops_telfairi ENSETEG00000006506
echinops_telfairi ENSETEG00000015696
loxodonta_africana ENSLAFG00000016645
carlito_syrichta ENSTSYG00000002375
tupaia_belangeri ENSTBEG00000009212
capra_hircus ENSCHIG00000009615
ovis_aries ENSOARG00000021041
bos_taurus ENSBTAG00000004558
bos_mutus ENSBMUG00000024914
bison_bison_bison ENSBBBG00000018229
tursiops_truncatus ENSTTRG00000007655
sus_scrofa ENSSSCG00000004670
equus_asinus_asinus ENSEASG00005017888
equus_caballus ENSECAG00000012148
ursus_maritimus ENSUMAG00000018966
ursus_americanus ENSUAMG00000024606
ailuropoda_melanoleuca ENSAMEG00000012639
neovison_vison ENSNVIG00000023505
canis_lupus_dingo ENSCAFG00020007808
canis_lupus_dingo ENSCAFG00020022099
canis_lupus_familiaris ENSCAFG00000031501
vulpes_vulpes ENSVVUG00000001251
canis_lupus_dingo ENSCAFG00020011797
panthera_tigris_altaica ENSPTIG00000012233
panthera_pardus ENSPPRG00000007756
felis_catus ENSFCAG00000037777
pteropus_vampyrus ENSPVAG00000003076
myotis_lucifugus ENSMLUG00000006208
erinaceus_europaeus ENSEEUG00000003556
sorex_araneus ENSSARG00000003463
vicugna_pacos ENSVPAG00000002727
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022257
cricetulus_griseus_crigri-picr ENSCGRG00015018473
cricetulus_griseus_crigri_1.0 ENSCGRG00000007193
mesocricetus_auratus ENSMAUG00000008273
microtus_ochrogaster ENSMOCG00000011759
peromyscus_maniculatus_bairdii ENSPEMG00000020057
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025135
mus_spicilegus ENSMSIG00000020373
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033213
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024216
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025661
rattus_norvegicus ENSRNOG00000050251
meriones_unguiculatus ENSMUGG00000006677
nannospalax_galili ENSNGAG00000019050
jaculus_jaculus ENSJJAG00000015034
marmota_marmota_marmota ENSMMMG00000017695
spermophilus_dauricus ENSSDAG00000016877
urocitellus_parryii ENSUPAG00010009717
ictidomys_tridecemlineatus ENSSTOG00000021929
castor_canadensis ENSCCNG00000018398
dipodomys_ordii ENSDORG00000024305
chinchilla_lanigera ENSCLAG00000010562
octodon_degus ENSODEG00000009386
cavia_aperea ENSCAPG00000017461
cavia_porcellus ENSCPOG00000033924
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016670
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019130
pan_troglodytes ENSPTRG00000007035
pan_paniscus ENSPPAG00000044140
gorilla_gorilla ENSGGOG00000026815
nomascus_leucogenys ENSNLEG00000029050
cercocebus_atys ENSCATG00000037581
mandrillus_leucophaeus ENSMLEG00000038177
papio_anubis ENSPANG00000017822
macaca_fascicularis ENSMFAG00000030902
macaca_nemestrina ENSMNEG00000035863
macaca_mulatta ENSMMUG00000044497
theropithecus_gelada ENSTGEG00000009622
rhinopithecus_bieti ENSRBIG00000044664
rhinopithecus_roxellana ENSRROG00000012837
colobus_angolensis_palliatus ENSCANG00000031493
piliocolobus_tephrosceles ENSPTEG00000017099
homo_sapiens ENSG00000166920
pongo_abelii ENSPPYG00000006446
chlorocebus_sabaeus ENSCSAG00000010290
cebus_capucinus_imitator ENSCCAG00000022789
saimiri_boliviensis_boliviensis ENSSBOG00000032988
callithrix_jacchus ENSCJAG00000040459
aotus_nancymaae ENSANAG00000022400
microcebus_murinus ENSMICG00000033332
prolemur_simus ENSPSMG00000020452
propithecus_coquereli ENSPCOG00000028882
oryctolagus_cuniculus ENSOCUG00000029216
oryctolagus_cuniculus ENSOCUG00000014190
ochotona_princeps ENSOPRG00000016494
dasypus_novemcinctus ENSDNOG00000041195
choloepus_hoffmanni ENSCHOG00000009013
ornithorhynchus_anatinus ENSOANG00000019779
latimeria_chalumnae ENSLACG00000022129
paramormyrops_kingsleyae ENSPKIG00000018939
scleropages_formosus ENSSFOG00015017476
scleropages_formosus ENSSFOG00015013924
paramormyrops_kingsleyae ENSPKIG00000019958
xiphophorus_maculatus ENSXMAG00000024159
gambusia_affinis ENSGAFG00000005148
poecilia_formosa ENSPFOG00000005496
poecilia_mexicana ENSPMEG00000015312
poecilia_latipinna ENSPLAG00000009446
fundulus_heteroclitus ENSFHEG00000002784
poecilia_latipinna ENSPLAG00000009455
poecilia_mexicana ENSPMEG00000015317
poecilia_formosa ENSPFOG00000005494
poecilia_reticulata ENSPREG00000008498
xiphophorus_maculatus ENSXMAG00000002303
xiphophorus_couchianus ENSXCOG00000018372
gambusia_affinis ENSGAFG00000005168
cyprinodon_variegatus ENSCVAG00000010280
kryptolebias_marmoratus ENSKMAG00000013573
oryzias_latipes_asm223467v1 ENSORLG00000029581
oryzias_latipes_asm223469v1 ENSORLG00015021259
oryzias_latipes_asm223471v1 ENSORLG00020021731
oryzias_melastigma ENSOMEG00000009283
maylandia_zebra ENSMZEG00005012182
haplochromis_burtoni ENSHBUG00000012341
pundamilia_nyererei ENSPNYG00000008598
astatotilapia_calliptera ENSACLG00000016750
neolamprologus_brichardi ENSNBRG00000022374
amphilophus_citrinellus ENSACIG00000019890
takifugu_rubripes ENSTRUG00000016908
labrus_bergylta ENSLBEG00000004952
mola_mola ENSMMOG00000021577
seriola_dumerili ENSSDUG00000016526
seriola_lalandi_dorsalis ENSSLDG00000009371
scophthalmus_maximus ENSSMAG00000021291
monopterus_albus ENSMALG00000012657
mastacembelus_armatus ENSMAMG00000011844
anabas_testudineus ENSATEG00000018366
amphiprion_ocellaris ENSAOCG00000016673
acanthochromis_polyacanthus ENSAPOG00000015705
amphiprion_percula ENSAPEG00000000290
stegastes_partitus ENSSPAG00000019658
hippocampus_comes ENSHCOG00000001848
cynoglossus_semilaevis ENSCSEG00000012700
periophthalmus_magnuspinnatus ENSPMGG00000002877
esox_lucius ENSELUG00000001998
pygocentrus_nattereri ENSPNAG00000006441
astyanax_mexicanus ENSAMXG00000042391
ictalurus_punctatus ENSIPUG00000016311
