caenorhabditis_elegans_strain_n2 WBGene00012205
drosophila_melanogaster FBgn0025629
gopherus_agassizii ENSGAGG00000020902
gopherus_agassizii ENSGAGG00000011345
chelonoidis_abingdonii ENSCABG00000013734
chelonoidis_abingdonii ENSCABG00000007474
chrysemys_picta_bellii ENSCPBG00000018143
pelodiscus_sinensis ENSPSIG00000015919
crocodylus_porosus ENSCPRG00005004047
anolis_carolinensis ENSACAG00000013090
pogona_vitticeps ENSPVIG00000006996
notechis_scutatus ENSNSUG00000003465
salvator_merianae ENSSMRG00000008621
apteryx_owenii ENSAOWG00000018451
apteryx_rowi ENSARWG00000017064
apteryx_haastii ENSAHAG00000010507
coturnix_japonica ENSCJPG00005004484
sphenodon_punctatus ENSSPUG00000006381
jaculus_jaculus ENSJJAG00000014500
ochotona_princeps ENSOPRG00000006660
tupaia_belangeri ENSTBEG00000011522
echinops_telfairi ENSETEG00000002682
loxodonta_africana ENSLAFG00000010794
tursiops_truncatus ENSTTRG00000008348
sus_scrofa ENSSSCG00000025027
equus_asinus_asinus ENSEASG00005007286
equus_caballus ENSECAG00000009016
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018274
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005738
fukomys_damarensis ENSFDAG00000016753
octodon_degus ENSODEG00000001799
chinchilla_lanigera ENSCLAG00000014968
cavia_porcellus ENSCPOG00000000066
cavia_aperea ENSCAPG00000009761
urocitellus_parryii ENSUPAG00010017651
ictidomys_tridecemlineatus ENSSTOG00000001154
marmota_marmota_marmota ENSMMMG00000010517
spermophilus_dauricus ENSSDAG00000002384
castor_canadensis ENSCCNG00000031215
dipodomys_ordii ENSDORG00000007270
oryctolagus_cuniculus ENSOCUG00000012498
mustela_putorius_furo ENSMPUG00000002046
neovison_vison ENSNVIG00000003365
ursus_americanus ENSUAMG00000013150
ursus_maritimus ENSUMAG00000020114
ailuropoda_melanoleuca ENSAMEG00000005428
canis_lupus_familiaris ENSCAFG00000000290
canis_lupus_dingo ENSCAFG00020022852
vulpes_vulpes ENSVVUG00000016799
panthera_pardus ENSPPRG00000011095
panthera_tigris_altaica ENSPTIG00000012709
felis_catus ENSFCAG00000032363
myotis_lucifugus ENSMLUG00000005935
piliocolobus_tephrosceles ENSPTEG00000027391
colobus_angolensis_palliatus ENSCANG00000040320
rhinopithecus_bieti ENSRBIG00000038916
rhinopithecus_roxellana ENSRROG00000037434
macaca_mulatta ENSMMUG00000022148
macaca_fascicularis ENSMFAG00000035422
macaca_nemestrina ENSMNEG00000036839
mandrillus_leucophaeus ENSMLEG00000032975
theropithecus_gelada ENSTGEG00000018743
chlorocebus_sabaeus ENSCSAG00000004611
papio_anubis ENSPANG00000010683
cercocebus_atys ENSCATG00000036300
homo_sapiens ENSG00000037897
gorilla_gorilla ENSGGOG00000001411
pan_paniscus ENSPPAG00000042594
pan_troglodytes ENSPTRG00000005150
pongo_abelii ENSPPYG00000004706
nomascus_leucogenys ENSNLEG00000017183
pan_paniscus ENSPPAG00000018404
pan_troglodytes ENSPTRG00000045518
gorilla_gorilla ENSGGOG00000023724
nomascus_leucogenys ENSNLEG00000036055
rhinopithecus_roxellana ENSRROG00000035186
rhinopithecus_bieti ENSRBIG00000044784
colobus_angolensis_palliatus ENSCANG00000042319
mandrillus_leucophaeus ENSMLEG00000004501
papio_anubis ENSPANG00000029531
macaca_nemestrina ENSMNEG00000030088
macaca_mulatta ENSMMUG00000047304
macaca_fascicularis ENSMFAG00000003822
cercocebus_atys ENSCATG00000018666
cebus_capucinus_imitator ENSCCAG00000027591
saimiri_boliviensis_boliviensis ENSSBOG00000018949
callithrix_jacchus ENSCJAG00000006615
aotus_nancymaae ENSANAG00000021665
carlito_syrichta ENSTSYG00000011077
propithecus_coquereli ENSPCOG00000006594
prolemur_simus ENSPSMG00000020892
microcebus_murinus ENSMICG00000045368
otolemur_garnettii ENSOGAG00000014384
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000006732
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016701
mus_spicilegus ENSMSIG00000019094
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015875
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031210
rattus_norvegicus ENSRNOG00000047895
meriones_unguiculatus ENSMUGG00000008205
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017652
cricetulus_griseus_crigri_1.0 ENSCGRG00000013092
cricetulus_griseus_crigri-picr ENSCGRG00015001245
microtus_ochrogaster ENSMOCG00000020233
peromyscus_maniculatus_bairdii ENSPEMG00000030468
nannospalax_galili ENSNGAG00000013035
erinaceus_europaeus ENSEEUG00000006927
sorex_araneus ENSSARG00000011330
procavia_capensis ENSPCAG00000003713
bos_taurus ENSBTAG00000016908
bos_mutus ENSBMUG00000025424
bison_bison_bison ENSBBBG00000013134
ovis_aries ENSOARG00000005201
capra_hircus ENSCHIG00000015867
vicugna_pacos ENSVPAG00000012594
pteropus_vampyrus ENSPVAG00000012136
echinops_telfairi ENSETEG00000002878
dasypus_novemcinctus ENSDNOG00000042518
notamacropus_eugenii ENSMEUG00000014634
phascolarctos_cinereus ENSPCIG00000035859
sarcophilus_harrisii ENSSHAG00000009543
monodelphis_domestica ENSMODG00000021349
ornithorhynchus_anatinus ENSOANG00000014393
xenopus_tropicalis ENSXETG00000009655
pygocentrus_nattereri ENSPNAG00000007490
astyanax_mexicanus ENSAMXG00000041151
ictalurus_punctatus ENSIPUG00000000954
danio_rerio ENSDARG00000076518
hippocampus_comes ENSHCOG00000019721
cynoglossus_semilaevis ENSCSEG00000004284
tetraodon_nigroviridis ENSTNIG00000018242
takifugu_rubripes ENSTRUG00000018515
mola_mola ENSMMOG00000000038
oryzias_latipes_asm223471v1 ENSORLG00020017524
oryzias_latipes_asm223469v1 ENSORLG00015013031
oryzias_latipes_asm223467v1 ENSORLG00000015181
oryzias_melastigma ENSOMEG00000022210
monopterus_albus ENSMALG00000017790
mastacembelus_armatus ENSMAMG00000004476
anabas_testudineus ENSATEG00000024599
seriola_lalandi_dorsalis ENSSLDG00000004234
seriola_dumerili ENSSDUG00000004778
scophthalmus_maximus ENSSMAG00000004006
gasterosteus_aculeatus ENSGACG00000000572
labrus_bergylta ENSLBEG00000016798
pundamilia_nyererei ENSPNYG00000020349
maylandia_zebra ENSMZEG00005005428
astatotilapia_calliptera ENSACLG00000003432
neolamprologus_brichardi ENSNBRG00000010232
oreochromis_niloticus ENSONIG00000019193
amphilophus_citrinellus ENSACIG00000002114
poecilia_formosa ENSPFOG00000009323
poecilia_latipinna ENSPLAG00000008921
poecilia_mexicana ENSPMEG00000011023
poecilia_reticulata ENSPREG00000014602
xiphophorus_couchianus ENSXCOG00000018574
xiphophorus_maculatus ENSXMAG00000029038
gambusia_affinis ENSGAFG00000003024
fundulus_heteroclitus ENSFHEG00000008220
cyprinodon_variegatus ENSCVAG00000001768
kryptolebias_marmoratus ENSKMAG00000016796
amphiprion_ocellaris ENSAOCG00000004727
amphiprion_percula ENSAPEG00000009748
acanthochromis_polyacanthus ENSAPOG00000006902
stegastes_partitus ENSSPAG00000000086
periophthalmus_magnuspinnatus ENSPMGG00000020163
gadus_morhua ENSGMOG00000002066
esox_lucius ENSELUG00000020660
paramormyrops_kingsleyae ENSPKIG00000005523
scleropages_formosus ENSSFOG00015016887
lepisosteus_oculatus ENSLOCG00000003897
eptatretus_burgeri ENSEBUG00000015021
petromyzon_marinus ENSPMAG00000000749
latimeria_chalumnae ENSLACG00000018096
ciona_intestinalis ENSCING00000020062
ciona_savignyi ENSCSAVG00000004963
saccharomyces_cerevisiae_strain_s288c YDL201W
