xiphophorus_maculatus ENSXMAG00000011414
gambusia_affinis ENSGAFG00000003538
poecilia_formosa ENSPFOG00000013749
poecilia_formosa ENSPFOG00000010270
poecilia_latipinna ENSPLAG00000004406
poecilia_mexicana ENSPMEG00000024137
poecilia_reticulata ENSPREG00000021912
fundulus_heteroclitus ENSFHEG00000022104
kryptolebias_marmoratus ENSKMAG00000003636
oryzias_latipes_asm223469v1 ENSORLG00015015294
oryzias_latipes_asm223471v1 ENSORLG00020013847
oryzias_latipes_asm223467v1 ENSORLG00000010744
oryzias_melastigma ENSOMEG00000003620
maylandia_zebra ENSMZEG00005025212
astatotilapia_calliptera ENSACLG00000012327
haplochromis_burtoni ENSHBUG00000010469
pundamilia_nyererei ENSPNYG00000019832
oreochromis_niloticus ENSONIG00000001535
neolamprologus_brichardi ENSNBRG00000011347
labrus_bergylta ENSLBEG00000015222
labrus_bergylta ENSLBEG00000002518
gasterosteus_aculeatus ENSGACG00000020061
scophthalmus_maximus ENSSMAG00000004278
scophthalmus_maximus ENSSMAG00000013420
seriola_dumerili ENSSDUG00000017469
seriola_lalandi_dorsalis ENSSLDG00000017404
monopterus_albus ENSMALG00000004191
mastacembelus_armatus ENSMAMG00000003806
cynoglossus_semilaevis ENSCSEG00000019260
maylandia_zebra ENSMZEG00005025209
haplochromis_burtoni ENSHBUG00000010458
astatotilapia_calliptera ENSACLG00000012321
pundamilia_nyererei ENSPNYG00000019702
neolamprologus_brichardi ENSNBRG00000011395
oreochromis_niloticus ENSONIG00000001536
amphilophus_citrinellus ENSACIG00000015860
amphilophus_citrinellus ENSACIG00000015899
amphiprion_ocellaris ENSAOCG00000022623
amphiprion_percula ENSAPEG00000016017
acanthochromis_polyacanthus ENSAPOG00000016506
anabas_testudineus ENSATEG00000020133
amphiprion_ocellaris ENSAOCG00000016587
amphiprion_percula ENSAPEG00000008482
cynoglossus_semilaevis ENSCSEG00000019261
esox_lucius ENSELUG00000011155
paramormyrops_kingsleyae ENSPKIG00000013944
lepisosteus_oculatus ENSLOCG00000010147
sarcophilus_harrisii ENSSHAG00000004869
phascolarctos_cinereus ENSPCIG00000028385
monodelphis_domestica ENSMODG00000002897
spermophilus_dauricus ENSSDAG00000013959
urocitellus_parryii ENSUPAG00010004392
ictidomys_tridecemlineatus ENSSTOG00000003753
marmota_marmota_marmota ENSMMMG00000015105
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007372
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010921
gorilla_gorilla ENSGGOG00000027028
homo_sapiens ENSG00000163993
pan_troglodytes ENSPTRG00000015887
pan_paniscus ENSPPAG00000017625
pongo_abelii ENSPPYG00000014582
nomascus_leucogenys ENSNLEG00000011798
macaca_nemestrina ENSMNEG00000041835
macaca_fascicularis ENSMFAG00000042181
macaca_mulatta ENSMMUG00000021887
mandrillus_leucophaeus ENSMLEG00000010727
papio_anubis ENSPANG00000010871
cercocebus_atys ENSCATG00000041338
theropithecus_gelada ENSTGEG00000024936
chlorocebus_sabaeus ENSCSAG00000016092
rhinopithecus_bieti ENSRBIG00000033753
rhinopithecus_roxellana ENSRROG00000044147
colobus_angolensis_palliatus ENSCANG00000042830
piliocolobus_tephrosceles ENSPTEG00000039065
cebus_capucinus_imitator ENSCCAG00000029281
callithrix_jacchus ENSCJAG00000040051
saimiri_boliviensis_boliviensis ENSSBOG00000027690
aotus_nancymaae ENSANAG00000025677
equus_asinus_asinus ENSEASG00005005191
equus_caballus ENSECAG00000023992
canis_lupus_familiaris ENSCAFG00000014333
canis_lupus_dingo ENSCAFG00020015006
vulpes_vulpes ENSVVUG00000000444
ailuropoda_melanoleuca ENSAMEG00000008381
mustela_putorius_furo ENSMPUG00000007066
neovison_vison ENSNVIG00000006501
panthera_pardus ENSPPRG00000008483
felis_catus ENSFCAG00000044457
sorex_araneus ENSSARG00000006983
myotis_lucifugus ENSMLUG00000007976
otolemur_garnettii ENSOGAG00000001789
carlito_syrichta ENSTSYG00000028040
microcebus_murinus ENSMICG00000034145
propithecus_coquereli ENSPCOG00000005888
prolemur_simus ENSPSMG00000025866
oryctolagus_cuniculus ENSOCUG00000006366
dasypus_novemcinctus ENSDNOG00000046254
pteropus_vampyrus ENSPVAG00000005907
chelonoidis_abingdonii ENSCABG00000001581
gopherus_agassizii ENSGAGG00000002247
chrysemys_picta_bellii ENSCPBG00000005979
pelodiscus_sinensis ENSPSIG00000010218
calidris_pugnax ENSCPUG00000003077
calidris_pygmaea ENSCPGG00000010206
anser_brachyrhynchus ENSABRG00000002317
anas_platyrhynchos_platyrhynchos ENSAPLG00000013517
melopsittacus_undulatus ENSMUNG00000016152
lepidothrix_coronata ENSLCOG00000007741
manacus_vitellinus ENSMVIG00005003966
parus_major ENSPMJG00000016418
cyanistes_caeruleus ENSCCEG00000023020
ficedula_albicollis ENSFALG00000009633
lonchura_striata_domestica ENSLSDG00000011475
taeniopygia_guttata ENSTGUG00000010098
serinus_canaria ENSSCAG00000016046
junco_hyemalis ENSJHYG00000017718
zonotrichia_albicollis ENSZALG00000007580
apteryx_haastii ENSAHAG00000001814
apteryx_owenii ENSAOWG00000013670
apteryx_rowi ENSARWG00000005431
nothoprocta_perdicaria ENSNPEG00000002477
crocodylus_porosus ENSCPRG00005003629
sphenodon_punctatus ENSSPUG00000001942
xenopus_tropicalis ENSXETG00000031325
latimeria_chalumnae ENSLACG00000002497
