erinaceus_europaeus ENSEEUG00000001900
bos_taurus ENSBTAG00000050449
sus_scrofa ENSSSCG00000003508
tursiops_truncatus ENSTTRG00000011284
bos_mutus ENSBMUG00000022248
bos_taurus ENSBTAG00000017644
bison_bison_bison ENSBBBG00000003976
ovis_aries ENSOARG00000008948
capra_hircus ENSCHIG00000023700
equus_caballus ENSECAG00000015396
equus_asinus_asinus ENSEASG00005014345
pteropus_vampyrus ENSPVAG00000013865
myotis_lucifugus ENSMLUG00000011415
ursus_americanus ENSUAMG00000011711
ursus_maritimus ENSUMAG00000018732
ailuropoda_melanoleuca ENSAMEG00000002951
neovison_vison ENSNVIG00000015531
mustela_putorius_furo ENSMPUG00000016094
canis_lupus_familiaris ENSCAFG00000015035
canis_lupus_dingo ENSCAFG00020009198
vulpes_vulpes ENSVVUG00000029523
panthera_pardus ENSPPRG00000013302
panthera_tigris_altaica ENSPTIG00000021833
felis_catus ENSFCAG00000000799
sorex_araneus ENSSARG00000010274
propithecus_coquereli ENSPCOG00000017263
prolemur_simus ENSPSMG00000003276
microcebus_murinus ENSMICG00000010597
otolemur_garnettii ENSOGAG00000013138
pan_paniscus ENSPPAG00000021626
pan_troglodytes ENSPTRG00000000294
homo_sapiens ENSG00000117245
gorilla_gorilla ENSGGOG00000014589
pongo_abelii ENSPPYG00000001767
nomascus_leucogenys ENSNLEG00000007942
theropithecus_gelada ENSTGEG00000000458
papio_anubis ENSPANG00000025491
mandrillus_leucophaeus ENSMLEG00000016629
cercocebus_atys ENSCATG00000031554
macaca_nemestrina ENSMNEG00000028641
macaca_mulatta ENSMMUG00000008837
macaca_fascicularis ENSMFAG00000043993
chlorocebus_sabaeus ENSCSAG00000000898
rhinopithecus_bieti ENSRBIG00000043262
rhinopithecus_roxellana ENSRROG00000042276
colobus_angolensis_palliatus ENSCANG00000017794
piliocolobus_tephrosceles ENSPTEG00000005709
saimiri_boliviensis_boliviensis ENSSBOG00000020316
cebus_capucinus_imitator ENSCCAG00000035604
callithrix_jacchus ENSCJAG00000006450
aotus_nancymaae ENSANAG00000031720
tupaia_belangeri ENSTBEG00000007407
carlito_syrichta ENSTSYG00000008548
castor_canadensis ENSCCNG00000029659
dipodomys_ordii ENSDORG00000006967
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027667
mus_spicilegus ENSMSIG00000013564
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028758
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026687
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029018
rattus_norvegicus ENSRNOG00000014970
meriones_unguiculatus ENSMUGG00000024248
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019812
cricetulus_griseus_crigri-picr ENSCGRG00015024232
cricetulus_griseus_crigri_1.0 ENSCGRG00000014133
mesocricetus_auratus ENSMAUG00000014889
microtus_ochrogaster ENSMOCG00000000715
peromyscus_maniculatus_bairdii ENSPEMG00000009847
nannospalax_galili ENSNGAG00000022945
jaculus_jaculus ENSJJAG00000017950
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012003
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004296
fukomys_damarensis ENSFDAG00000021255
octodon_degus ENSODEG00000015337
cavia_porcellus ENSCPOG00000025758
cavia_aperea ENSCAPG00000015939
ictidomys_tridecemlineatus ENSSTOG00000015687
urocitellus_parryii ENSUPAG00010016088
spermophilus_dauricus ENSSDAG00000011264
marmota_marmota_marmota ENSMMMG00000019562
oryctolagus_cuniculus ENSOCUG00000001822
ochotona_princeps ENSOPRG00000010900
loxodonta_africana ENSLAFG00000000646
procavia_capensis ENSPCAG00000014542
echinops_telfairi ENSETEG00000016156
choloepus_hoffmanni ENSCHOG00000008819
cricetulus_griseus_crigri_1.0 ENSCGRG00000014162
phascolarctos_cinereus ENSPCIG00000010015
monodelphis_domestica ENSMODG00000015966
sarcophilus_harrisii ENSSHAG00000007422
ornithorhynchus_anatinus ENSOANG00000004731
taeniopygia_guttata ENSTGUG00000002103
taeniopygia_guttata ENSTGUG00000002105
taeniopygia_guttata ENSTGUG00000016249
serinus_canaria ENSSCAG00000004579
ficedula_albicollis ENSFALG00000003625
melopsittacus_undulatus ENSMUNG00000011806
calidris_pugnax ENSCPUG00000016211
calidris_pygmaea ENSCPGG00000000032
anas_platyrhynchos_platyrhynchos ENSAPLG00000006199
anser_brachyrhynchus ENSABRG00000010279
meleagris_gallopavo ENSMGAG00000007492
apteryx_rowi ENSARWG00000001001
apteryx_owenii ENSAOWG00000011930
apteryx_haastii ENSAHAG00000015957
dromaius_novaehollandiae ENSDNVG00000018434
nothoprocta_perdicaria ENSNPEG00000004131
crocodylus_porosus ENSCPRG00005017111
pelodiscus_sinensis ENSPSIG00000011329
pelodiscus_sinensis ENSPSIG00000003357
chrysemys_picta_bellii ENSCPBG00000010397
chelonoidis_abingdonii ENSCABG00000014619
lonchura_striata_domestica ENSLSDG00000016750
pogona_vitticeps ENSPVIG00000001296
anolis_carolinensis ENSACAG00000003786
notechis_scutatus ENSNSUG00000014401
salvator_merianae ENSSMRG00000016753
sphenodon_punctatus ENSSPUG00000010360
ornithorhynchus_anatinus ENSOANG00000020365
poecilia_latipinna ENSPLAG00000015370
latimeria_chalumnae ENSLACG00000017977
gasterosteus_aculeatus ENSGACG00000004633
hippocampus_comes ENSHCOG00000001829
oryzias_latipes_asm223469v1 ENSORLG00015006713
oryzias_latipes_asm223467v1 ENSORLG00000025706
oryzias_melastigma ENSOMEG00000016008
periophthalmus_magnuspinnatus ENSPMGG00000013103
anabas_testudineus ENSATEG00000025153
cynoglossus_semilaevis ENSCSEG00000013020
amphiprion_ocellaris ENSAOCG00000004605
acanthochromis_polyacanthus ENSAPOG00000012468
stegastes_partitus ENSSPAG00000021068
maylandia_zebra ENSMZEG00005001593
haplochromis_burtoni ENSHBUG00000012165
pundamilia_nyererei ENSPNYG00000004103
astatotilapia_calliptera ENSACLG00000001827
neolamprologus_brichardi ENSNBRG00000010274
oreochromis_niloticus ENSONIG00000000709
amphilophus_citrinellus ENSACIG00000011723
poecilia_mexicana ENSPMEG00000003087
poecilia_formosa ENSPFOG00000016357
poecilia_reticulata ENSPREG00000013817
