monodelphis_domestica ENSMODG00000017402
sarcophilus_harrisii ENSSHAG00000008370
phascolarctos_cinereus ENSPCIG00000029375
myotis_lucifugus ENSMLUG00000024176
myotis_lucifugus ENSMLUG00000025116
canis_lupus_familiaris ENSCAFG00000017554
ailuropoda_melanoleuca ENSAMEG00000012229
ovis_aries ENSOARG00000000463
cricetulus_griseus_crigri-picr ENSCGRG00015007425
cricetulus_griseus_crigri_1.0 ENSCGRG00000005989
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013014
mesocricetus_auratus ENSMAUG00000016257
peromyscus_maniculatus_bairdii ENSPEMG00000028090
microtus_ochrogaster ENSMOCG00000019891
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063767
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026193
mus_spicilegus ENSMSIG00000001489
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025250
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026694
rattus_norvegicus ENSRNOG00000033352
meriones_unguiculatus ENSMUGG00000024423
nannospalax_galili ENSNGAG00000019019
jaculus_jaculus ENSJJAG00000019766
castor_canadensis ENSCCNG00000030308
dipodomys_ordii ENSDORG00000029418
spermophilus_dauricus ENSSDAG00000002633
urocitellus_parryii ENSUPAG00010015743
ictidomys_tridecemlineatus ENSSTOG00000020749
marmota_marmota_marmota ENSMMMG00000018123
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001127
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004876
fukomys_damarensis ENSFDAG00000013129
cavia_porcellus ENSCPOG00000039361
octodon_degus ENSODEG00000008973
chinchilla_lanigera ENSCLAG00000003288
oryctolagus_cuniculus ENSOCUG00000021249
otolemur_garnettii ENSOGAG00000032780
otolemur_garnettii ENSOGAG00000025282
macaca_mulatta ENSMMUG00000004832
chlorocebus_sabaeus ENSCSAG00000001848
pongo_abelii ENSPPYG00000000813
loxodonta_africana ENSLAFG00000032266
dasypus_novemcinctus ENSDNOG00000035975
