scophthalmus_maximus ENSSMAG00000018460
cynoglossus_semilaevis ENSCSEG00000013571
takifugu_rubripes ENSTRUG00000011736
tetraodon_nigroviridis ENSTNIG00000011833
gasterosteus_aculeatus ENSGACG00000020300
monopterus_albus ENSMALG00000021439
anabas_testudineus ENSATEG00000010578
seriola_lalandi_dorsalis ENSSLDG00000019585
seriola_lalandi_dorsalis ENSSLDG00000002801
seriola_lalandi_dorsalis ENSSLDG00000017125
seriola_dumerili ENSSDUG00000014471
labrus_bergylta ENSLBEG00000006983
mola_mola ENSMMOG00000008708
hippocampus_comes ENSHCOG00000009174
xiphophorus_maculatus ENSXMAG00000012404
xiphophorus_couchianus ENSXCOG00000006163
gambusia_affinis ENSGAFG00000006956
poecilia_mexicana ENSPMEG00000009520
poecilia_mexicana ENSPMEG00000002658
poecilia_formosa ENSPFOG00000022140
poecilia_latipinna ENSPLAG00000000565
poecilia_latipinna ENSPLAG00000010927
poecilia_latipinna ENSPLAG00000010752
poecilia_formosa ENSPFOG00000019342
poecilia_reticulata ENSPREG00000000825
fundulus_heteroclitus ENSFHEG00000002824
cyprinodon_variegatus ENSCVAG00000016933
kryptolebias_marmoratus ENSKMAG00000009435
oryzias_latipes_asm223469v1 ENSORLG00015004627
oryzias_latipes_asm223471v1 ENSORLG00020021585
oryzias_latipes_asm223467v1 ENSORLG00000009659
oryzias_melastigma ENSOMEG00000006136
maylandia_zebra ENSMZEG00005007632
pundamilia_nyererei ENSPNYG00000018349
astatotilapia_calliptera ENSACLG00000007723
haplochromis_burtoni ENSHBUG00000020850
neolamprologus_brichardi ENSNBRG00000014643
oreochromis_niloticus ENSONIG00000012882
amphilophus_citrinellus ENSACIG00000009546
amphiprion_percula ENSAPEG00000007671
amphiprion_ocellaris ENSAOCG00000010199
acanthochromis_polyacanthus ENSAPOG00000001684
stegastes_partitus ENSSPAG00000022312
periophthalmus_magnuspinnatus ENSPMGG00000005894
esox_lucius ENSELUG00000011669
pygocentrus_nattereri ENSPNAG00000014891
astyanax_mexicanus ENSAMXG00000037065
ictalurus_punctatus ENSIPUG00000021088
scleropages_formosus ENSSFOG00015021611
paramormyrops_kingsleyae ENSPKIG00000005775
astyanax_mexicanus ENSAMXG00000005256
pygocentrus_nattereri ENSPNAG00000015559
ictalurus_punctatus ENSIPUG00000014954
danio_rerio ENSDARG00000069066
esox_lucius ENSELUG00000016053
paramormyrops_kingsleyae ENSPKIG00000009841
scleropages_formosus ENSSFOG00015012069
