propithecus_coquereli ENSPCOG00000015501
microcebus_murinus ENSMICG00000011296
prolemur_simus ENSPSMG00000012548
otolemur_garnettii ENSOGAG00000013393
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004048
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008313
fukomys_damarensis ENSFDAG00000009274
cavia_aperea ENSCAPG00000014611
cavia_porcellus ENSCPOG00000024995
chinchilla_lanigera ENSCLAG00000012574
octodon_degus ENSODEG00000007932
marmota_marmota_marmota ENSMMMG00000020980
urocitellus_parryii ENSUPAG00010016053
spermophilus_dauricus ENSSDAG00000003988
castor_canadensis ENSCCNG00000011366
dipodomys_ordii ENSDORG00000023204
peromyscus_maniculatus_bairdii ENSPEMG00000006287
microtus_ochrogaster ENSMOCG00000007518
cricetulus_griseus_crigri-picr ENSCGRG00015015350
cricetulus_griseus_crigri_1.0 ENSCGRG00000012682
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024877
mesocricetus_auratus ENSMAUG00000020726
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027913
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041954
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026918
mus_spicilegus ENSMSIG00000015755
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029267
rattus_norvegicus ENSRNOG00000022012
meriones_unguiculatus ENSMUGG00000003988
nannospalax_galili ENSNGAG00000011810
jaculus_jaculus ENSJJAG00000021086
bos_taurus ENSBTAG00000015632
bos_mutus ENSBMUG00000024590
bison_bison_bison ENSBBBG00000016275
capra_hircus ENSCHIG00000002653
ovis_aries ENSOARG00000006215
sus_scrofa ENSSSCG00000038351
equus_asinus_asinus ENSEASG00005015024
equus_caballus ENSECAG00000020810
ursus_americanus ENSUAMG00000022047
ursus_maritimus ENSUMAG00000002443
ailuropoda_melanoleuca ENSAMEG00000013600
neovison_vison ENSNVIG00000007240
mustela_putorius_furo ENSMPUG00000014056
canis_lupus_dingo ENSCAFG00020011616
canis_lupus_familiaris ENSCAFG00000019329
vulpes_vulpes ENSVVUG00000004103
panthera_pardus ENSPPRG00000005432
panthera_tigris_altaica ENSPTIG00000010016
felis_catus ENSFCAG00000009314
loxodonta_africana ENSLAFG00000016877
macaca_fascicularis ENSMFAG00000038779
macaca_nemestrina ENSMNEG00000033859
cercocebus_atys ENSCATG00000037567
theropithecus_gelada ENSTGEG00000010804
mandrillus_leucophaeus ENSMLEG00000043493
chlorocebus_sabaeus ENSCSAG00000000674
rhinopithecus_roxellana ENSRROG00000032436
rhinopithecus_bieti ENSRBIG00000035692
piliocolobus_tephrosceles ENSPTEG00000014683
pan_paniscus ENSPPAG00000038527
pan_troglodytes ENSPTRG00000000009
gorilla_gorilla ENSGGOG00000008532
pongo_abelii ENSPPYG00000002021
cebus_capucinus_imitator ENSCCAG00000037985
saimiri_boliviensis_boliviensis ENSSBOG00000035108
callithrix_jacchus ENSCJAG00000011360
aotus_nancymaae ENSANAG00000022557
macaca_mulatta ENSMMUG00000014205
papio_anubis ENSPANG00000013127
colobus_angolensis_palliatus ENSCANG00000030546
homo_sapiens ENSG00000186891
nomascus_leucogenys ENSNLEG00000000030
procavia_capensis ENSPCAG00000010987
pteropus_vampyrus ENSPVAG00000001008
carlito_syrichta ENSTSYG00000030087
dasypus_novemcinctus ENSDNOG00000048375
