propithecus_coquereli ENSPCOG00000016984
prolemur_simus ENSPSMG00000017821
homo_sapiens ENSG00000152443
homo_sapiens ENSG00000269026
pan_paniscus ENSPPAG00000027239
pan_troglodytes ENSPTRG00000047970
gorilla_gorilla ENSGGOG00000037695
pongo_abelii ENSPPYG00000010483
nomascus_leucogenys ENSNLEG00000032100
piliocolobus_tephrosceles ENSPTEG00000003804
colobus_angolensis_palliatus ENSCANG00000042579
rhinopithecus_bieti ENSRBIG00000006501
rhinopithecus_roxellana ENSRROG00000030553
papio_anubis ENSPANG00000008415
theropithecus_gelada ENSTGEG00000015317
mandrillus_leucophaeus ENSMLEG00000027307
macaca_nemestrina ENSMNEG00000033922
macaca_mulatta ENSMMUG00000005337
macaca_fascicularis ENSMFAG00000039707
cercocebus_atys ENSCATG00000036340
cebus_capucinus_imitator ENSCCAG00000019640
saimiri_boliviensis_boliviensis ENSSBOG00000026363
callithrix_jacchus ENSCJAG00000048346
aotus_nancymaae ENSANAG00000019548
carlito_syrichta ENSTSYG00000034373
aotus_nancymaae ENSANAG00000023586
bos_mutus ENSBMUG00000016542
bison_bison_bison ENSBBBG00000002136
