pan_paniscus ENSPPAG00000042592
pan_troglodytes ENSPTRG00000038742
homo_sapiens ENSG00000172922
pongo_abelii ENSPPYG00000003051
nomascus_leucogenys ENSNLEG00000005833
macaca_fascicularis ENSMFAG00000038096
macaca_fascicularis ENSMFAG00000042754
macaca_nemestrina ENSMNEG00000040939
macaca_mulatta ENSMMUG00000016234
chlorocebus_sabaeus ENSCSAG00000007985
colobus_angolensis_palliatus ENSCANG00000039373
piliocolobus_tephrosceles ENSPTEG00000025856
rhinopithecus_bieti ENSRBIG00000040124
rhinopithecus_roxellana ENSRROG00000044910
theropithecus_gelada ENSTGEG00000008071
papio_anubis ENSPANG00000015965
macaca_mulatta ENSMMUG00000019837
cebus_capucinus_imitator ENSCCAG00000025461
callithrix_jacchus ENSCJAG00000001965
saimiri_boliviensis_boliviensis ENSSBOG00000034781
aotus_nancymaae ENSANAG00000032535
carlito_syrichta ENSTSYG00000028658
microcebus_murinus ENSMICG00000008882
propithecus_coquereli ENSPCOG00000021092
prolemur_simus ENSPSMG00000022963
otolemur_garnettii ENSOGAG00000014128
capra_hircus ENSCHIG00000013681
ovis_aries ENSOARG00000017675
bos_taurus ENSBTAG00000005577
bos_mutus ENSBMUG00000001038
bison_bison_bison ENSBBBG00000024257
bison_bison_bison ENSBBBG00000019545
sus_scrofa ENSSSCG00000012979
tursiops_truncatus ENSTTRG00000016928
vicugna_pacos ENSVPAG00000006579
pteropus_vampyrus ENSPVAG00000016950
myotis_lucifugus ENSMLUG00000008777
ursus_americanus ENSUAMG00000020793
ursus_maritimus ENSUMAG00000010791
ailuropoda_melanoleuca ENSAMEG00000017348
mustela_putorius_furo ENSMPUG00000011629
neovison_vison ENSNVIG00000015582
canis_lupus_dingo ENSCAFG00020015077
canis_lupus_familiaris ENSCAFG00000013292
vulpes_vulpes ENSVVUG00000027076
panthera_pardus ENSPPRG00000000774
panthera_tigris_altaica ENSPTIG00000011677
felis_catus ENSFCAG00000044095
equus_caballus ENSECAG00000017289
equus_asinus_asinus ENSEASG00005004302
dasypus_novemcinctus ENSDNOG00000035155
choloepus_hoffmanni ENSCHOG00000012767
loxodonta_africana ENSLAFG00000015641
procavia_capensis ENSPCAG00000007887
echinops_telfairi ENSETEG00000020048
echinops_telfairi ENSETEG00000015293
mus_spicilegus ENSMSIG00000001454
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024925
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022560
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014057
rattus_norvegicus ENSRNOG00000020700
meriones_unguiculatus ENSMUGG00000001297
cricetulus_griseus_crigri_1.0 ENSCGRG00000012179
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015383
mesocricetus_auratus ENSMAUG00000016346
peromyscus_maniculatus_bairdii ENSPEMG00000018577
microtus_ochrogaster ENSMOCG00000013231
nannospalax_galili ENSNGAG00000020391
jaculus_jaculus ENSJJAG00000019320
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013478
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019352
fukomys_damarensis ENSFDAG00000011974
cavia_porcellus ENSCPOG00000013696
chinchilla_lanigera ENSCLAG00000016534
octodon_degus ENSODEG00000017806
dipodomys_ordii ENSDORG00000023624
castor_canadensis ENSCCNG00000024692
urocitellus_parryii ENSUPAG00010009417
ictidomys_tridecemlineatus ENSSTOG00000019410
marmota_marmota_marmota ENSMMMG00000021088
notamacropus_eugenii ENSMEUG00000006205
monodelphis_domestica ENSMODG00000009547
