mus_spicilegus ENSMSIG00000031982
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025429
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022423
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019152
rattus_norvegicus ENSRNOG00000016987
meriones_unguiculatus ENSMUGG00000015820
peromyscus_maniculatus_bairdii ENSPEMG00000022379
microtus_ochrogaster ENSMOCG00000006361
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012933
cricetulus_griseus_crigri-picr ENSCGRG00015025244
cricetulus_griseus_crigri_1.0 ENSCGRG00000008554
mesocricetus_auratus ENSMAUG00000014774
nannospalax_galili ENSNGAG00000018122
jaculus_jaculus ENSJJAG00000011600
spermophilus_dauricus ENSSDAG00000017107
ictidomys_tridecemlineatus ENSSTOG00000003652
marmota_marmota_marmota ENSMMMG00000006839
urocitellus_parryii ENSUPAG00010020106
cavia_porcellus ENSCPOG00000004876
cavia_aperea ENSCAPG00000010007
chinchilla_lanigera ENSCLAG00000011006
octodon_degus ENSODEG00000018461
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005740
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004676
fukomys_damarensis ENSFDAG00000010069
castor_canadensis ENSCCNG00000026487
oryctolagus_cuniculus ENSOCUG00000000324
ochotona_princeps ENSOPRG00000005522
tupaia_belangeri ENSTBEG00000005112
microcebus_murinus ENSMICG00000017499
propithecus_coquereli ENSPCOG00000021273
prolemur_simus ENSPSMG00000023151
otolemur_garnettii ENSOGAG00000007141
gorilla_gorilla ENSGGOG00000025030
homo_sapiens ENSG00000152229
pan_troglodytes ENSPTRG00000009990
pan_paniscus ENSPPAG00000028251
pongo_abelii ENSPPYG00000009129
nomascus_leucogenys ENSNLEG00000010965
rhinopithecus_bieti ENSRBIG00000030324
rhinopithecus_roxellana ENSRROG00000028940
colobus_angolensis_palliatus ENSCANG00000042783
piliocolobus_tephrosceles ENSPTEG00000021947
cercocebus_atys ENSCATG00000033892
mandrillus_leucophaeus ENSMLEG00000039022
papio_anubis ENSPANG00000019094
theropithecus_gelada ENSTGEG00000023784
macaca_fascicularis ENSMFAG00000037150
macaca_mulatta ENSMMUG00000003566
macaca_nemestrina ENSMNEG00000038319
chlorocebus_sabaeus ENSCSAG00000017965
cebus_capucinus_imitator ENSCCAG00000026201
