ovis_aries ENSOARG00000011189
capra_hircus ENSCHIG00000021734
bos_taurus ENSBTAG00000007247
bos_mutus ENSBMUG00000007177
bison_bison_bison ENSBBBG00000023163
tursiops_truncatus ENSTTRG00000001293
sus_scrofa ENSSSCG00000006333
vicugna_pacos ENSVPAG00000001093
erinaceus_europaeus ENSEEUG00000000643
equus_caballus ENSECAG00000009163
equus_asinus_asinus ENSEASG00005010407
mustela_putorius_furo ENSMPUG00000003765
neovison_vison ENSNVIG00000016917
ailuropoda_melanoleuca ENSAMEG00000006525
ursus_maritimus ENSUMAG00000022747
canis_lupus_dingo ENSCAFG00020001764
canis_lupus_familiaris ENSCAFG00000013259
vulpes_vulpes ENSVVUG00000010059
panthera_tigris_altaica ENSPTIG00000018282
panthera_pardus ENSPPRG00000006964
felis_catus ENSFCAG00000005528
loxodonta_africana ENSLAFG00000000533
procavia_capensis ENSPCAG00000006289
echinops_telfairi ENSETEG00000011443
dasypus_novemcinctus ENSDNOG00000000432
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026683
mus_spicilegus ENSMSIG00000012309
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015636
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014830
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028067
rattus_norvegicus ENSRNOG00000002711
meriones_unguiculatus ENSMUGG00000022438
peromyscus_maniculatus_bairdii ENSPEMG00000023899
microtus_ochrogaster ENSMOCG00000015225
cricetulus_griseus_crigri-picr ENSCGRG00015007140
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014967
cricetulus_griseus_crigri_1.0 ENSCGRG00000001624
mesocricetus_auratus ENSMAUG00000020433
nannospalax_galili ENSNGAG00000001940
jaculus_jaculus ENSJJAG00000015135
urocitellus_parryii ENSUPAG00010010131
ictidomys_tridecemlineatus ENSSTOG00000004673
spermophilus_dauricus ENSSDAG00000007804
marmota_marmota_marmota ENSMMMG00000021710
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003907
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010617
fukomys_damarensis ENSFDAG00000004040
chinchilla_lanigera ENSCLAG00000009748
octodon_degus ENSODEG00000006206
cavia_porcellus ENSCPOG00000015019
cavia_aperea ENSCAPG00000014637
castor_canadensis ENSCCNG00000006295
dipodomys_ordii ENSDORG00000010505
oryctolagus_cuniculus ENSOCUG00000001171
ochotona_princeps ENSOPRG00000003974
gorilla_gorilla ENSGGOG00000007980
homo_sapiens ENSG00000143228
pan_paniscus ENSPPAG00000042496
pan_troglodytes ENSPTRG00000001610
pongo_abelii ENSPPYG00000000574
nomascus_leucogenys ENSNLEG00000014636
colobus_angolensis_palliatus ENSCANG00000042447
piliocolobus_tephrosceles ENSPTEG00000022869
rhinopithecus_roxellana ENSRROG00000030014
rhinopithecus_bieti ENSRBIG00000037960
macaca_fascicularis ENSMFAG00000012290
macaca_mulatta ENSMMUG00000001152
macaca_nemestrina ENSMNEG00000035284
mandrillus_leucophaeus ENSMLEG00000000108
cercocebus_atys ENSCATG00000008455
theropithecus_gelada ENSTGEG00000009770
papio_anubis ENSPANG00000015339
chlorocebus_sabaeus ENSCSAG00000010672
saimiri_boliviensis_boliviensis ENSSBOG00000020393
cebus_capucinus_imitator ENSCCAG00000036193
callithrix_jacchus ENSCJAG00000004050
aotus_nancymaae ENSANAG00000027298
carlito_syrichta ENSTSYG00000000059
microcebus_murinus ENSMICG00000014089
propithecus_coquereli ENSPCOG00000021915
prolemur_simus ENSPSMG00000004908
otolemur_garnettii ENSOGAG00000011652
tupaia_belangeri ENSTBEG00000011027
myotis_lucifugus ENSMLUG00000024147
pteropus_vampyrus ENSPVAG00000005263
notamacropus_eugenii ENSMEUG00000007093
notamacropus_eugenii ENSMEUG00000000981
phascolarctos_cinereus ENSPCIG00000014207
sarcophilus_harrisii ENSSHAG00000004011
sarcophilus_harrisii ENSSHAG00000018722
monodelphis_domestica ENSMODG00000016696
ornithorhynchus_anatinus ENSOANG00000022089
chelonoidis_abingdonii ENSCABG00000018607
gopherus_agassizii ENSGAGG00000020235
chrysemys_picta_bellii ENSCPBG00000014773
pelodiscus_sinensis ENSPSIG00000018089
apteryx_owenii ENSAOWG00000011874
apteryx_haastii ENSAHAG00000004548
apteryx_rowi ENSARWG00000004997
dromaius_novaehollandiae ENSDNVG00000001244
nothoprocta_perdicaria ENSNPEG00000009218
anas_platyrhynchos_platyrhynchos ENSAPLG00000007357
anser_brachyrhynchus ENSABRG00000022728
meleagris_gallopavo ENSMGAG00000003571
gallus_gallus ENSGALG00000003438
coturnix_japonica ENSCJPG00005021437
numida_meleagris ENSNMEG00000000712
calidris_pygmaea ENSCPGG00000007932
calidris_pugnax ENSCPUG00000019979
manacus_vitellinus ENSMVIG00005014646
lepidothrix_coronata ENSLCOG00000001013
junco_hyemalis ENSJHYG00000010471
zonotrichia_albicollis ENSZALG00000006171
serinus_canaria ENSSCAG00000002335
taeniopygia_guttata ENSTGUG00000016186
taeniopygia_guttata ENSTGUG00000017319
lonchura_striata_domestica ENSLSDG00000009575
parus_major ENSPMJG00000010589
cyanistes_caeruleus ENSCCEG00000021793
ficedula_albicollis ENSFALG00000007941
melopsittacus_undulatus ENSMUNG00000013120
crocodylus_porosus ENSCPRG00005005146
notechis_scutatus ENSNSUG00000019213
anolis_carolinensis ENSACAG00000005798
salvator_merianae ENSSMRG00000017804
sphenodon_punctatus ENSSPUG00000016849
xenopus_tropicalis ENSXETG00000010463
takifugu_rubripes ENSTRUG00000001944
tetraodon_nigroviridis ENSTNIG00000007387
mola_mola ENSMMOG00000009988
labrus_bergylta ENSLBEG00000008717
labrus_bergylta ENSLBEG00000009410
scophthalmus_maximus ENSSMAG00000002470
cynoglossus_semilaevis ENSCSEG00000016956
seriola_dumerili ENSSDUG00000009586
seriola_lalandi_dorsalis ENSSLDG00000016036
mastacembelus_armatus ENSMAMG00000023553
monopterus_albus ENSMALG00000008375
anabas_testudineus ENSATEG00000004968
fundulus_heteroclitus ENSFHEG00000011750
cyprinodon_variegatus ENSCVAG00000008104
xiphophorus_maculatus ENSXMAG00000027419
xiphophorus_maculatus ENSXMAG00000025007
xiphophorus_maculatus ENSXMAG00000022495
xiphophorus_maculatus ENSXMAG00000029904
xiphophorus_maculatus ENSXMAG00000027997
xiphophorus_maculatus ENSXMAG00000022146
xiphophorus_maculatus ENSXMAG00000028223
xiphophorus_couchianus ENSXCOG00000009261
gambusia_affinis ENSGAFG00000007507
poecilia_formosa ENSPFOG00000010681
poecilia_latipinna ENSPLAG00000019425
poecilia_mexicana ENSPMEG00000008034
poecilia_reticulata ENSPREG00000020489
kryptolebias_marmoratus ENSKMAG00000020404
oryzias_latipes_asm223471v1 ENSORLG00020006061
oryzias_latipes_asm223469v1 ENSORLG00015002277
oryzias_latipes_asm223467v1 ENSORLG00000009929
oryzias_melastigma ENSOMEG00000001674
maylandia_zebra ENSMZEG00005007350
astatotilapia_calliptera ENSACLG00000025472
pundamilia_nyererei ENSPNYG00000024047
haplochromis_burtoni ENSHBUG00000023644
neolamprologus_brichardi ENSNBRG00000017112
oreochromis_niloticus ENSONIG00000003366
amphilophus_citrinellus ENSACIG00000000506
amphiprion_ocellaris ENSAOCG00000023390
amphiprion_percula ENSAPEG00000015556
acanthochromis_polyacanthus ENSAPOG00000024103
stegastes_partitus ENSSPAG00000016366
periophthalmus_magnuspinnatus ENSPMGG00000009617
hippocampus_comes ENSHCOG00000017788
gasterosteus_aculeatus ENSGACG00000011074
gadus_morhua ENSGMOG00000005004
esox_lucius ENSELUG00000013487
pygocentrus_nattereri ENSPNAG00000000683
astyanax_mexicanus ENSAMXG00000005348
ictalurus_punctatus ENSIPUG00000011256
danio_rerio ENSDARG00000034624
scleropages_formosus ENSSFOG00015001011
paramormyrops_kingsleyae ENSPKIG00000024545
lepisosteus_oculatus ENSLOCG00000014004
lepisosteus_oculatus ENSLOCG00000014009
eptatretus_burgeri ENSEBUG00000007586
saccharomyces_cerevisiae_strain_s288c YOL069W
