scophthalmus_maximus ENSSMAG00000005384
gasterosteus_aculeatus ENSGACG00000004682
monopterus_albus ENSMALG00000018433
mastacembelus_armatus ENSMAMG00000018675
anabas_testudineus ENSATEG00000020202
seriola_dumerili ENSSDUG00000005730
seriola_lalandi_dorsalis ENSSLDG00000024427
cynoglossus_semilaevis ENSCSEG00000006184
takifugu_rubripes ENSTRUG00000002657
tetraodon_nigroviridis ENSTNIG00000011208
mola_mola ENSMMOG00000009525
poecilia_mexicana ENSPMEG00000004978
poecilia_formosa ENSPFOG00000009117
gambusia_affinis ENSGAFG00000016955
xiphophorus_maculatus ENSXMAG00000014055
poecilia_latipinna ENSPLAG00000017076
poecilia_reticulata ENSPREG00000021905
xiphophorus_couchianus ENSXCOG00000012679
fundulus_heteroclitus ENSFHEG00000000994
cyprinodon_variegatus ENSCVAG00000008432
kryptolebias_marmoratus ENSKMAG00000015159
oryzias_latipes_asm223469v1 ENSORLG00015012523
oryzias_latipes_asm223467v1 ENSORLG00000022065
oryzias_melastigma ENSOMEG00000017209
amphiprion_percula ENSAPEG00000018498
amphiprion_ocellaris ENSAOCG00000007507
acanthochromis_polyacanthus ENSAPOG00000009346
acanthochromis_polyacanthus ENSAPOG00000019425
acanthochromis_polyacanthus ENSAPOG00000003647
stegastes_partitus ENSSPAG00000013100
maylandia_zebra ENSMZEG00005002113
astatotilapia_calliptera ENSACLG00000009729
pundamilia_nyererei ENSPNYG00000023220
haplochromis_burtoni ENSHBUG00000016714
oreochromis_niloticus ENSONIG00000017268
amphilophus_citrinellus ENSACIG00000007315
hippocampus_comes ENSHCOG00000006394
periophthalmus_magnuspinnatus ENSPMGG00000020963
gadus_morhua ENSGMOG00000002499
esox_lucius ENSELUG00000006955
astyanax_mexicanus ENSAMXG00000003034
pygocentrus_nattereri ENSPNAG00000029583
ictalurus_punctatus ENSIPUG00000005779
danio_rerio ENSDARG00000100679
scleropages_formosus ENSSFOG00015018030
paramormyrops_kingsleyae ENSPKIG00000014154
lepisosteus_oculatus ENSLOCG00000008472
apteryx_rowi ENSARWG00000007196
apteryx_owenii ENSAOWG00000018350
apteryx_haastii ENSAHAG00000005879
dromaius_novaehollandiae ENSDNVG00000006833
nothoprocta_perdicaria ENSNPEG00000007968
melopsittacus_undulatus ENSMUNG00000008396
manacus_vitellinus ENSMVIG00005003455
calidris_pygmaea ENSCPGG00000018440
calidris_pugnax ENSCPUG00000017103
meleagris_gallopavo ENSMGAG00000007957
gallus_gallus ENSGALG00000007595
coturnix_japonica ENSCJPG00005013618
numida_meleagris ENSNMEG00000004431
lonchura_striata_domestica ENSLSDG00000001751
taeniopygia_guttata ENSTGUG00000009649
serinus_canaria ENSSCAG00000014729
parus_major ENSPMJG00000019614
cyanistes_caeruleus ENSCCEG00000014383
junco_hyemalis ENSJHYG00000011977
zonotrichia_albicollis ENSZALG00000006453
ficedula_albicollis ENSFALG00000007519
lepidothrix_coronata ENSLCOG00000000707
anser_brachyrhynchus ENSABRG00000007849
anas_platyrhynchos_platyrhynchos ENSAPLG00000015330
crocodylus_porosus ENSCPRG00005012201
chrysemys_picta_bellii ENSCPBG00000017347
gopherus_agassizii ENSGAGG00000002035
chelonoidis_abingdonii ENSCABG00000004855
pelodiscus_sinensis ENSPSIG00000002297
anolis_carolinensis ENSACAG00000002757
pogona_vitticeps ENSPVIG00000009371
salvator_merianae ENSSMRG00000018768
