gallus_gallus ENSGALG00000009387
coturnix_japonica ENSCJPG00005014980
numida_meleagris ENSNMEG00000020104
anas_platyrhynchos_platyrhynchos ENSAPLG00000015803
anser_brachyrhynchus ENSABRG00000015335
lonchura_striata_domestica ENSLSDG00000010936
taeniopygia_guttata ENSTGUG00000011387
parus_major ENSPMJG00000015037
cyanistes_caeruleus ENSCCEG00000009535
zonotrichia_albicollis ENSZALG00000006813
junco_hyemalis ENSJHYG00000002939
serinus_canaria ENSSCAG00000013386
ficedula_albicollis ENSFALG00000004941
manacus_vitellinus ENSMVIG00005010776
lepidothrix_coronata ENSLCOG00000008744
calidris_pugnax ENSCPUG00000007677
melopsittacus_undulatus ENSMUNG00000004105
apteryx_owenii ENSAOWG00000003763
apteryx_haastii ENSAHAG00000007351
apteryx_rowi ENSARWG00000001345
nothoprocta_perdicaria ENSNPEG00000014432
dromaius_novaehollandiae ENSDNVG00000001040
crocodylus_porosus ENSCPRG00005018207
gopherus_agassizii ENSGAGG00000022992
chelonoidis_abingdonii ENSCABG00000008877
chrysemys_picta_bellii ENSCPBG00000021866
pelodiscus_sinensis ENSPSIG00000014813
calidris_pygmaea ENSCPGG00000006617
anolis_carolinensis ENSACAG00000021037
pogona_vitticeps ENSPVIG00000012953
notechis_scutatus ENSNSUG00000017537
salvator_merianae ENSSMRG00000009765
phascolarctos_cinereus ENSPCIG00000028831
sarcophilus_harrisii ENSSHAG00000018941
monodelphis_domestica ENSMODG00000007310
ornithorhynchus_anatinus ENSOANG00000031929
xenopus_tropicalis ENSXETG00000034224
latimeria_chalumnae ENSLACG00000011855
oryzias_latipes_asm223467v1 ENSORLG00000029340
oryzias_latipes_asm223469v1 ENSORLG00015023072
oryzias_latipes_asm223471v1 ENSORLG00020003315
oryzias_melastigma ENSOMEG00000023208
tetraodon_nigroviridis ENSTNIG00000019343
gasterosteus_aculeatus ENSGACG00000011769
takifugu_rubripes ENSTRUG00000010679
fundulus_heteroclitus ENSFHEG00000003925
cyprinodon_variegatus ENSCVAG00000017043
poecilia_latipinna ENSPLAG00000005531
poecilia_formosa ENSPFOG00000017150
poecilia_mexicana ENSPMEG00000016365
poecilia_reticulata ENSPREG00000018072
xiphophorus_couchianus ENSXCOG00000015342
gambusia_affinis ENSGAFG00000018241
xiphophorus_maculatus ENSXMAG00000012840
poecilia_formosa ENSPFOG00000022869
kryptolebias_marmoratus ENSKMAG00000014896
amphiprion_percula ENSAPEG00000009333
amphiprion_ocellaris ENSAOCG00000014988
acanthochromis_polyacanthus ENSAPOG00000017364
maylandia_zebra ENSMZEG00005010469
astatotilapia_calliptera ENSACLG00000027156
haplochromis_burtoni ENSHBUG00000014066
pundamilia_nyererei ENSPNYG00000021208
neolamprologus_brichardi ENSNBRG00000000746
oreochromis_niloticus ENSONIG00000019582
amphilophus_citrinellus ENSACIG00000011874
mastacembelus_armatus ENSMAMG00000000193
anabas_testudineus ENSATEG00000000208
monopterus_albus ENSMALG00000021348
stegastes_partitus ENSSPAG00000002855
mola_mola ENSMMOG00000009797
scophthalmus_maximus ENSSMAG00000010944
cynoglossus_semilaevis ENSCSEG00000008098
seriola_dumerili ENSSDUG00000006131
seriola_lalandi_dorsalis ENSSLDG00000004125
hippocampus_comes ENSHCOG00000016299
periophthalmus_magnuspinnatus ENSPMGG00000020127
gadus_morhua ENSGMOG00000000881
esox_lucius ENSELUG00000020395
pygocentrus_nattereri ENSPNAG00000021369
astyanax_mexicanus ENSAMXG00000040847
ictalurus_punctatus ENSIPUG00000003430
danio_rerio ENSDARG00000116341
scleropages_formosus ENSSFOG00015008418
paramormyrops_kingsleyae ENSPKIG00000002104
lepisosteus_oculatus ENSLOCG00000014071
