notechis_scutatus ENSNSUG00000006461
calidris_pugnax ENSCPUG00000008287
sarcophilus_harrisii ENSSHAG00000008158
monodelphis_domestica ENSMODG00000003763
phascolarctos_cinereus ENSPCIG00000034787
ornithorhynchus_anatinus ENSOANG00000003727
anolis_carolinensis ENSACAG00000005686
pogona_vitticeps ENSPVIG00000014703
salvator_merianae ENSSMRG00000012695
sphenodon_punctatus ENSSPUG00000015313
apteryx_rowi ENSARWG00000009711
apteryx_owenii ENSAOWG00000000796
apteryx_haastii ENSAHAG00000002038
dromaius_novaehollandiae ENSDNVG00000014965
nothoprocta_perdicaria ENSNPEG00000009545
manacus_vitellinus ENSMVIG00005004734
lepidothrix_coronata ENSLCOG00000013728
taeniopygia_guttata ENSTGUG00000007511
lonchura_striata_domestica ENSLSDG00000006194
serinus_canaria ENSSCAG00000014739
zonotrichia_albicollis ENSZALG00000010039
junco_hyemalis ENSJHYG00000012289
ficedula_albicollis ENSFALG00000010451
cyanistes_caeruleus ENSCCEG00000021566
parus_major ENSPMJG00000007294
anser_brachyrhynchus ENSABRG00000006106
anas_platyrhynchos_platyrhynchos ENSAPLG00000006994
gallus_gallus ENSGALG00000005790
coturnix_japonica ENSCJPG00005003130
meleagris_gallopavo ENSMGAG00000006241
numida_meleagris ENSNMEG00000016025
calidris_pygmaea ENSCPGG00000010051
calidris_pugnax ENSCPUG00000008289
melopsittacus_undulatus ENSMUNG00000007441
crocodylus_porosus ENSCPRG00005005795
gopherus_agassizii ENSGAGG00000002803
chelonoidis_abingdonii ENSCABG00000001081
chrysemys_picta_bellii ENSCPBG00000027191
pelodiscus_sinensis ENSPSIG00000012555
xenopus_tropicalis ENSXETG00000027546
latimeria_chalumnae ENSLACG00000012267
cynoglossus_semilaevis ENSCSEG00000009888
periophthalmus_magnuspinnatus ENSPMGG00000023178
mola_mola ENSMMOG00000019930
anabas_testudineus ENSATEG00000015009
monopterus_albus ENSMALG00000005996
seriola_lalandi_dorsalis ENSSLDG00000011521
seriola_dumerili ENSSDUG00000019804
labrus_bergylta ENSLBEG00000017986
mastacembelus_armatus ENSMAMG00000021047
gasterosteus_aculeatus ENSGACG00000010189
scophthalmus_maximus ENSSMAG00000013903
poecilia_formosa ENSPFOG00000015495
poecilia_latipinna ENSPLAG00000019649
poecilia_reticulata ENSPREG00000022260
xiphophorus_maculatus ENSXMAG00000009587
xiphophorus_couchianus ENSXCOG00000017558
gambusia_affinis ENSGAFG00000020112
poecilia_mexicana ENSPMEG00000019123
fundulus_heteroclitus ENSFHEG00000002477
cyprinodon_variegatus ENSCVAG00000001145
kryptolebias_marmoratus ENSKMAG00000021087
oryzias_latipes_asm223471v1 ENSORLG00020019593
oryzias_latipes_asm223469v1 ENSORLG00015015272
oryzias_latipes_asm223467v1 ENSORLG00000013948
oryzias_melastigma ENSOMEG00000000634
astatotilapia_calliptera ENSACLG00000021036
haplochromis_burtoni ENSHBUG00000013980
maylandia_zebra ENSMZEG00005010154
pundamilia_nyererei ENSPNYG00000018683
neolamprologus_brichardi ENSNBRG00000023169
oreochromis_niloticus ENSONIG00000020300
amphilophus_citrinellus ENSACIG00000011089
amphiprion_percula ENSAPEG00000023397
amphiprion_ocellaris ENSAOCG00000020574
acanthochromis_polyacanthus ENSAPOG00000010385
stegastes_partitus ENSSPAG00000021221
takifugu_rubripes ENSTRUG00000012597
tetraodon_nigroviridis ENSTNIG00000000511
gadus_morhua ENSGMOG00000017945
esox_lucius ENSELUG00000004696
danio_rerio ENSDARG00000070541
pygocentrus_nattereri ENSPNAG00000009623
paramormyrops_kingsleyae ENSPKIG00000017919
lepisosteus_oculatus ENSLOCG00000002918
fundulus_heteroclitus ENSFHEG00000002462
