propithecus_coquereli ENSPCOG00000015133
prolemur_simus ENSPSMG00000006352
microcebus_murinus ENSMICG00000033101
otolemur_garnettii ENSOGAG00000014997
gorilla_gorilla ENSGGOG00000004579
pan_troglodytes ENSPTRG00000010442
homo_sapiens ENSG00000198028
pongo_abelii ENSPPYG00000009528
nomascus_leucogenys ENSNLEG00000011981
cercocebus_atys ENSCATG00000035370
mandrillus_leucophaeus ENSMLEG00000036603
theropithecus_gelada ENSTGEG00000023342
papio_anubis ENSPANG00000008465
macaca_mulatta ENSMMUG00000021154
macaca_nemestrina ENSMNEG00000038648
macaca_fascicularis ENSMFAG00000032192
chlorocebus_sabaeus ENSCSAG00000007675
rhinopithecus_roxellana ENSRROG00000035182
rhinopithecus_bieti ENSRBIG00000037288
colobus_angolensis_palliatus ENSCANG00000036865
piliocolobus_tephrosceles ENSPTEG00000032343
aotus_nancymaae ENSANAG00000037470
