poecilia_formosa ENSPFOG00000011796
poecilia_latipinna ENSPLAG00000015389
poecilia_mexicana ENSPMEG00000015056
poecilia_reticulata ENSPREG00000011308
xiphophorus_maculatus ENSXMAG00000009908
xiphophorus_couchianus ENSXCOG00000001130
gambusia_affinis ENSGAFG00000004464
fundulus_heteroclitus ENSFHEG00000016753
cyprinodon_variegatus ENSCVAG00000022429
kryptolebias_marmoratus ENSKMAG00000018944
tetraodon_nigroviridis ENSTNIG00000012992
takifugu_rubripes ENSTRUG00000014707
hippocampus_comes ENSHCOG00000000630
seriola_dumerili ENSSDUG00000005411
seriola_lalandi_dorsalis ENSSLDG00000002490
scophthalmus_maximus ENSSMAG00000006827
gasterosteus_aculeatus ENSGACG00000019295
mola_mola ENSMMOG00000012682
labrus_bergylta ENSLBEG00000028445
monopterus_albus ENSMALG00000002024
mastacembelus_armatus ENSMAMG00000000973
anabas_testudineus ENSATEG00000000512
amphiprion_ocellaris ENSAOCG00000021112
amphiprion_percula ENSAPEG00000005880
acanthochromis_polyacanthus ENSAPOG00000005236
stegastes_partitus ENSSPAG00000014011
maylandia_zebra ENSMZEG00005021326
haplochromis_burtoni ENSHBUG00000020340
astatotilapia_calliptera ENSACLG00000008818
pundamilia_nyererei ENSPNYG00000021123
neolamprologus_brichardi ENSNBRG00000001017
oreochromis_niloticus ENSONIG00000009276
amphilophus_citrinellus ENSACIG00000019445
oryzias_latipes_asm223469v1 ENSORLG00015005654
oryzias_latipes_asm223471v1 ENSORLG00020008747
oryzias_latipes_asm223467v1 ENSORLG00000028729
oryzias_melastigma ENSOMEG00000013354
cynoglossus_semilaevis ENSCSEG00000004592
periophthalmus_magnuspinnatus ENSPMGG00000008185
gadus_morhua ENSGMOG00000006234
esox_lucius ENSELUG00000010951
pygocentrus_nattereri ENSPNAG00000011545
astyanax_mexicanus ENSAMXG00000038746
ictalurus_punctatus ENSIPUG00000002172
danio_rerio ENSDARG00000013842
paramormyrops_kingsleyae ENSPKIG00000019141
scleropages_formosus ENSSFOG00015006278
lepisosteus_oculatus ENSLOCG00000009710
pogona_vitticeps ENSPVIG00000020234
anolis_carolinensis ENSACAG00000014660
notechis_scutatus ENSNSUG00000010844
salvator_merianae ENSSMRG00000001948
sphenodon_punctatus ENSSPUG00000003661
anser_brachyrhynchus ENSABRG00000013419
anas_platyrhynchos_platyrhynchos ENSAPLG00000007019
meleagris_gallopavo ENSMGAG00000012405
meleagris_gallopavo ENSMGAG00000017302
gallus_gallus ENSGALG00000029673
coturnix_japonica ENSCJPG00005018350
numida_meleagris ENSNMEG00000019147
calidris_pygmaea ENSCPGG00000005180
calidris_pugnax ENSCPUG00000019309
melopsittacus_undulatus ENSMUNG00000013908
taeniopygia_guttata ENSTGUG00000009193
lonchura_striata_domestica ENSLSDG00000007611
zonotrichia_albicollis ENSZALG00000006905
serinus_canaria ENSSCAG00000004860
junco_hyemalis ENSJHYG00000016198
ficedula_albicollis ENSFALG00000009147
cyanistes_caeruleus ENSCCEG00000022762
parus_major ENSPMJG00000016299
manacus_vitellinus ENSMVIG00005007704
manacus_vitellinus ENSMVIG00005002824
lepidothrix_coronata ENSLCOG00000009511
dromaius_novaehollandiae ENSDNVG00000004753
nothoprocta_perdicaria ENSNPEG00000013370
apteryx_rowi ENSARWG00000009142
apteryx_haastii ENSAHAG00000016563
apteryx_owenii ENSAOWG00000018088
crocodylus_porosus ENSCPRG00005005240
gopherus_agassizii ENSGAGG00000018910
chelonoidis_abingdonii ENSCABG00000002619
chrysemys_picta_bellii ENSCPBG00000027982
pelodiscus_sinensis ENSPSIG00000017104
phascolarctos_cinereus ENSPCIG00000031776
notamacropus_eugenii ENSMEUG00000010011
sarcophilus_harrisii ENSSHAG00000009955
monodelphis_domestica ENSMODG00000000109
pteropus_vampyrus ENSPVAG00000014201
myotis_lucifugus ENSMLUG00000017193
erinaceus_europaeus ENSEEUG00000009763
sorex_araneus ENSSARG00000010149
ursus_maritimus ENSUMAG00000004209
ailuropoda_melanoleuca ENSAMEG00000014677
mustela_putorius_furo ENSMPUG00000016711
neovison_vison ENSNVIG00000013610
canis_lupus_familiaris ENSCAFG00000016362
canis_lupus_dingo ENSCAFG00020027330
vulpes_vulpes ENSVVUG00000013875
panthera_tigris_altaica ENSPTIG00000002885
panthera_pardus ENSPPRG00000023259
felis_catus ENSFCAG00000029340
equus_caballus ENSECAG00000011680
equus_asinus_asinus ENSEASG00005008046
sus_scrofa ENSSSCG00000008761
vicugna_pacos ENSVPAG00000003623
capra_hircus ENSCHIG00000015018
ovis_aries ENSOARG00000008584
bos_taurus ENSBTAG00000033214
bos_mutus ENSBMUG00000006046
bison_bison_bison ENSBBBG00000000826
tursiops_truncatus ENSTTRG00000004509
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021066
cricetulus_griseus_crigri-picr ENSCGRG00015016749
cricetulus_griseus_crigri_1.0 ENSCGRG00000002544
