prolemur_simus ENSPSMG00000025073
propithecus_coquereli ENSPCOG00000017156
microcebus_murinus ENSMICG00000045403
pan_troglodytes ENSPTRG00000047465
pan_paniscus ENSPPAG00000031472
homo_sapiens ENSG00000269720
gorilla_gorilla ENSGGOG00000043328
nomascus_leucogenys ENSNLEG00000032695
rhinopithecus_roxellana ENSRROG00000037197
rhinopithecus_bieti ENSRBIG00000036240
piliocolobus_tephrosceles ENSPTEG00000032625
papio_anubis ENSPANG00000035101
mandrillus_leucophaeus ENSMLEG00000036184
macaca_fascicularis ENSMFAG00000039370
macaca_nemestrina ENSMNEG00000042860
cercocebus_atys ENSCATG00000042067
cebus_capucinus_imitator ENSCCAG00000035108
callithrix_jacchus ENSCJAG00000040584
saimiri_boliviensis_boliviensis ENSSBOG00000004159
aotus_nancymaae ENSANAG00000022098
octodon_degus ENSODEG00000001653
cavia_porcellus ENSCPOG00000036327
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002290
castor_canadensis ENSCCNG00000021090
cricetulus_griseus_crigri_1.0 ENSCGRG00000005373
cricetulus_griseus_crigri-picr ENSCGRG00015004664
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013325
mesocricetus_auratus ENSMAUG00000000131
peromyscus_maniculatus_bairdii ENSPEMG00000010170
microtus_ochrogaster ENSMOCG00000016480
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000108900
mus_spicilegus ENSMSIG00000030641
meriones_unguiculatus ENSMUGG00000023345
nannospalax_galili ENSNGAG00000012696
jaculus_jaculus ENSJJAG00000013119
ictidomys_tridecemlineatus ENSSTOG00000034881
urocitellus_parryii ENSUPAG00010019435
panthera_pardus ENSPPRG00000008659
felis_catus ENSFCAG00000046586
neovison_vison ENSNVIG00000016047
bison_bison_bison ENSBBBG00000011597
bos_mutus ENSBMUG00000019513
