sorex_araneus ENSSARG00000012322
erinaceus_europaeus ENSEEUG00000001068
ursus_americanus ENSUAMG00000027045
ursus_maritimus ENSUMAG00000019596
ailuropoda_melanoleuca ENSAMEG00000010660
mustela_putorius_furo ENSMPUG00000005536
neovison_vison ENSNVIG00000002693
canis_lupus_familiaris ENSCAFG00000017432
canis_lupus_dingo ENSCAFG00020004408
vulpes_vulpes ENSVVUG00000023592
panthera_pardus ENSPPRG00000010884
panthera_tigris_altaica ENSPTIG00000014869
felis_catus ENSFCAG00000024943
capra_hircus ENSCHIG00000025060
ovis_aries ENSOARG00000018179
bos_mutus ENSBMUG00000000394
bos_taurus ENSBTAG00000032292
bison_bison_bison ENSBBBG00000017776
equus_caballus ENSECAG00000017486
equus_asinus_asinus ENSEASG00005004591
myotis_lucifugus ENSMLUG00000016248
cavia_porcellus ENSCPOG00000005662
cavia_aperea ENSCAPG00000006354
octodon_degus ENSODEG00000015784
chinchilla_lanigera ENSCLAG00000007718
castor_canadensis ENSCCNG00000009693
urocitellus_parryii ENSUPAG00010007207
ictidomys_tridecemlineatus ENSSTOG00000005786
spermophilus_dauricus ENSSDAG00000007711
marmota_marmota_marmota ENSMMMG00000020119
mus_spicilegus ENSMSIG00000014895
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033011
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000006241
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031887
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014753
rattus_norvegicus ENSRNOG00000011799
meriones_unguiculatus ENSMUGG00000019510
peromyscus_maniculatus_bairdii ENSPEMG00000014545
microtus_ochrogaster ENSMOCG00000010436
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023310
cricetulus_griseus_crigri_1.0 ENSCGRG00000014403
cricetulus_griseus_crigri-picr ENSCGRG00015003042
mesocricetus_auratus ENSMAUG00000002172
nannospalax_galili ENSNGAG00000017828
jaculus_jaculus ENSJJAG00000000427
oryctolagus_cuniculus ENSOCUG00000026254
theropithecus_gelada ENSTGEG00000027019
chlorocebus_sabaeus ENSCSAG00000006813
macaca_mulatta ENSMMUG00000043134
piliocolobus_tephrosceles ENSPTEG00000036342
cercocebus_atys ENSCATG00000043503
mandrillus_leucophaeus ENSMLEG00000038220
papio_anubis ENSPANG00000004915
macaca_fascicularis ENSMFAG00000034087
rhinopithecus_roxellana ENSRROG00000032076
rhinopithecus_bieti ENSRBIG00000044449
colobus_angolensis_palliatus ENSCANG00000036229
pan_troglodytes ENSPTRG00000040791
pan_paniscus ENSPPAG00000027827
homo_sapiens ENSG00000183401
pongo_abelii ENSPPYG00000029817
nomascus_leucogenys ENSNLEG00000012498
macaca_nemestrina ENSMNEG00000029105
gorilla_gorilla ENSGGOG00000023519
cebus_capucinus_imitator ENSCCAG00000031662
callithrix_jacchus ENSCJAG00000005630
saimiri_boliviensis_boliviensis ENSSBOG00000019942
aotus_nancymaae ENSANAG00000030493
carlito_syrichta ENSTSYG00000032072
propithecus_coquereli ENSPCOG00000018723
microcebus_murinus ENSMICG00000004075
prolemur_simus ENSPSMG00000019790
otolemur_garnettii ENSOGAG00000015974
loxodonta_africana ENSLAFG00000031939
echinops_telfairi ENSETEG00000012481
phascolarctos_cinereus ENSPCIG00000017732
monodelphis_domestica ENSMODG00000006463
ornithorhynchus_anatinus ENSOANG00000001294
gopherus_agassizii ENSGAGG00000023274
pelodiscus_sinensis ENSPSIG00000011232
salvator_merianae ENSSMRG00000015632
