apteryx_rowi ENSARWG00000018476
apteryx_owenii ENSAOWG00000011738
nothoprocta_perdicaria ENSNPEG00000007093
meleagris_gallopavo ENSMGAG00000017103
chelonoidis_abingdonii ENSCABG00000019886
xiphophorus_couchianus ENSXCOG00000020680
neolamprologus_brichardi ENSNBRG00000001525
seriola_lalandi_dorsalis ENSSLDG00000013712
labrus_bergylta ENSLBEG00000014898
labrus_bergylta ENSLBEG00000017064
monopterus_albus ENSMALG00000003797
oryzias_latipes_asm223471v1 ENSORLG00020009031
xiphophorus_couchianus ENSXCOG00000013793
acanthochromis_polyacanthus ENSAPOG00000019829
neolamprologus_brichardi ENSNBRG00000010848
lepisosteus_oculatus ENSLOCG00000017896
mandrillus_leucophaeus ENSMLEG00000042321
colobus_angolensis_palliatus ENSCANG00000041639
castor_canadensis ENSCCNG00000007182
nothoprocta_perdicaria ENSNPEG00000001662
