astyanax_mexicanus ENSAMXG00000030404
ictalurus_punctatus ENSIPUG00000007562
danio_rerio ENSDARG00000112125
amphilophus_citrinellus ENSACIG00000015748
maylandia_zebra ENSMZEG00005000420
fundulus_heteroclitus ENSFHEG00000020127
cyprinodon_variegatus ENSCVAG00000019898
xiphophorus_couchianus ENSXCOG00000008113
xiphophorus_maculatus ENSXMAG00000027109
gambusia_affinis ENSGAFG00000008134
poecilia_mexicana ENSPMEG00000010051
poecilia_latipinna ENSPLAG00000013655
poecilia_reticulata ENSPREG00000012862
kryptolebias_marmoratus ENSKMAG00000007706
labrus_bergylta ENSLBEG00000002153
periophthalmus_magnuspinnatus ENSPMGG00000003270
scophthalmus_maximus ENSSMAG00000003881
anabas_testudineus ENSATEG00000016523
mastacembelus_armatus ENSMAMG00000007295
seriola_lalandi_dorsalis ENSSLDG00000018017
seriola_dumerili ENSSDUG00000014732
amphiprion_percula ENSAPEG00000017942
amphiprion_ocellaris ENSAOCG00000005655
acanthochromis_polyacanthus ENSAPOG00000024421
stegastes_partitus ENSSPAG00000005669
mola_mola ENSMMOG00000010496
takifugu_rubripes ENSTRUG00000025674
cynoglossus_semilaevis ENSCSEG00000013615
esox_lucius ENSELUG00000006174
scleropages_formosus ENSSFOG00015007553
paramormyrops_kingsleyae ENSPKIG00000015662
