pteropus_vampyrus ENSPVAG00000003476
sorex_araneus ENSSARG00000008748
vicugna_pacos ENSVPAG00000009532
bos_mutus ENSBMUG00000004120
bos_mutus ENSBMUG00000023471
tursiops_truncatus ENSTTRG00000002476
erinaceus_europaeus ENSEEUG00000003140
procavia_capensis ENSPCAG00000009930
spermophilus_dauricus ENSSDAG00000016438
castor_canadensis ENSCCNG00000018452
ochotona_princeps ENSOPRG00000014743
tupaia_belangeri ENSTBEG00000015989
cebus_capucinus_imitator ENSCCAG00000022329
echinops_telfairi ENSETEG00000008822
choloepus_hoffmanni ENSCHOG00000012822
