chinchilla_lanigera ENSCLAG00000016335
cavia_porcellus ENSCPOG00000015056
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021318
octodon_degus ENSODEG00000004759
castor_canadensis ENSCCNG00000010726
ictidomys_tridecemlineatus ENSSTOG00000027127
urocitellus_parryii ENSUPAG00010013579
mus_spicilegus ENSMSIG00000027507
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096606
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031141
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030031
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013252
rattus_norvegicus ENSRNOG00000017922
meriones_unguiculatus ENSMUGG00000014815
cricetulus_griseus_crigri-picr ENSCGRG00015013832
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007068
mesocricetus_auratus ENSMAUG00000008440
microtus_ochrogaster ENSMOCG00000009503
nannospalax_galili ENSNGAG00000000289
jaculus_jaculus ENSJJAG00000010465
oryctolagus_cuniculus ENSOCUG00000014231
homo_sapiens ENSG00000261594
pan_troglodytes ENSPTRG00000052868
nomascus_leucogenys ENSNLEG00000018145
cercocebus_atys ENSCATG00000010167
papio_anubis ENSPANG00000032219
theropithecus_gelada ENSTGEG00000027935
macaca_fascicularis ENSMFAG00000035659
macaca_mulatta ENSMMUG00000045580
macaca_nemestrina ENSMNEG00000021296
chlorocebus_sabaeus ENSCSAG00000000620
piliocolobus_tephrosceles ENSPTEG00000025060
cebus_capucinus_imitator ENSCCAG00000020228
callithrix_jacchus ENSCJAG00000022087
aotus_nancymaae ENSANAG00000022236
prolemur_simus ENSPSMG00000003242
bos_taurus ENSBTAG00000019622
bison_bison_bison ENSBBBG00000005974
sus_scrofa ENSSSCG00000033899
myotis_lucifugus ENSMLUG00000008995
neovison_vison ENSNVIG00000022489
mustela_putorius_furo ENSMPUG00000019529
canis_lupus_dingo ENSCAFG00020001595
felis_catus ENSFCAG00000043913
panthera_pardus ENSPPRG00000001225
equus_caballus ENSECAG00000032671
equus_asinus_asinus ENSEASG00005014261
dasypus_novemcinctus ENSDNOG00000048757
loxodonta_africana ENSLAFG00000026034
phascolarctos_cinereus ENSPCIG00000024142
sarcophilus_harrisii ENSSHAG00000012502
monodelphis_domestica ENSMODG00000007031
gopherus_agassizii ENSGAGG00000003635
chelonoidis_abingdonii ENSCABG00000013218
chrysemys_picta_bellii ENSCPBG00000012988
acanthochromis_polyacanthus ENSAPOG00000000537
maylandia_zebra ENSMZEG00005024729
