apteryx_rowi ENSARWG00000005580
dromaius_novaehollandiae ENSDNVG00000002204
calidris_pygmaea ENSCPGG00000015451
calidris_pugnax ENSCPUG00000004452
anser_brachyrhynchus ENSABRG00000021122
numida_meleagris ENSNMEG00000012387
gallus_gallus ENSGALG00000040646
parus_major ENSPMJG00000018661
junco_hyemalis ENSJHYG00000005144
gopherus_agassizii ENSGAGG00000007755
chelonoidis_abingdonii ENSCABG00000019083
chrysemys_picta_bellii ENSCPBG00000024445
anolis_carolinensis ENSACAG00000000678
pogona_vitticeps ENSPVIG00000003671
notechis_scutatus ENSNSUG00000003371
salvator_merianae ENSSMRG00000015204
sphenodon_punctatus ENSSPUG00000016625
notamacropus_eugenii ENSMEUG00000008857
phascolarctos_cinereus ENSPCIG00000035598
castor_canadensis ENSCCNG00000003167
dipodomys_ordii ENSDORG00000016185
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029553
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030034
mus_spicilegus ENSMSIG00000031570
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028547
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022282
rattus_norvegicus ENSRNOG00000008873
rattus_norvegicus ENSRNOG00000057972
meriones_unguiculatus ENSMUGG00000021907
meriones_unguiculatus ENSMUGG00000022008
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000403
cricetulus_griseus_crigri-picr ENSCGRG00015014480
cricetulus_griseus_crigri_1.0 ENSCGRG00000017601
mesocricetus_auratus ENSMAUG00000022181
peromyscus_maniculatus_bairdii ENSPEMG00000006161
microtus_ochrogaster ENSMOCG00000020754
nannospalax_galili ENSNGAG00000001416
jaculus_jaculus ENSJJAG00000016333
urocitellus_parryii ENSUPAG00010016726
ictidomys_tridecemlineatus ENSSTOG00000001018
marmota_marmota_marmota ENSMMMG00000004695
carlito_syrichta ENSTSYG00000033331
oryctolagus_cuniculus ENSOCUG00000015323
panthera_tigris_altaica ENSPTIG00000008538
ursus_maritimus ENSUMAG00000001554
ailuropoda_melanoleuca ENSAMEG00000017247
ursus_americanus ENSUAMG00000021710
mustela_putorius_furo ENSMPUG00000008017
neovison_vison ENSNVIG00000020310
canis_lupus_dingo ENSCAFG00020014033
canis_lupus_familiaris ENSCAFG00000008503
vulpes_vulpes ENSVVUG00000004501
felis_catus ENSFCAG00000018656
panthera_pardus ENSPPRG00000008104
bos_taurus ENSBTAG00000001840
bos_mutus ENSBMUG00000012821
bison_bison_bison ENSBBBG00000020532
capra_hircus ENSCHIG00000024139
capra_hircus ENSCHIG00000003011
ovis_aries ENSOARG00000012669
tursiops_truncatus ENSTTRG00000012717
sus_scrofa ENSSSCG00000008287
equus_caballus ENSECAG00000010193
equus_asinus_asinus ENSEASG00005010602
myotis_lucifugus ENSMLUG00000006828
pteropus_vampyrus ENSPVAG00000013956
pan_paniscus ENSPPAG00000038544
pan_troglodytes ENSPTRG00000042535
homo_sapiens ENSG00000115274
homo_sapiens ENSG00000274049
gorilla_gorilla ENSGGOG00000014610
pongo_abelii ENSPPYG00000012276
nomascus_leucogenys ENSNLEG00000035939
theropithecus_gelada ENSTGEG00000017185
papio_anubis ENSPANG00000006919
mandrillus_leucophaeus ENSMLEG00000041669
cercocebus_atys ENSCATG00000032937
macaca_fascicularis ENSMFAG00000036904
macaca_mulatta ENSMMUG00000002728
macaca_nemestrina ENSMNEG00000036439
chlorocebus_sabaeus ENSCSAG00000015603
rhinopithecus_bieti ENSRBIG00000042778
rhinopithecus_roxellana ENSRROG00000043786
piliocolobus_tephrosceles ENSPTEG00000036355
colobus_angolensis_palliatus ENSCANG00000037711
saimiri_boliviensis_boliviensis ENSSBOG00000026624
cebus_capucinus_imitator ENSCCAG00000034507
callithrix_jacchus ENSCJAG00000017525
aotus_nancymaae ENSANAG00000024504
cavia_porcellus ENSCPOG00000012726
octodon_degus ENSODEG00000011186
chinchilla_lanigera ENSCLAG00000009849
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011138
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012262
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011506
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009217
fukomys_damarensis ENSFDAG00000000144
ochotona_princeps ENSOPRG00000013960
propithecus_coquereli ENSPCOG00000018362
prolemur_simus ENSPSMG00000020272
microcebus_murinus ENSMICG00000006184
otolemur_garnettii ENSOGAG00000027076
tupaia_belangeri ENSTBEG00000017618
erinaceus_europaeus ENSEEUG00000013075
sorex_araneus ENSSARG00000007282
loxodonta_africana ENSLAFG00000011514
procavia_capensis ENSPCAG00000016792
choloepus_hoffmanni ENSCHOG00000004003
dasypus_novemcinctus ENSDNOG00000008069
ornithorhynchus_anatinus ENSOANG00000021297
latimeria_chalumnae ENSLACG00000009408
scleropages_formosus ENSSFOG00015021329
paramormyrops_kingsleyae ENSPKIG00000015858
lepisosteus_oculatus ENSLOCG00000012755
fundulus_heteroclitus ENSFHEG00000021638
cyprinodon_variegatus ENSCVAG00000014171
poecilia_mexicana ENSPMEG00000012605
poecilia_formosa ENSPFOG00000004856
poecilia_latipinna ENSPLAG00000004431
poecilia_reticulata ENSPREG00000003292
gambusia_affinis ENSGAFG00000002352
xiphophorus_maculatus ENSXMAG00000023525
kryptolebias_marmoratus ENSKMAG00000000814
oryzias_latipes_asm223471v1 ENSORLG00020005798
oryzias_latipes_asm223469v1 ENSORLG00015003143
oryzias_latipes_asm223467v1 ENSORLG00000007893
oryzias_melastigma ENSOMEG00000016582
scophthalmus_maximus ENSSMAG00000014039
takifugu_rubripes ENSTRUG00000002278
tetraodon_nigroviridis ENSTNIG00000003248
mola_mola ENSMMOG00000012894
labrus_bergylta ENSLBEG00000028067
gasterosteus_aculeatus ENSGACG00000019069
mastacembelus_armatus ENSMAMG00000014700
monopterus_albus ENSMALG00000015731
anabas_testudineus ENSATEG00000002787
seriola_dumerili ENSSDUG00000007725
seriola_lalandi_dorsalis ENSSLDG00000006153
cynoglossus_semilaevis ENSCSEG00000003937
maylandia_zebra ENSMZEG00005020912
haplochromis_burtoni ENSHBUG00000009955
astatotilapia_calliptera ENSACLG00000013810
pundamilia_nyererei ENSPNYG00000021589
neolamprologus_brichardi ENSNBRG00000003683
oreochromis_niloticus ENSONIG00000013001
amphilophus_citrinellus ENSACIG00000021644
amphiprion_ocellaris ENSAOCG00000019122
amphiprion_percula ENSAPEG00000003582
acanthochromis_polyacanthus ENSAPOG00000007238
stegastes_partitus ENSSPAG00000004589
hippocampus_comes ENSHCOG00000012295
periophthalmus_magnuspinnatus ENSPMGG00000013111
gadus_morhua ENSGMOG00000005805
esox_lucius ENSELUG00000004413
astyanax_mexicanus ENSAMXG00000013592
pygocentrus_nattereri ENSPNAG00000020569
ictalurus_punctatus ENSIPUG00000008469
